date,policy_regime_id,call_unc_boj_m,usdjpy_m,m2_yoy,m2_ref_avg_yoy,m2_old_avg_yoy,mb_yoy,boj_assets,tankan_mfg_di,tankan_nonmfg_di,m2_yoy_canonical
2000-09-30,RATE_TRANSITION,0.28,107.90,,1.782,,4.6,885391,3,-12,1.782
2000-10-31,RATE_TRANSITION,0.25,108.99,,1.953,,4,853390,10,-9,1.953
2000-11-30,RATE_TRANSITION,0.25,111.28,,2.143,,5.3,920988,10,-9,2.143
2000-12-31,RATE_TRANSITION,0.2,114.35,,1.905,,5.7,1054097,10,-10,1.905
2001-01-31,RATE_TRANSITION,0.25,115.75,,1.978,,-1.1,1067962,10,-10,1.978
2001-02-28,RATE_TRANSITION,0.25,116.20,,2.170,,-5.6,1078487,10,-10,2.170
2001-03-31,QE,0.12,125.54,,2.569,,3.4,1102160,10,-10,2.569
2001-04-30,QE,0.02,123.76,,2.469,,1.2,1150959,-5,-13,2.469
2001-05-31,QE,0.01,120.27,,2.326,,1.4,1123259,-5,-13,2.326
2001-06-30,QE,0.06,124.73,,2.649,,5.1,1138146,-5,-13,2.649
2001-07-31,QE,0.01,125.18,,2.867,,7.6,1169329,-16,-13,2.867
2001-08-31,QE,0.01,119.40,,2.957,,8,1163779,-16,-13,2.957
2001-09-30,QE,0.003,119.23,,2.950,,9,1133882,-16,-13,2.950
2001-10-31,QE,0.003,122.07,,3.190,,14.2,1156156,-33,-17,3.190
2001-11-30,QE,0.003,123.82,,2.895,,14.3,1107271,-33,-17,2.895
2001-12-31,QE,0.002,131.30,,3.049,,15.5,1133942,-38,-22,3.049
2002-01-31,QE,0.001,132.84,,3.302,,16.9,1175079,-38,-22,3.302
2002-02-28,QE,0.001,134.63,,3.487,,23.4,1224388,-38,-22,3.487
2002-03-31,QE,0.012,132.70,,3.517,,27.5,1313520,-38,-22,3.517
2002-04-30,QE,0.002,128.13,,3.689,,32.6,1385648,-38,-22,3.689
2002-05-31,QE,0.001,123.08,,3.537,,36.3,1328094,-38,-22,3.537
2002-06-30,QE,0.002,119.85,,3.473,,29.7,1279453,-38,-22,3.473
2002-07-31,QE,0.002,119.90,,3.379,,27.6,1241193,-18,-16,3.379
2002-08-31,QE,0.002,118.76,,3.276,,25.1,1265421,-18,-16,3.276
2002-09-30,QE,0.002,122.86,,3.408,,26.1,1284793,-18,-16,3.408
2002-10-31,QE,0.002,122.91,,3.239,,21.4,1244691,-14,-13,3.239
2002-11-30,QE,0.002,122.72,,3.317,,19.8,1246432,-14,-13,3.317
2002-12-31,QE,0.002,118.38,,3.239,,21.8,1250866,-9,-16,3.239
2003-01-31,QE,0.001,119.22,,2.168,,19.5,1251263,-9,-16,2.168
2003-02-28,QE,0.001,117.58,,1.942,,13.4,1245386,-9,-16,1.942
2003-03-31,QE,0.001,120.18,,1.940,,12.6,1325273,-9,-16,1.940
2003-04-30,QE,0.002,120.14,,1.697,,10.9,1411674,-10,-14,1.697
2003-05-31,QE,0.002,119.50,,1.318,,11.5,1283101,-10,-14,1.318
2003-06-30,QE,-0.004,119.72,,1.579,,16.7,1306815,-10,-14,1.579
2003-07-31,QE,0.002,120.55,,1.759,,20.3,1252605,-5,-13,1.759
2003-08-31,QE,0.001,116.71,,1.758,,20.4,1263771,-5,-13,1.758
2003-09-30,QE,0.001,111.07,,1.945,,20.5,1283228,-5,-13,1.945
2003-10-31,QE,0.002,108.27,,1.797,,20.9,1339295,1,-13,1.797
2003-11-30,QE,0.001,109.53,,1.511,,20.6,1322521,1,-13,1.511
2003-12-31,QE,0.001,107.00,,1.547,,16.7,1347558,11,-9,1.547
2004-01-31,QE,0.001,105.84,,1.484,,13.2,1313685,11,-9,1.484
2004-02-29,QE,0.001,109.26,,1.573,,13.6,1354300,11,-9,1.573
2004-03-31,QE,0.001,105.61,,1.676,,16.2,1405509,11,-9,1.676
2004-04-30,QE,0.001,109.96,,1.727,,11.9,1493819,12,5,1.727
2004-05-31,QE,0.001,110.18,1.844,1.877,,6.6,1382514,12,5,1.844
2004-06-30,QE,0.001,108.18,1.964,1.968,,7.4,1390667,12,5,1.964
2004-07-31,QE,0.001,111.39,1.730,1.720,,4.4,1347362,22,9,1.730
2004-08-31,QE,0.002,109.84,1.832,1.811,,4.7,1314783,22,9,1.832
2004-09-30,QE,0.001,110.90,1.856,1.813,,4.6,1382251,22,9,1.856
2004-10-31,QE,0.002,106.04,2.051,2.012,,4.7,1394564,26,11,2.051
2004-11-30,QE,0.001,102.61,1.995,2.012,,4.2,1384015,26,11,1.995
2004-12-31,QE,0.002,103.11,2.035,2.030,,4.9,1478802,22,11,2.035
2005-01-31,QE,0.001,103.45,1.975,1.982,,4.2,1445467,22,11,1.975
2005-02-28,QE,0.001,105.21,1.940,1.972,,3.9,1473561,22,11,1.940
2005-03-31,QE,0.002,107.33,1.806,1.844,,1.2,1514085,22,11,1.806
2005-04-30,QE,0.001,104.64,2.039,2.066,,2,1505173,14,11,2.039
2005-05-31,QE,0.002,107.88,1.792,1.829,,3,1473513,14,11,1.792
2005-06-30,QE,0,110.27,1.439,1.462,,2.2,1477619,14,11,1.439
2005-07-31,QE,0.001,112.25,1.624,1.617,,1.7,1442122,18,15,1.624
2005-08-31,QE,0.001,111.49,1.625,1.661,,1.5,1476503,18,15,1.625
2005-09-30,QE,0.001,113.14,1.587,1.640,,1.1,1513847,18,15,1.587
2005-10-31,QE,0.001,115.52,2.011,2.002,,1.7,1481357,19,15,2.011
2005-11-30,QE,0.001,119.48,1.905,1.914,,2.8,1477546,19,15,1.905
2005-12-31,QE,0.004,117.88,2.048,2.100,,1.5,1519701,21,17,2.048
2006-01-31,QE,0.001,117.55,1.857,1.896,,1,1556071,21,17,1.857
2006-02-28,QE,0.001,115.97,1.753,1.792,,1.4,1528656,21,17,1.753
2006-03-31,RATE_NORMALIZATION_1,0.002,117.41,1.697,1.757,,1.9,1523477,21,17,1.697
2006-04-30,RATE_NORMALIZATION_1,0.006,113.79,1.379,1.488,,-1,1448629,20,18,1.379
2006-05-31,RATE_NORMALIZATION_1,0.023,112.18,1.622,1.718,,-7.2,1299799,20,18,1.622
2006-06-30,RATE_NORMALIZATION_1,0.016,116.17,1.285,1.314,,-15.3,1227935,20,18,1.285
2006-07-31,RATE_NORMALIZATION_1,0.249,114.74,1.128,1.191,,-16.2,1138328,21,20,1.128
2006-08-31,RATE_NORMALIZATION_1,0.256,117.07,0.490,0.532,,-17.8,1159675,21,20,0.490
2006-09-30,RATE_NORMALIZATION_1,0.339,117.99,0.416,0.440,,-20.2,1132672,21,20,0.416
2006-10-31,RATE_NORMALIZATION_1,0.25,117.38,0.507,0.589,,-21.2,1174523,24,20,0.507
2006-11-30,RATE_NORMALIZATION_1,0.264,116.29,0.542,0.610,,-21.3,1151993,24,20,0.542
2006-12-31,RATE_NORMALIZATION_1,0.275,119.02,0.600,0.662,,-22.3,1185414,25,22,0.600
2007-01-31,RATE_NORMALIZATION_1,0.264,121.70,0.678,0.736,,-20,1155436,25,22,0.678
2007-02-28,RATE_NORMALIZATION_1,0.572,118.67,0.898,0.944,,-21.1,1146223,25,22,0.898
2007-03-31,RATE_NORMALIZATION_1,0.715,117.56,1.008,1.043,,-21.1,1176947,25,22,1.008
2007-04-30,RATE_NORMALIZATION_1,0.539,119.59,1.094,1.066,,-19.1,1127409,23,22,1.094
2007-05-31,RATE_NORMALIZATION_1,0.527,121.48,1.148,1.106,,-12.2,1060053,23,22,1.148
2007-06-30,RATE_NORMALIZATION_1,0.605,123.39,1.438,1.460,,-5.7,1075105,23,22,1.438
2007-07-31,RATE_NORMALIZATION_1,0.502,118.41,1.841,1.861,,-4.1,1000712,23,22,1.841
2007-08-31,RATE_NORMALIZATION_1,0.51,115.81,2.027,2.048,,-2.3,1077171,23,22,2.027
2007-09-30,RATE_NORMALIZATION_1,0.675,114.97,1.768,1.802,,0.7,1107917,23,22,1.768
2007-10-31,RATE_NORMALIZATION_1,0.502,114.72,1.694,1.731,,0.7,1110324,23,20,1.694
2007-11-30,RATE_NORMALIZATION_1,0.499,109.94,1.893,1.923,,0.5,1073472,23,20,1.893
2007-12-31,RATE_NORMALIZATION_1,0.459,112.93,2.012,1.998,,1,1114939,19,16,2.012
2008-01-31,RATE_NORMALIZATION_1,0.501,107.25,2.069,2.073,,0.4,1112844,19,16,2.069
2008-02-29,RATE_NORMALIZATION_1,0.507,105.6400,2.140,2.148,,-0.1,1130604,19,16,2.140
2008-03-31,RATE_NORMALIZATION_1,0.498,99.7100,2.359,2.340,,0.1,1142477,19,16,2.359
2008-04-30,RATE_NORMALIZATION_1,0.515,103.4000,2.256,2.255,,0,1134262,11,12,2.256
2008-05-31,RATE_NORMALIZATION_1,0.527,105.4600,1.871,1.860,,-2.8,1072225,11,12,1.871
2008-06-30,RATE_NORMALIZATION_1,0.507,106.2800,2.054,,,-0.9,1101273,11,12,2.054
2008-07-31,RATE_NORMALIZATION_1,0.509,108.1700,2.244,,,0.4,1014199,5,10,2.244
2008-08-31,RATE_NORMALIZATION_1,0.516,108.6900,2.111,,,-0.7,1083652,5,10,2.111
2008-09-30,RATE_NORMALIZATION_1,0.497,105.1000,2.411,,,-0.2,1098870,5,10,2.411
2008-10-31,RATE_NORMALIZATION_1,0.478,97.4700,2.175,,,0.9,1125287,-3,1,2.175
2008-11-30,RATE_NORMALIZATION_1,0.318,95.4600,1.833,,,1.4,1168028,-3,1,1.833
2008-12-31,NEAR_ZERO_POST_GFC,0.103,90.3700,1.791,,,1.9,1215262,-24,-9,1.791
2009-01-31,NEAR_ZERO_POST_GFC,0.128,89.8300,1.808,,,1.8,1227708,-24,-9,1.808
2009-02-28,NEAR_ZERO_POST_GFC,0.109,97.7400,1.956,,,3.9,1195135,-24,-9,1.956
2009-03-31,NEAR_ZERO_POST_GFC,0.097,97.4400,2.140,,,6.4,1221730,-24,-9,2.140
2009-04-30,NEAR_ZERO_POST_GFC,0.109,96.9700,2.238,,,6.9,1238886,-58,-31,2.238
2009-05-31,NEAR_ZERO_POST_GFC,0.099,95.5500,2.672,,,8.2,1147983,-58,-31,2.672
2009-06-30,NEAR_ZERO_POST_GFC,0.112,95.8400,2.677,,,7.9,1187973,-58,-31,2.677
2009-07-31,NEAR_ZERO_POST_GFC,0.1,95.6700,2.526,,,6.4,1098429,-48,-29,2.526
2009-08-31,NEAR_ZERO_POST_GFC,0.106,93.5500,2.713,,,6.1,1147349,-48,-29,2.713
2009-09-30,NEAR_ZERO_POST_GFC,0.098,90.2600,2.813,,,6.1,1171842,-48,-29,2.813
2009-10-31,NEAR_ZERO_POST_GFC,0.112,90.5000,2.976,,,4.5,1163248,-33,-24,2.976
2009-11-30,NEAR_ZERO_POST_GFC,0.107,86.8700,3.401,,,4.4,1114000,-33,-24,3.401
2009-12-31,NEAR_ZERO_POST_GFC,0.094,92.6600,3.305,,,3.8,1172964,-24,-22,3.305
2010-01-31,NEAR_ZERO_POST_GFC,0.095,90.3800,3.061,,,5.2,1225336,-24,-22,3.061
2010-02-28,NEAR_ZERO_POST_GFC,0.097,88.8400,2.970,,,4.9,1224342,-24,-22,2.970
2010-03-31,NEAR_ZERO_POST_GFC,0.1,92.8900,2.735,,,2.2,1267675,-24,-22,2.735
2010-04-30,NEAR_ZERO_POST_GFC,0.09,94.1600,2.671,,,2.1,1218241,-14,-14,2.671
2010-05-31,NEAR_ZERO_POST_GFC,0.093,90.8100,2.884,,,2.9,1142013,-14,-14,2.884
2010-06-30,NEAR_ZERO_POST_GFC,0.094,88.3900,3.105,,,3.7,1209586,-14,-14,3.105
2010-07-31,NEAR_ZERO_POST_GFC,0.098,86.4300,2.903,,,3.6,1132336,1,-5,2.903
2010-08-31,NEAR_ZERO_POST_GFC,0.095,84.6700,2.722,,,6.1,1173742,1,-5,2.722
2010-09-30,NEAR_ZERO_POST_GFC,0.091,83.6100,2.778,,,5.4,1230414,1,-5,2.778
2010-10-31,COMPREHENSIVE_EASING,0.093,80.4800,2.785,,,5.8,1203317,8,2,2.785
2010-11-30,COMPREHENSIVE_EASING,0.09,84.3400,2.775,,,6.4,1214171,8,2,2.775
2010-12-31,COMPREHENSIVE_EASING,0.079,81.6700,2.583,,,7.6,1270457,5,1,2.583
2011-01-31,COMPREHENSIVE_EASING,0.087,82.0300,2.335,,,7,1287104,5,1,2.335
2011-02-28,COMPREHENSIVE_EASING,0.088,81.7600,2.288,,,5.5,1279996,5,1,2.288
2011-03-31,COMPREHENSIVE_EASING,0.071,82.9800,2.392,,,5.6,1301181,5,1,2.392
2011-04-30,COMPREHENSIVE_EASING,0.064,81.3100,2.592,,,16.9,1423631,6,3,2.592
2011-05-31,COMPREHENSIVE_EASING,0.069,80.7500,2.720,,,23.9,1346213,6,3,2.720
2011-06-30,COMPREHENSIVE_EASING,0.069,80.8000,2.696,,,16.2,1351200,6,3,2.696
2011-07-31,COMPREHENSIVE_EASING,0.078,77.1800,2.838,,,17,1295844,-9,-5,2.838
2011-08-31,COMPREHENSIVE_EASING,0.078,76.7500,2.942,,,15,1344737,-9,-5,2.942
2011-09-30,COMPREHENSIVE_EASING,0.083,76.6800,2.665,,,15.9,1414829,-9,-5,2.665
2011-10-31,COMPREHENSIVE_EASING,0.075,75.7200,2.715,,,16.7,1376890,2,1,2.715
2011-11-30,COMPREHENSIVE_EASING,0.076,77.8600,2.802,,,17,1329858,2,1,2.802
2011-12-31,COMPREHENSIVE_EASING,0.075,76.9800,3.023,,,19.5,1432056,-4,4,3.023
2012-01-31,COMPREHENSIVE_EASING,0.082,76.2800,3.149,,,13.5,1430219,-4,4,3.149
2012-02-29,COMPREHENSIVE_EASING,0.083,80.4400,3.044,,,15,1369064,-4,4,3.044
2012-03-31,COMPREHENSIVE_EASING,0.076,82.4100,2.934,,,11.3,1442443,-4,4,2.934
2012-04-30,COMPREHENSIVE_EASING,0.08,80.4800,2.950,,,-0.2,1394569,-4,5,2.950
2012-05-31,COMPREHENSIVE_EASING,0.087,78.9300,2.607,,,-0.3,1412065,-4,5,2.607
2012-06-30,COMPREHENSIVE_EASING,0.076,79.8100,2.178,,,2.4,1428007,-4,5,2.178
2012-07-31,COMPREHENSIVE_EASING,0.084,78.2000,2.252,,,5.9,1436265,-1,8,2.252
2012-08-31,COMPREHENSIVE_EASING,0.088,78.5500,2.277,,,8.6,1454954,-1,8,2.277
2012-09-30,COMPREHENSIVE_EASING,0.078,77.9200,2.426,,,6.5,1499672,-1,8,2.426
2012-10-31,COMPREHENSIVE_EASING,0.082,79.5800,2.408,,,9,1499208,-3,8,2.408
2012-11-30,COMPREHENSIVE_EASING,0.087,82.0600,2.261,,,10.8,1537316,-3,8,2.261
2012-12-31,COMPREHENSIVE_EASING,0.076,86.1200,2.112,,,5,1563579,-12,4,2.112
2013-01-31,COMPREHENSIVE_EASING,0.087,91.0500,2.574,,,11.8,1583627,-12,4,2.574
2013-02-28,COMPREHENSIVE_EASING,0.093,91.8800,2.682,,,10.9,1597903,-12,4,2.682
2013-03-31,COMPREHENSIVE_EASING,0.058,94.1600,2.922,,,15,1635325,-12,4,2.922
2013-04-30,QQE,0.073,98.0900,3.040,,,19.8,1648127,-8,6,3.040
2013-05-31,QQE,0.072,101.0600,3.164,,,23.1,1746913,-8,6,3.164
2013-06-30,QQE,0.07,99.2100,3.472,,,31.6,1842861,-8,6,3.472
2013-07-31,QQE,0.073,98.0200,3.799,,,36,1870684,4,12,3.799
2013-08-31,QQE,0.072,98.2200,3.727,,,38,1967581,4,12,3.727
2013-09-30,QQE,0.069,98.3000,3.756,,,42,2056918,4,12,3.756
2013-10-31,QQE,0.072,98.1400,3.847,,,46.1,2088625,12,14,3.847
2013-11-30,QQE,0.071,102.4500,4.119,,,45.8,2155142,12,14,4.119
2013-12-31,QQE,0.068,105.0000,4.348,,,52.5,2240888,16,20,4.348
2014-01-31,QQE,0.07,102.8300,4.238,,,46.6,2241897,16,20,4.238
2014-02-28,QQE,0.073,102.1200,4.329,,,51.9,2321780,16,20,4.329
2014-03-31,QQE,0.069,102.9200,3.963,,,55.7,2404502,16,20,3.963
2014-04-30,QQE,0.067,102.5700,3.546,,,54.8,2415798,17,24,3.546
2014-05-31,QQE,0.069,101.7700,3.449,,,48.5,2461764,17,24,3.449
2014-06-30,QQE,0.066,101.3900,3.267,,,45.6,2539730,17,24,3.267
2014-07-31,QQE,0.065,102.9000,3.027,,,42.6,2577613,12,19,3.027
2014-08-31,QQE,0.07,104.0000,2.959,,,42.7,2689676,12,19,2.959
2014-09-30,QQE,0.066,109.3400,2.974,,,40.5,2758955,12,19,2.974
2014-10-31,QQE,0.059,108.9400,3.047,,,35.3,2770994,13,13,3.047
2014-11-30,QQE,0.067,118.7000,3.135,,,36.9,2868380,13,13,3.135
2014-12-31,QQE,0.066,119.3400,3.554,,,36.7,2973747,12,16,3.554
2015-01-31,QQE,0.071,117.4400,3.520,,,38.2,3002117,12,16,3.520
2015-02-28,QQE,0.074,119.7200,3.323,,,37.4,3111731,12,16,3.323
2015-03-31,QQE,0.064,120.1100,3.455,,,36.7,3204418,12,16,3.455
2015-04-30,QQE,0.064,118.8300,3.575,,,35.2,3235937,12,19,3.575
2015-05-31,QQE,0.073,123.9800,3.579,,,35.2,3328186,12,19,3.579
2015-06-30,QQE,0.072,122.5000,4.061,,,35.6,3431402,12,19,4.061
2015-07-31,QQE,0.075,124.3800,3.845,,,34.2,3454395,15,23,3.845
2015-08-31,QQE,0.076,121.3200,3.944,,,32.8,3542941,15,23,3.944
2015-09-30,QQE,0.076,119.7600,4.119,,,33.3,3614591,15,23,4.119
2015-10-31,QQE,0.074,120.7000,3.761,,,35.1,3661278,12,25,3.761
2015-11-30,QQE,0.077,122.8400,3.616,,,32.5,3735537,12,25,3.616
2015-12-31,QQE,0.038,120.6000,3.297,,,32.5,3812542,12,25,3.297
2016-01-31,QQE_NIRP,0.066,121.0500,3.080,,,29.5,3831076,12,25,3.080
2016-02-29,QQE_NIRP,-0.002,113.7800,3.129,,,28.9,3964498,12,25,3.129
2016-03-31,QQE_NIRP,-0.007,112.6000,3.085,,,29,4037909,12,25,3.085
2016-04-30,QQE_NIRP,-0.056,106.9000,3.033,,,28.5,4056481,6,22,3.033
2016-05-31,QQE_NIRP,-0.054,109.8600,3.283,,,26.8,4144163,6,22,3.283
2016-06-30,QQE_NIRP,-0.061,102.6800,3.289,,,25.5,4256697,6,22,3.289
2016-07-31,QQE_NIRP,-0.046,102.3200,3.350,,,25.4,4327586,6,19,3.350
2016-08-31,QQE_NIRP,-0.046,102.9200,3.323,,,24.7,4430848,6,19,3.323
2016-09-30,QQE_YCC,-0.037,101.4800,3.159,,,24.2,4529802,6,19,3.159
2016-10-31,QQE_YCC,-0.043,105.4000,3.414,,,22.7,4568058,6,18,3.414
2016-11-30,QQE_YCC,-0.052,112.7800,3.554,,,22.1,4633922,6,18,3.554
2016-12-31,QQE_YCC,-0.058,116.7800,3.811,,,21.5,4711310,10,18,3.811
2017-01-31,QQE_YCC,-0.05,113.8600,3.877,,,23.1,4764980,10,18,3.877
2017-02-28,QQE_YCC,-0.039,112.0100,3.944,,,22.6,4819817,10,18,3.944
2017-03-31,QQE_YCC,-0.046,111.3600,4.115,,,21.4,4879011,10,18,4.115
2017-04-30,QQE_YCC,-0.074,111.4400,4.160,,,20.3,4900893,12,20,4.160
2017-05-31,QQE_YCC,-0.061,110.6800,3.913,,,19.8,4977463,12,20,3.913
2017-06-30,QQE_YCC,-0.053,112.3200,3.793,,,19.4,5008008,12,20,3.793
2017-07-31,QQE_YCC,-0.063,110.8700,3.928,,,17,5021084,17,23,3.928
2017-08-31,QQE_YCC,-0.059,110.2000,4.003,,,15.6,5055602,17,23,4.003
2017-09-30,QQE_YCC,-0.063,112.6400,4.003,,,16.3,5115845,17,23,4.003
2017-10-31,QQE_YCC,-0.04,113.2600,4.048,,,15.6,5134438,22,23,4.048
2017-11-30,QQE_YCC,-0.053,111.7500,4.069,,,14.5,5180461,22,23,4.069
2017-12-31,QQE_YCC,-0.062,112.6900,4.006,,,13.2,5218600,25,23,4.006
2018-01-31,QQE_YCC,-0.044,108.9000,3.579,,,11.2,5214161,25,23,3.579
2018-02-28,QQE_YCC,-0.048,107.47,3.405,,,9.7,5267036,25,23,3.405
2018-03-31,QQE_YCC,-0.068,106.2,3.185,,,9.4,5331792,25,23,3.185
2018-04-30,QQE_YCC,-0.067,109.12,3.056,,,9.1,5282856,24,23,3.056
2018-05-31,QQE_YCC,-0.07,109.04,3.174,,,7.8,5350510,24,23,3.174
2018-06-30,QQE_YCC,-0.069,110.71,3.166,,,8.1,5408036,24,23,3.166
2018-07-31,QQE_YCC,-0.068,110.98,3.100,,,7.4,5370168,21,24,3.100
2018-08-31,QQE_YCC,-0.05,111.17,2.929,,,7,5463108,21,24,2.929
