date,nikkei225_close,fwd36m_state,fwd36m_loss,fwd36m_mdd,fwd36m_exec,fwd60m_state,fwd60m_loss,fwd60m_mdd,fwd60m_exec,fwd120m_state,fwd120m_loss,fwd120m_mdd,fwd120m_exec
2013-09-30,14455.80,13.79,0,-28.35,13.57,66.85,0,-28.35,66.52,120.38,0,-31.80,119.94
2013-10-31,14327.94,21.62,0,-28.35,22.70,52.99,0,-28.35,54.35,115.38,0,-31.80,117.29
2013-11-29,15661.87,16.90,0,-28.35,16.95,42.71,0,-28.35,42.77,113.81,0,-31.80,113.90
2013-12-30,16291.31,17.33,0,-28.35,20.15,22.86,0,-28.35,25.81,105.41,0,-31.80,110.35
2014-01-31,14914.53,27.67,0,-28.35,30.25,39.28,0,-28.35,42.10,143.30,0,-31.80,148.21
2014-02-28,14841.07,28.82,0,-28.35,30.49,44.09,0,-28.35,45.95,163.90,0,-31.80,167.31
2014-03-31,14827.83,27.53,0,-28.35,27.83,43.01,0,-28.35,43.36,172.25,0,-31.80,172.91
2014-04-30,14304.11,34.20,0,-28.35,32.53,55.61,0,-28.35,53.67,168.49,0,-31.80,165.14
2014-05-30,14632.38,34.30,0,-28.35,31.57,40.79,0,-28.35,37.93,163.03,0,-31.80,157.69
2014-06-30,15162.10,32.13,0,-28.35,30.71,40.32,0,-28.35,38.82,161.07,0,-31.80,158.27
2014-07-31,15620.77,27.56,0,-28.35,28.36,37.78,0,-28.35,38.64,150.32,0,-31.80,151.89
2014-08-29,15424.59,27.37,0,-28.35,26.94,34.23,0,-28.35,33.78,150.56,0,-31.80,149.72
2014-09-30,16173.52,25.86,0,-28.35,26.58,34.52,0,-28.35,35.28,134.45,0,-31.80,135.79
2014-10-31,16413.76,34.10,0,-28.35,30.54,39.68,0,-28.35,35.96,138.10,0,-31.80,131.76
2014-11-28,17459.85,30.16,0,-28.35,29.19,33.41,0,-28.35,32.43,118.83,0,-31.80,117.21
2014-12-30,17450.77,30.45,0,-28.35,30.77,35.56,0,-28.35,35.89,128.61,0,-31.80,129.16
2015-01-30,17674.39,30.69,0,-28.35,31.55,31.29,0,-28.35,32.16,123.90,0,-31.80,125.38
2015-02-27,18797.94,17.40,0,-28.35,17.22,12.47,0,-28.35,12.30,97.66,0,-31.80,97.35
2015-03-31,19206.99,11.70,0,-28.35,12.71,-1.51,1,-31.80,-0.62,85.44,0,-31.80,87.12
2015-04-30,19520.01,15.10,0,-28.35,15.03,3.45,0,-31.80,3.39,84.66,0,-31.80,84.55
2015-05-29,20563.15,7.97,0,-28.35,7.93,6.39,0,-31.80,6.36,84.63,0,-31.80,84.57
2015-06-30,20235.73,10.22,0,-28.26,9.72,10.14,0,-31.80,9.64,100.08,0,-31.80,99.16
2015-07-31,20585.24,9.56,0,-28.15,9.76,5.46,0,-31.80,5.65,99.51,0,-31.80,99.87
2015-08-31,18890.48,21.04,0,-25.29,25.87,22.49,0,-31.80,27.38,126.14,0,-31.80,135.16
2015-09-30,17388.15,38.72,0,-25.29,36.10,33.34,0,-31.80,30.82,158.41,0,-31.80,153.54
2015-10-30,19083.10,14.87,0,-25.29,17.33,20.41,0,-31.80,22.98,174.65,0,-31.80,180.53
2015-11-30,19747.47,13.18,0,-25.29,11.69,33.86,0,-31.80,32.09,154.48,0,-31.80,151.11
2015-12-30,19033.71,5.15,0,-21.44,8.48,44.19,0,-31.80,48.74,164.48,0,-31.80,172.83
2016-01-29,17518.30,18.58,0,-21.07,16.28,57.91,0,-31.80,54.84,204.38,0,-31.80,198.47
2016-02-29,16026.76,33.43,0,-21.07,32.95,80.74,0,-31.80,80.08,267.20,0,-31.80,265.86
2016-03-31,16758.67,26.54,0,-21.07,31.19,74.11,0,-31.80,80.52,204.70,0,-31.80,215.91
2016-04-28,16666.05,33.56,0,-21.07,37.85,72.88,0,-31.80,78.44,255.72,0,-31.80,267.15
2016-05-31,17234.98,19.53,0,-21.07,21.50,67.45,0,-31.80,70.21,284.85,0,-31.80,291.19
2016-06-30,15575.92,36.59,0,-21.07,35.67,84.85,0,-31.80,83.59,349.81,0,-31.80,346.76
2016-07-29,16569.27,29.89,0,-21.07,29.37,64.66,0,-31.80,64.01,288.44,0,-31.80,286.89
2016-08-31,16887.40,22.60,0,-21.07,22.32,66.33,0,-31.80,65.95,,,,
2016-09-30,16449.84,32.26,0,-21.07,31.07,79.05,0,-31.80,77.44,,,,
2016-10-31,17425.02,31.58,0,-21.07,31.44,65.81,0,-31.80,65.65,,,,
2016-11-30,18308.48,27.23,0,-21.07,25.82,51.96,0,-31.80,50.28,,,,
2016-12-30,19114.37,23.76,0,-21.07,20.73,50.63,0,-31.80,46.94,,,,
2017-01-31,19041.34,21.87,0,-21.07,21.19,41.81,0,-31.80,41.02,,,,
2017-02-28,19118.99,10.59,0,-21.07,9.02,38.75,0,-31.80,36.78,,,,
2017-03-31,18909.26,0.04,0,-31.80,-0.35,47.13,0,-31.80,46.56,,,,
2017-04-28,19196.74,5.19,0,-31.80,4.57,39.86,0,-31.80,39.03,,,,
2017-05-31,19650.57,11.33,0,-31.80,10.16,38.82,0,-31.80,37.36,,,,
2017-06-30,20033.43,11.25,0,-31.80,11.13,31.74,0,-31.80,31.60,,,,
2017-07-31,19925.18,8.96,0,-31.80,8.63,39.53,0,-31.80,39.11,,,,
2017-08-31,19646.24,17.78,0,-31.80,17.51,42.99,0,-31.80,42.66,,,,
2017-09-29,20356.28,13.90,0,-31.80,13.65,27.42,0,-31.80,27.14,,,,
2017-10-31,22011.61,4.39,0,-31.80,2.48,25.33,0,-31.80,23.05,,,,
2017-11-30,22724.96,16.32,0,-31.80,15.84,23.08,0,-31.80,22.57,,,,
2017-12-29,22764.94,20.55,0,-31.80,16.75,14.63,0,-31.80,11.01,,,,
2018-01-31,23098.29,19.76,0,-31.80,17.79,18.31,0,-31.80,16.35,,,,
2018-02-28,22068.24,31.26,0,-31.80,33.33,24.37,0,-31.80,26.33,,,,
2018-03-30,21454.30,36.00,0,-31.80,36.42,30.70,0,-31.80,31.10,,,,
2018-04-27,22467.87,28.24,0,-31.80,28.01,28.43,0,-31.80,28.21,,,,
2018-05-31,22201.82,29.99,0,-31.80,30.17,39.12,0,-31.80,39.31,,,,
2018-06-29,22304.51,29.08,0,-31.80,32.00,48.80,0,-31.80,52.16,,,,
2018-07-31,22553.72,20.97,0,-31.80,19.95,47.08,0,-31.80,45.83,,,,
2018-08-31,22865.15,22.85,0,-31.80,23.70,42.66,0,-31.80,43.65,,,,
2018-09-28,24120.04,22.11,0,-31.80,21.48,32.08,0,-31.80,31.39,,,,
2018-10-31,21920.46,31.81,0,-31.27,33.22,40.78,0,-31.27,42.29,,,,
2018-11-30,22351.06,24.48,0,-31.27,23.24,49.82,0,-31.27,48.34,,,,
2018-12-28,20014.77,43.85,0,-31.27,47.18,67.20,0,-31.27,71.07,,,,
2019-01-31,20773.49,29.98,0,-31.27,29.89,74.68,0,-31.27,74.55,,,,
2019-02-28,21385.16,24.04,0,-31.27,22.79,83.15,0,-31.27,81.30,,,,
2019-03-29,21205.81,31.20,0,-31.27,29.35,90.37,0,-31.27,87.69,,,,
2019-04-26,22258.73,20.62,0,-31.27,22.46,72.54,0,-31.27,75.18,,,,
2019-05-31,20601.19,32.42,0,-31.27,33.65,86.82,0,-31.27,88.57,,,,
2019-06-28,21275.92,24.05,0,-31.27,21.46,86.05,0,-31.27,82.16,,,,
2019-07-31,21521.53,29.18,0,-31.27,29.06,81.69,0,-31.27,81.52,,,,
2019-08-30,20704.37,35.68,0,-31.27,36.23,86.66,0,-31.27,87.43,,,,
2019-09-30,21755.84,19.22,0,-31.27,18.51,74.30,0,-31.27,73.27,,,,
2019-10-31,22927.04,20.33,0,-31.27,20.73,70.46,0,-31.27,71.03,,,,
2019-11-29,23293.91,20.07,0,-31.27,18.87,64.03,0,-31.27,62.38,,,,
2019-12-30,23656.62,10.31,0,-31.27,12.45,68.64,0,-31.27,71.92,,,,
2020-01-31,23205.18,17.76,0,-30.66,18.96,70.53,0,-30.66,72.26,,,,
2020-02-28,21142.96,29.81,0,-22.45,28.59,75.73,0,-25.50,74.08,,,,
2020-03-31,18917.01,48.23,0,-19.41,55.22,88.28,0,-25.50,97.16,,,,
2020-04-30,20193.69,42.90,0,-19.41,47.08,78.50,0,-26.26,83.72,,,,
2020-05-29,21877.89,41.18,0,-19.41,40.00,73.53,0,-26.26,72.08,,,,
2020-06-30,22288.14,48.91,0,-19.41,50.03,81.65,0,-26.26,83.02,,,,
2020-07-31,21710.00,52.80,0,-19.41,49.46,89.17,0,-26.26,85.04,,,,
2020-08-31,23139.76,40.97,0,-19.41,40.98,84.61,0,-26.26,84.62,,,,
2020-09-30,23185.12,37.41,0,-19.41,38.33,93.80,0,-26.26,95.11,,,,
2020-10-30,22977.13,34.30,0,-19.41,32.47,128.10,0,-26.26,124.99,,,,
2020-11-30,26433.62,26.68,0,-19.41,25.01,90.11,0,-26.26,87.60,,,,
2020-12-30,27444.17,21.94,0,-19.41,22.77,83.43,0,-26.26,84.68,,,,
2021-01-29,27663.39,31.17,0,-19.41,29.18,92.76,0,-26.26,89.82,,,,
2021-02-26,28966.01,35.21,0,-19.41,32.03,103.17,0,-26.26,98.39,,,,
2021-03-31,29178.80,38.35,0,-19.41,37.36,75.00,0,-26.26,73.75,,,,
2021-04-30,28812.63,33.29,0,-19.41,30.94,105.76,0,-26.26,102.12,,,,
2021-05-31,28860.08,33.36,0,-19.41,33.57,129.83,0,-26.26,130.20,,,,
2021-06-30,28791.53,37.48,0,-19.41,37.89,143.34,0,-26.26,144.06,,,,
2021-07-30,27283.59,43.32,0,-19.41,40.75,135.90,0,-26.26,131.68,,,,
2021-08-31,28089.54,37.59,0,-25.50,35.84,,,,,,,,
2021-09-30,29452.66,28.75,0,-25.50,31.80,,,,,,,,
2021-10-29,28892.69,35.26,0,-25.50,31.82,,,,,,,,
2021-11-30,27821.76,37.33,0,-25.50,36.77,,,,,,,,
2021-12-30,28791.71,38.56,0,-25.50,36.15,,,,,,,,
2022-01-31,27001.98,46.55,0,-25.50,46.14,,,,,,,,
2022-02-28,26526.82,40.07,0,-25.50,38.41,,,,,,,,
2022-03-31,27821.43,28.02,0,-25.50,28.74,,,,,,,,
2022-04-28,26847.90,34.26,0,-26.26,34.40,,,,,,,,
2022-05-31,27279.80,39.17,0,-26.26,38.27,,,,,,,,
2022-06-30,26393.04,53.40,0,-26.26,56.11,,,,,,,,
2022-07-29,27801.64,47.72,0,-26.26,46.71,,,,,,,,
2022-08-31,28091.53,52.07,0,-26.26,54.43,,,,,,,,
2022-09-30,25937.21,73.24,0,-26.26,71.40,,,,,,,,
2022-10-31,27587.46,89.98,0,-26.26,89.35,,,,,,,,
2022-11-30,27968.99,79.68,0,-26.26,78.04,,,,,,,,
2022-12-30,26094.50,92.91,0,-26.26,95.75,,,,,,,,
2023-01-31,27327.11,95.13,0,-26.26,94.99,,,,,,,,
2023-02-28,27445.56,114.43,0,-26.26,113.87,,,,,,,,
2023-03-31,28041.48,82.10,0,-26.26,81.15,,,,,,,,
2023-04-28,28856.44,105.45,0,-26.26,103.57,,,,,,,,
2023-05-31,30887.88,114.74,0,-26.26,112.95,,,,,,,,
2023-06-30,33189.04,111.10,0,-26.26,107.57,,,,,,,,
2023-07-31,33172.22,94.02,0,-26.26,92.26,,,,,,,,
2023-08-31,32619.34,,,,,,,,,,,,
2023-09-29,31857.62,,,,,,,,,,,,
2023-10-31,30858.85,,,,,,,,,,,,
2023-11-30,33486.89,,,,,,,,,,,,
2023-12-29,33464.17,,,,,,,,,,,,
2024-01-31,36286.71,,,,,,,,,,,,
2024-02-29,39166.19,,,,,,,,,,,,
2024-03-29,40369.44,,,,,,,,,,,,
2024-04-30,38405.66,,,,,,,,,,,,
2024-05-31,38487.90,,,,,,,,,,,,
2024-06-28,39583.08,,,,,,,,,,,,
2024-07-31,39101.82,,,,,,,,,,,,
2024-08-30,38647.75,,,,,,,,,,,,
2024-09-30,37919.55,,,,,,,,,,,,
2024-10-31,39081.25,,,,,,,,,,,,
2024-11-29,38208.03,,,,,,,,,,,,
2024-12-30,39894.54,,,,,,,,,,,,
2025-01-31,39572.49,,,,,,,,,,,,
2025-02-28,37155.50,,,,,,,,,,,,
2025-03-31,35617.56,,,,,,,,,,,,
2025-04-30,36045.38,,,,,,,,,,,,
2025-05-30,37965.10,,,,,,,,,,,,
2025-06-30,40487.39,,,,,,,,,,,,
2025-07-31,41069.82,,,,,,,,,,,,
2025-08-29,42718.47,,,,,,,,,,,,
2025-09-30,44932.63,,,,,,,,,,,,
2025-10-31,52411.34,,,,,,,,,,,,
2025-11-28,50253.91,,,,,,,,,,,,
2025-12-30,50339.48,,,,,,,,,,,,
2026-01-30,53322.85,,,,,,,,,,,,
2026-02-27,58850.27,,,,,,,,,,,,
2026-03-31,51063.72,,,,,,,,,,,,
2026-04-30,59284.92,,,,,,,,,,,,
2026-05-29,66329.50,,,,,,,,,,,,
2026-06-30,70062.32,,,,,,,,,,,,
2026-07-31,64362.02,,,,,,,,,,,,
