cn_year,pair_type,regime,jp_year,module,S_m,valid_pairs,eligible_pairs,coverage_ratio,module_pass,n_alive,S_total,method_id,calibration_id,coverage_rule_id,metric_id,status
2024,J00_best,J00,2011,EXTERNAL,-0.2807,2,2,1.0,True,5,-0.7881,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2024,J00_best,J00,2011,DEMOGRAPHY_LABOR,-1.8871,2,2,1.0,True,5,-0.7881,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2025,assigned,J00,2003,GROWTH,-1.0871,2,3,0.667,True,5,-0.7301,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2025,assigned,J00,2003,INFLATION,-0.6187,1,1,1.0,True,5,-0.7301,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2025,assigned,J00,2003,MONEY_CREDIT,-0.1641,1,1,1.0,True,5,-0.7301,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2025,assigned,J00,2003,EXTERNAL,-0.3234,2,2,1.0,True,5,-0.7301,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2025,assigned,J00,2003,DEMOGRAPHY_LABOR,-1.4573,2,2,1.0,True,5,-0.7301,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2025,J90_best,J90,1995,GROWTH,-0.8478,2,3,0.667,True,5,-0.799,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2025,J90_best,J90,1995,INFLATION,-0.7035,1,1,1.0,True,5,-0.799,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2025,J90_best,J90,1995,MONEY_CREDIT,-0.7606,1,1,1.0,True,5,-0.799,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2025,J90_best,J90,1995,EXTERNAL,-0.8037,2,2,1.0,True,5,-0.799,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2025,J90_best,J90,1995,DEMOGRAPHY_LABOR,-0.8795,2,2,1.0,True,5,-0.799,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
