月份,指标,值,url
2025-02,从业人员指数,48.6,https://www.stats.gov.cn/sj/zxfb/202503/t20250301_1958837.html
2025-02,供应商配送时间指数,51.0,https://www.stats.gov.cn/sj/zxfb/202503/t20250301_1958837.html
2025-02,制造业PMI,50.2,https://www.stats.gov.cn/sj/zxfb/202503/t20250301_1958837.html
2025-02,原材料库存指数,47.0,https://www.stats.gov.cn/sj/zxfb/202503/t20250301_1958837.html
2025-02,新订单指数,51.1,https://www.stats.gov.cn/sj/zxfb/202503/t20250301_1958837.html
2025-02,生产指数,52.5,https://www.stats.gov.cn/sj/zxfb/202503/t20250301_1958837.html
2025-02,综合PMI产出指数,51.1,https://www.stats.gov.cn/sj/zxfb/202503/t20250301_1958837.html
2025-02,非制造业商务活动指数,50.4,https://www.stats.gov.cn/sj/zxfb/202503/t20250301_1958837.html
2025-03,从业人员指数,48.2,https://www.stats.gov.cn/sj/zxfb/202503/t20250331_1959176.html
2025-03,供应商配送时间指数,50.3,https://www.stats.gov.cn/sj/zxfb/202503/t20250331_1959176.html
2025-03,制造业PMI,50.5,https://www.stats.gov.cn/sj/zxfb/202503/t20250331_1959176.html
2025-03,原材料库存指数,47.2,https://www.stats.gov.cn/sj/zxfb/202503/t20250331_1959176.html
2025-03,新订单指数,51.8,https://www.stats.gov.cn/sj/zxfb/202503/t20250331_1959176.html
2025-03,生产指数,52.6,https://www.stats.gov.cn/sj/zxfb/202503/t20250331_1959176.html
2025-03,综合PMI产出指数,51.4,https://www.stats.gov.cn/sj/zxfb/202503/t20250331_1959176.html
2025-03,非制造业商务活动指数,50.8,https://www.stats.gov.cn/sj/zxfb/202503/t20250331_1959176.html
2025-04,从业人员指数,47.9,https://www.stats.gov.cn/sj/zxfb/202504/t20250430_1959521.html
2025-04,供应商配送时间指数,50.2,https://www.stats.gov.cn/sj/zxfb/202504/t20250430_1959521.html
2025-04,制造业PMI,49.0,https://www.stats.gov.cn/sj/zxfb/202504/t20250430_1959521.html
2025-04,原材料库存指数,47.0,https://www.stats.gov.cn/sj/zxfb/202504/t20250430_1959521.html
2025-04,新订单指数,49.2,https://www.stats.gov.cn/sj/zxfb/202504/t20250430_1959521.html
2025-04,生产指数,49.8,https://www.stats.gov.cn/sj/zxfb/202504/t20250430_1959521.html
2025-04,综合PMI产出指数,50.2,https://www.stats.gov.cn/sj/zxfb/202504/t20250430_1959521.html
2025-04,非制造业商务活动指数,50.4,https://www.stats.gov.cn/sj/zxfb/202504/t20250430_1959521.html
2025-05,从业人员指数,48.1,https://www.stats.gov.cn/sj/zxfb/202505/t20250531_1959985.html
2025-05,供应商配送时间指数,50.0,https://www.stats.gov.cn/sj/zxfb/202505/t20250531_1959985.html
2025-05,制造业PMI,49.5,https://www.stats.gov.cn/sj/zxfb/202505/t20250531_1959985.html
2025-05,原材料库存指数,47.4,https://www.stats.gov.cn/sj/zxfb/202505/t20250531_1959985.html
2025-05,新订单指数,49.8,https://www.stats.gov.cn/sj/zxfb/202505/t20250531_1959985.html
2025-05,生产指数,50.7,https://www.stats.gov.cn/sj/zxfb/202505/t20250531_1959985.html
2025-05,综合PMI产出指数,50.4,https://www.stats.gov.cn/sj/zxfb/202505/t20250531_1959985.html
2025-05,非制造业商务活动指数,50.3,https://www.stats.gov.cn/sj/zxfb/202505/t20250531_1959985.html
2025-06,从业人员指数,47.9,https://www.stats.gov.cn/sj/zxfb/202506/t20250630_1960283.html
2025-06,供应商配送时间指数,50.2,https://www.stats.gov.cn/sj/zxfb/202506/t20250630_1960283.html
2025-06,制造业PMI,49.7,https://www.stats.gov.cn/sj/zxfb/202506/t20250630_1960283.html
2025-06,原材料库存指数,48.0,https://www.stats.gov.cn/sj/zxfb/202506/t20250630_1960283.html
2025-06,新订单指数,50.2,https://www.stats.gov.cn/sj/zxfb/202506/t20250630_1960283.html
2025-06,生产指数,51.0,https://www.stats.gov.cn/sj/zxfb/202506/t20250630_1960283.html
2025-06,综合PMI产出指数,50.7,https://www.stats.gov.cn/sj/zxfb/202506/t20250630_1960283.html
2025-06,非制造业商务活动指数,50.5,https://www.stats.gov.cn/sj/zxfb/202506/t20250630_1960283.html
2025-07,从业人员指数,48.0,https://www.stats.gov.cn/sj/zxfb/202507/t20250731_1960551.html
2025-07,供应商配送时间指数,50.3,https://www.stats.gov.cn/sj/zxfb/202507/t20250731_1960551.html
2025-07,制造业PMI,49.3,https://www.stats.gov.cn/sj/zxfb/202507/t20250731_1960551.html
2025-07,原材料库存指数,47.7,https://www.stats.gov.cn/sj/zxfb/202507/t20250731_1960551.html
2025-07,新订单指数,49.4,https://www.stats.gov.cn/sj/zxfb/202507/t20250731_1960551.html
2025-07,生产指数,50.5,https://www.stats.gov.cn/sj/zxfb/202507/t20250731_1960551.html
2025-07,综合PMI产出指数,50.2,https://www.stats.gov.cn/sj/zxfb/202507/t20250731_1960551.html
2025-07,非制造业商务活动指数,50.1,https://www.stats.gov.cn/sj/zxfb/202507/t20250731_1960551.html
2025-08,从业人员指数,47.9,https://www.stats.gov.cn/sj/zxfb/202508/t20250831_1960937.html
2025-08,供应商配送时间指数,50.5,https://www.stats.gov.cn/sj/zxfb/202508/t20250831_1960937.html
2025-08,制造业PMI,49.4,https://www.stats.gov.cn/sj/zxfb/202508/t20250831_1960937.html
2025-08,原材料库存指数,48.0,https://www.stats.gov.cn/sj/zxfb/202508/t20250831_1960937.html
2025-08,新订单指数,49.5,https://www.stats.gov.cn/sj/zxfb/202508/t20250831_1960937.html
2025-08,生产指数,50.8,https://www.stats.gov.cn/sj/zxfb/202508/t20250831_1960937.html
2025-08,综合PMI产出指数,50.5,https://www.stats.gov.cn/sj/zxfb/202508/t20250831_1960937.html
2025-08,非制造业商务活动指数,50.3,https://www.stats.gov.cn/sj/zxfb/202508/t20250831_1960937.html
2025-09,从业人员指数,48.5,https://www.stats.gov.cn/sj/zxfb/202509/t20250930_1961438.html
2025-09,供应商配送时间指数,50.8,https://www.stats.gov.cn/sj/zxfb/202509/t20250930_1961438.html
2025-09,制造业PMI,49.8,https://www.stats.gov.cn/sj/zxfb/202509/t20250930_1961438.html
2025-09,原材料库存指数,48.5,https://www.stats.gov.cn/sj/zxfb/202509/t20250930_1961438.html
2025-09,新订单指数,49.7,https://www.stats.gov.cn/sj/zxfb/202509/t20250930_1961438.html
2025-09,生产指数,51.9,https://www.stats.gov.cn/sj/zxfb/202509/t20250930_1961438.html
2025-09,综合PMI产出指数,50.6,https://www.stats.gov.cn/sj/zxfb/202509/t20250930_1961438.html
2025-09,非制造业商务活动指数,50.0,https://www.stats.gov.cn/sj/zxfb/202509/t20250930_1961438.html
2025-10,从业人员指数,48.3,https://www.stats.gov.cn/sj/zxfb/202510/t20251031_1961740.html
2025-10,供应商配送时间指数,50.0,https://www.stats.gov.cn/sj/zxfb/202510/t20251031_1961740.html
2025-10,制造业PMI,49.0,https://www.stats.gov.cn/sj/zxfb/202510/t20251031_1961740.html
2025-10,原材料库存指数,47.3,https://www.stats.gov.cn/sj/zxfb/202510/t20251031_1961740.html
2025-10,新订单指数,48.8,https://www.stats.gov.cn/sj/zxfb/202510/t20251031_1961740.html
2025-10,生产指数,49.7,https://www.stats.gov.cn/sj/zxfb/202510/t20251031_1961740.html
2025-10,综合PMI产出指数,50.0,https://www.stats.gov.cn/sj/zxfb/202510/t20251031_1961740.html
2025-10,非制造业商务活动指数,50.1,https://www.stats.gov.cn/sj/zxfb/202510/t20251031_1961740.html
2025-11,从业人员指数,48.4,https://www.stats.gov.cn/sj/zxfb/202511/t20251130_1961945.html
2025-11,供应商配送时间指数,50.1,https://www.stats.gov.cn/sj/zxfb/202511/t20251130_1961945.html
2025-11,制造业PMI,49.2,https://www.stats.gov.cn/sj/zxfb/202511/t20251130_1961945.html
2025-11,原材料库存指数,47.3,https://www.stats.gov.cn/sj/zxfb/202511/t20251130_1961945.html
2025-11,新订单指数,49.2,https://www.stats.gov.cn/sj/zxfb/202511/t20251130_1961945.html
2025-11,生产指数,50.0,https://www.stats.gov.cn/sj/zxfb/202511/t20251130_1961945.html
2025-11,综合PMI产出指数,49.7,https://www.stats.gov.cn/sj/zxfb/202511/t20251130_1961945.html
2025-11,非制造业商务活动指数,49.5,https://www.stats.gov.cn/sj/zxfb/202511/t20251130_1961945.html
2025-12,从业人员指数,48.2,https://www.stats.gov.cn/sj/zxfb/202512/t20251231_1962218.html
2025-12,供应商配送时间指数,50.2,https://www.stats.gov.cn/sj/zxfb/202512/t20251231_1962218.html
2025-12,制造业PMI,50.1,https://www.stats.gov.cn/sj/zxfb/202512/t20251231_1962218.html
2025-12,原材料库存指数,47.8,https://www.stats.gov.cn/sj/zxfb/202512/t20251231_1962218.html
2025-12,新订单指数,50.8,https://www.stats.gov.cn/sj/zxfb/202512/t20251231_1962218.html
2025-12,生产指数,51.7,https://www.stats.gov.cn/sj/zxfb/202512/t20251231_1962218.html
2025-12,综合PMI产出指数,50.7,https://www.stats.gov.cn/sj/zxfb/202512/t20251231_1962218.html
2025-12,非制造业商务活动指数,50.2,https://www.stats.gov.cn/sj/zxfb/202512/t20251231_1962218.html
2026-01,从业人员指数,48.1,https://www.stats.gov.cn/sj/zxfb/202601/t20260131_1962416.html
2026-01,供应商配送时间指数,50.1,https://www.stats.gov.cn/sj/zxfb/202601/t20260131_1962416.html
2026-01,制造业PMI,49.3,https://www.stats.gov.cn/sj/zxfb/202601/t20260131_1962416.html
2026-01,原材料库存指数,47.4,https://www.stats.gov.cn/sj/zxfb/202601/t20260131_1962416.html
2026-01,新订单指数,49.2,https://www.stats.gov.cn/sj/zxfb/202601/t20260131_1962416.html
2026-01,生产指数,50.6,https://www.stats.gov.cn/sj/zxfb/202601/t20260131_1962416.html
2026-01,综合PMI产出指数,49.8,https://www.stats.gov.cn/sj/zxfb/202601/t20260131_1962416.html
2026-01,非制造业商务活动指数,49.4,https://www.stats.gov.cn/sj/zxfb/202601/t20260131_1962416.html
2026-02,从业人员指数,48.0,https://www.stats.gov.cn/sj/zxfb/202603/t20260304_1962699.html
2026-02,供应商配送时间指数,49.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260304_1962699.html
2026-02,制造业PMI,49.0,https://www.stats.gov.cn/sj/zxfb/202603/t20260304_1962699.html
2026-02,原材料库存指数,47.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260304_1962699.html
2026-02,新订单指数,48.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260304_1962699.html
2026-02,生产指数,49.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260304_1962699.html
2026-02,综合PMI产出指数,49.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260304_1962699.html
2026-02,非制造业商务活动指数,49.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260304_1962699.html
2026-03,从业人员指数,48.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260331_1962889.html
2026-03,供应商配送时间指数,49.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260331_1962889.html
2026-03,制造业PMI,50.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260331_1962889.html
2026-03,原材料库存指数,47.7,https://www.stats.gov.cn/sj/zxfb/202603/t20260331_1962889.html
2026-03,新订单指数,51.6,https://www.stats.gov.cn/sj/zxfb/202603/t20260331_1962889.html
2026-03,生产指数,51.4,https://www.stats.gov.cn/sj/zxfb/202603/t20260331_1962889.html
2026-03,综合PMI产出指数,50.5,https://www.stats.gov.cn/sj/zxfb/202603/t20260331_1962889.html
2026-03,非制造业商务活动指数,50.1,https://www.stats.gov.cn/sj/zxfb/202603/t20260331_1962889.html
2026-04,从业人员指数,48.8,https://www.stats.gov.cn/sj/zxfb/202604/t20260430_1963473.html
2026-04,供应商配送时间指数,49.5,https://www.stats.gov.cn/sj/zxfb/202604/t20260430_1963473.html
2026-04,制造业PMI,50.3,https://www.stats.gov.cn/sj/zxfb/202604/t20260430_1963473.html
2026-04,原材料库存指数,49.3,https://www.stats.gov.cn/sj/zxfb/202604/t20260430_1963473.html
2026-04,新订单指数,50.6,https://www.stats.gov.cn/sj/zxfb/202604/t20260430_1963473.html
2026-04,生产指数,51.5,https://www.stats.gov.cn/sj/zxfb/202604/t20260430_1963473.html
2026-04,综合PMI产出指数,50.1,https://www.stats.gov.cn/sj/zxfb/202604/t20260430_1963473.html
2026-04,非制造业商务活动指数,49.4,https://www.stats.gov.cn/sj/zxfb/202604/t20260430_1963473.html
2026-05,从业人员指数,48.6,https://www.stats.gov.cn/sj/zxfb/202605/t20260531_1963824.html
2026-05,供应商配送时间指数,49.2,https://www.stats.gov.cn/sj/zxfb/202605/t20260531_1963824.html
2026-05,制造业PMI,50.0,https://www.stats.gov.cn/sj/zxfb/202605/t20260531_1963824.html
2026-05,原材料库存指数,48.6,https://www.stats.gov.cn/sj/zxfb/202605/t20260531_1963824.html
2026-05,新订单指数,49.9,https://www.stats.gov.cn/sj/zxfb/202605/t20260531_1963824.html
2026-05,生产指数,51.2,https://www.stats.gov.cn/sj/zxfb/202605/t20260531_1963824.html
2026-05,综合PMI产出指数,50.5,https://www.stats.gov.cn/sj/zxfb/202605/t20260531_1963824.html
2026-05,非制造业商务活动指数,50.1,https://www.stats.gov.cn/sj/zxfb/202605/t20260531_1963824.html
2026-06,从业人员指数,48.5,https://www.stats.gov.cn/sj/zxfb/202606/t20260630_1964032.html
2026-06,供应商配送时间指数,49.9,https://www.stats.gov.cn/sj/zxfb/202606/t20260630_1964032.html
2026-06,制造业PMI,50.3,https://www.stats.gov.cn/sj/zxfb/202606/t20260630_1964032.html
2026-06,原材料库存指数,48.4,https://www.stats.gov.cn/sj/zxfb/202606/t20260630_1964032.html
2026-06,新订单指数,51.2,https://www.stats.gov.cn/sj/zxfb/202606/t20260630_1964032.html
2026-06,生产指数,51.4,https://www.stats.gov.cn/sj/zxfb/202606/t20260630_1964032.html
2026-06,综合PMI产出指数,50.6,https://www.stats.gov.cn/sj/zxfb/202606/t20260630_1964032.html
2026-06,非制造业商务活动指数,50.2,https://www.stats.gov.cn/sj/zxfb/202606/t20260630_1964032.html
2026-07,从业人员指数,49.0,https://www.stats.gov.cn/sj/zxfb/202607/t20260731_1964253.html
2026-07,供应商配送时间指数,49.5,https://www.stats.gov.cn/sj/zxfb/202607/t20260731_1964253.html
2026-07,制造业PMI,49.2,https://www.stats.gov.cn/sj/zxfb/202607/t20260731_1964253.html
2026-07,原材料库存指数,48.3,https://www.stats.gov.cn/sj/zxfb/202607/t20260731_1964253.html
2026-07,新订单指数,48.5,https://www.stats.gov.cn/sj/zxfb/202607/t20260731_1964253.html
2026-07,生产指数,49.9,https://www.stats.gov.cn/sj/zxfb/202607/t20260731_1964253.html
2026-07,综合PMI产出指数,49.3,https://www.stats.gov.cn/sj/zxfb/202607/t20260731_1964253.html
2026-07,非制造业商务活动指数,49.0,https://www.stats.gov.cn/sj/zxfb/202607/t20260731_1964253.html
