统计时间,国外资产,外汇,货币黄金,其他国外资产,对政府债权,其中:中央政府,对其他存款性公司债权,对其他金融性公司债权,对非货币金融机构债权,对非金融性公司债权,其他资产,总资产,储备货币,发行货币,金融性公司存款,其他存款性公司,其他金融性公司,对金融机构负债,准备金存款,非金融性公司存款,活期存款,债券,国外负债,政府存款,自有资金,其他负债,总负债,标准月份
2020.2,218452.13,212249.09,2855.63,3347.41,15250.24,15250.24,108534.97,4741.95,,,14041.97,361021.26,308676.04,96497.29,,197359.23,,,,,,995.0,934.72,37167.01,219.75,8415.11,361021.26,2020-02
2020.3,218315.78,212079.04,2855.63,3381.11,15250.24,15250.24,113014.34,4734.95,,,14059.42,365374.74,317806.72,90750.94,,212680.93,,,,,,985.0,1896.22,30775.31,219.75,8675.46,365374.74,2020-03
2020.4,218310.7,211914.83,2855.63,3540.24,15250.24,15250.24,107996.43,4741.31,,,14048.99,360347.67,311688.24,88073.91,,208740.67,,,,,,975.0,1185.14,32316.01,219.75,8914.45,360347.67,2020-04
2020.5,218333.25,211802.63,2855.63,3675.0,15250.24,15250.24,115525.4,4746.85,,,14015.0,367870.74,308694.78,85688.28,,207935.31,,,,,,975.0,1250.98,42277.88,219.75,9494.26,367870.74,2020-05
2020.6,218332.59,211742.47,2855.63,3734.49,15250.24,15250.24,111618.6,4747.46,,,13982.4,363931.3,308338.55,85413.1,,207202.69,,,,,,950.0,1198.45,38252.64,219.75,10222.08,363931.3,2020-06
2020.7,218374.92,211723.16,2855.63,3796.14,15250.24,15250.24,106614.95,4762.43,,,12922.35,357924.9,297172.87,85166.78,,196061.37,,,,,,950.0,1079.54,42557.88,219.75,11068.35,357924.9,2020-07
2020.8,218361.92,211684.91,2855.63,3821.39,15250.24,15250.24,113772.74,4766.34,,,12901.04,365052.29,298170.0,85434.74,,196502.18,,,,,,950.0,1137.83,47793.13,219.75,11750.36,365052.29,2020-08
2020.9,218213.05,211625.4,2855.63,3732.02,15250.24,15250.24,123619.62,4741.61,,,12903.17,374727.69,315643.28,88063.47,,209650.34,,,,,,950.0,1080.69,39774.34,219.75,11767.0,374727.69,2020-09
2020.10,218185.21,211577.49,2855.63,3752.09,15250.24,15250.24,120745.14,4740.42,,,12891.7,371812.72,302380.38,86357.71,,198214.43,,,,,,950.0,981.22,49894.37,219.75,12111.49,371812.72,2020-10
2020.11,218209.41,211636.8,2855.63,3716.98,15250.24,15250.24,130987.49,4754.34,,,12787.85,381989.33,314518.55,86885.46,,210364.03,,,,,,900.0,1010.06,47771.7,219.75,12463.19,381989.33,2020-11
2020.12,218039.98,211308.1,2855.63,3876.25,15250.24,15250.24,133355.47,4447.14,,,16582.7,387675.54,330428.14,89823.29,,222906.08,,,,,,900.0,929.67,38681.53,219.75,11634.63,387675.54,2020-12
2021.1,218073.61,211400.06,2855.63,3817.92,15250.25,15250.25,132072.17,4431.82,,,19303.62,389131.46,316822.07,95834.6,,203006.66,,,,,,900.0,1059.65,53529.47,219.75,11957.07,389131.46,2021-01
2021.2,219328.8,211634.89,2855.63,4838.29,15250.24,15250.24,124384.38,4450.66,,0.0,19679.08,383093.17,321556.29,99828.72,,202351.6,,,,,,1000.0,1055.81,42405.69,219.75,11948.5,383093.17,2021-02
2021.3,219213.98,211553.27,2855.63,4805.08,15250.24,15250.24,124657.22,4427.26,,,19224.06,382772.77,326956.16,92459.49,,216682.77,,,,,,900.0,1038.8,36719.33,219.75,11990.98,382772.77,2021-03
2021.4,219122.64,211727.11,2855.63,4539.9,15250.24,15250.24,124490.83,4409.74,,0.0,19042.01,382315.47,318677.99,91050.15,,209032.05,,,,,,900.0,1119.94,43754.83,219.75,12487.31,382315.47,2021-04
2021.5,219265.24,211939.84,2855.63,4469.77,15250.24,15250.24,129186.71,4351.67,,0.0,18862.92,386916.77,320697.25,89384.75,,213457.96,,,,,,950.0,1028.39,47239.93,219.75,12292.69,386916.77,2021-05
2021.6,220505.68,212130.2,2855.63,5519.85,15250.24,15250.24,130900.47,4354.48,,,18886.49,389897.36,324494.14,89614.1,,216320.68,,,,,,900.0,942.49,45666.43,219.75,11955.47,389897.36,2021-06
2021.7,220409.56,212143.63,2855.63,5410.31,15250.24,15250.24,121611.82,4342.61,,0.0,18887.38,380501.62,310607.12,89677.16,,202120.98,,,,,,900.0,964.63,50061.74,219.75,12341.91,380501.62,2021-07
2021.8,223256.93,212123.55,2855.63,8277.75,15250.24,15250.24,120568.13,4341.99,,,16070.19,379487.47,307438.1,90108.63,,198187.0,,,,,,950.0,1083.46,51111.3,219.75,13390.77,379487.47,2021-08
2021.9,223230.38,212145.89,2855.63,8228.87,15250.24,15250.24,132450.49,4148.68,,,16893.85,391973.65,324341.24,92426.82,,212046.96,,,,,,950.0,1357.8,46143.39,219.75,13768.72,391973.65,2021-09
2021.10,223262.38,212255.05,2855.63,8151.7,15240.68,15240.68,133073.72,4151.97,,,19190.6,394919.35,314962.54,91301.57,,203832.77,,,,,,950.0,1156.13,57236.26,219.75,15604.6,394919.35,2021-10
2021.11,223639.0,212609.4,2855.63,8173.97,15240.68,15240.68,129928.43,4128.46,,,20177.69,393114.26,317810.22,92595.84,,205698.6,,,,,,950.0,1415.67,52963.28,219.75,14934.21,393114.26,2021-11
2021.12,225102.82,212867.2,2855.63,9380.0,15240.68,15240.68,128645.47,4125.22,,,22588.05,395702.25,329487.34,96164.8,,212392.89,,,,,,950.0,998.21,42931.68,219.75,15061.88,395702.25,2021-12
2022.1,225696.18,213200.55,2855.63,9640.0,15240.68,15240.68,134700.09,4112.28,,,23376.0,403125.23,331197.31,111876.69,,194279.92,,,,,,950.0,1036.28,49781.39,219.75,13899.89,403125.23,2022-01
2022.2,225836.31,213262.43,2855.63,9718.25,15240.68,15240.68,137638.35,4114.28,,,23399.38,406229.0,328648.67,104182.46,,204313.02,,,,,,950.0,1633.74,54659.49,219.75,13199.15,406229.0,2022-02
2022.3,226202.31,213494.82,2855.63,9851.87,15240.68,15240.68,129348.52,4118.03,,,23816.35,398725.89,335458.34,100737.77,,215231.7,,,,,,950.0,1188.03,42002.79,219.75,11816.88,398725.89,2022-03
2022.4,226267.6,213318.52,2855.63,10093.45,15240.68,15240.68,120160.2,4119.28,,,23548.27,389336.03,326823.44,100856.54,,206134.42,,,,,,950.0,1186.55,43329.6,219.75,9505.35,389336.03,2022-04
2022.5,225477.56,213228.67,2855.63,9393.26,15240.68,15240.68,119480.95,1770.79,,,23349.79,385319.77,325085.37,100710.16,,204605.98,,,,,,950.0,1293.58,46413.92,219.75,4910.57,385319.77,2022-05
2022.6,225365.84,213187.48,2855.63,9322.73,15240.68,15240.68,126805.26,1743.96,,,23398.86,392554.6,334251.89,101228.76,,212469.45,,,,,,950.0,1312.63,45748.0,219.75,3630.93,392554.6,2022-06
2022.7,225614.78,213179.97,2855.63,9579.18,15240.68,15240.68,119635.4,1742.6,,,23394.0,385627.47,324197.28,101513.24,,202092.89,,,,,,950.0,1553.83,50123.39,219.75,2557.47,385627.47,2022-07
2022.8,225575.68,213157.68,2855.63,9562.37,15240.68,15240.68,117690.14,1745.62,,,24390.16,384642.28,325624.09,102295.88,,202148.65,,,,,,950.0,1537.76,47047.66,219.75,2989.46,384642.28,2022-08
2022.9,224439.67,213127.04,2855.63,8457.0,15240.68,15240.68,128810.82,1754.61,,,27156.48,397402.27,341831.63,104051.11,,216253.7,,,,,,950.0,1465.69,43738.05,219.75,3881.28,397402.27,2022-09
2022.10,224736.66,213137.49,2855.63,8743.54,15240.68,15240.68,129059.88,1569.33,,,28264.71,398871.25,332953.5,103575.52,,208542.63,,,,,,950.0,1686.47,53509.52,219.75,4588.18,398871.25,2022-10
2022.11,225813.47,213773.49,2985.1,9054.88,15240.68,15240.68,129030.57,1555.92,,,29886.98,401527.62,334805.67,104835.63,,208722.1,,,,,,950.0,1718.39,52363.28,219.75,6306.62,401527.62,2022-11
2022.12,226906.56,214712.28,3106.57,9087.71,15240.68,15240.68,143132.29,1557.0,,,29947.25,416783.78,360956.03,110012.57,,227876.54,,,,,,950.0,1574.47,41272.91,219.75,6602.21,416783.78,2022-12
2023.1,228513.62,216249.25,3169.49,9094.88,15240.68,15240.68,148166.96,1548.67,,,28594.78,422064.71,358910.69,122673.18,,209148.22,,,,,,950.0,1925.11,47736.54,219.75,7093.77,422064.71,2023-01
2023.2,229061.8,216182.12,3270.77,9608.91,15240.68,15240.68,143390.44,1551.26,,,28435.17,417679.36,350383.69,113860.09,,213456.77,,,,,,950.0,1571.72,51300.31,219.75,7291.16,417679.36,2023-02
2023.3,230941.18,217893.63,3349.5,9698.05,15240.68,15240.68,146628.42,1564.52,,,26632.46,421007.27,364071.5,110936.84,230382.81,230382.81,,,,,,950.0,1652.61,41318.08,219.75,6690.57,421007.27,2023-03
2023.4,231338.37,217895.06,3385.1,10058.21,15240.68,15240.68,137902.3,1562.72,,,26610.13,412654.2,351668.92,110903.21,217622.83,217622.83,,,,,,1000.0,1503.96,44984.57,219.75,6784.49,412654.2,2023-04
2023.5,231469.31,217822.22,3455.76,10191.33,15240.68,15240.68,131711.72,1565.5,,,26433.63,406420.84,344206.59,109771.27,211438.1,211438.1,,,,,,950.0,1943.93,46016.9,219.75,6674.58,406420.84,2023-05
2023.6,231574.38,217733.71,3539.95,10300.72,15240.68,15240.68,143449.64,1559.25,,,26238.89,418062.84,365235.34,110311.22,231388.96,231388.96,,,,,,950.0,1458.24,36873.7,219.75,6544.37,418062.84,2023-06
2023.7,231736.57,217824.72,3633.25,10278.6,15240.68,15240.68,135783.71,1363.19,,,23967.53,408091.68,347843.94,111060.85,213840.69,213840.69,,,,,,950.0,1486.56,45154.97,219.75,6064.21,408091.68,2023-07
2023.8,231576.32,217673.89,3750.44,10151.99,15240.68,15240.68,146836.22,1359.52,,,21827.7,416840.45,353555.18,111437.81,218102.93,218102.93,,,,,,1050.0,1855.27,44706.43,219.75,8537.19,416840.45,2023-08
2023.9,230938.68,218095.08,3855.33,8988.26,15240.68,15240.68,158157.05,1341.33,,,21677.15,427354.89,363920.94,114478.45,224684.87,224684.87,,,,,,1150.0,3539.93,43978.84,219.75,8774.38,427354.89,2023-09
2023.10,232046.26,219002.12,3953.79,9090.35,15240.68,15240.68,163237.95,1331.18,,,21403.73,433259.8,350659.11,113544.31,213551.71,213551.71,,,,,,1150.0,4459.43,60559.97,219.75,9843.99,433259.8,2023-10
2023.11,232796.52,219763.93,4009.97,9022.62,15240.68,15240.68,169884.8,1335.32,,,21397.31,440654.63,363160.01,115073.49,224098.75,224098.75,,,,,,1250.0,4402.85,55036.02,219.75,10853.11,440654.63,2023-11
2023.12,233548.51,220453.85,4052.88,9041.78,15240.68,15240.68,185561.01,1310.9,,,21283.04,456944.14,389036.93,118660.94,245687.45,245687.45,,,,,,1250.0,3062.34,46291.74,219.75,11044.96,456944.14,2023-12
2024.1,234437.54,221332.16,4099.83,9005.54,15240.68,15240.68,183102.23,2173.32,,,21472.99,456426.77,377314.15,128527.46,223923.22,223923.22,,,,,,1250.0,4156.62,55664.17,219.75,11956.39,456426.77,2024-01
2024.2,235356.4,222180.64,4156.2,9019.57,15240.68,15240.68,170210.62,2974.65,,,21911.54,445693.9,372018.11,128502.36,218727.82,218727.82,,,,,,1250.0,4372.95,50021.12,219.75,11987.33,445693.9,2024-02
2024.3,235897.47,222681.72,4181.74,9034.01,15240.68,15240.68,163526.82,3218.2,,,20977.51,438860.69,370949.95,122842.95,224850.04,224850.04,,,,,,1350.0,3772.71,43559.77,219.75,13111.66,438860.69,2024-03
2024.4,235682.32,222450.45,4192.6,9039.28,15240.68,15240.68,155232.44,3016.47,,,19253.31,428425.22,362776.04,122294.45,217317.11,217317.11,,,,,,1350.0,4764.78,41964.33,219.75,11450.07,428425.22,2024-04
2024.5,235608.36,222260.78,4192.6,9154.98,15240.68,15240.68,156440.47,2999.55,,,19248.52,429537.58,357630.07,121754.03,212872.54,212872.54,,,,,,1400.0,4923.15,47450.07,219.75,11380.27,429537.58,2024-05
2024.6,235325.91,221899.72,4192.6,9233.6,15240.68,15240.68,165509.41,3800.2,,,16670.58,436546.79,371285.63,122507.22,225480.77,225480.77,,,,,,1550.0,4347.01,41319.43,219.75,11123.38,436546.79,2024-06
2024.7,234996.75,221549.32,4192.6,9254.84,15240.68,15240.68,164405.73,5499.2,,,16326.78,436469.16,364409.65,123570.81,217641.28,217641.28,,,,,,1550.0,4903.19,46810.71,219.75,11845.43,436469.16,2024-07
2024.8,234685.65,221230.64,4192.6,9262.42,20311.26,20311.26,160380.92,7120.86,,,16398.85,438897.54,358871.1,124124.6,211050.55,211050.55,,,,,,1550.0,4083.19,50701.98,219.75,16647.0,438897.54,2024-08
2024.9,234347.05,220966.47,4192.6,9187.98,22613.79,22613.79,174252.83,7427.28,,,16409.69,455050.63,379130.07,126973.62,227983.54,227983.54,,,,,,1547.5,1680.53,48070.71,219.75,17527.04,455050.63,2024-09
2024.10,234018.82,220733.04,4192.6,9093.19,24636.28,24636.28,165551.56,7027.95,,,16122.87,447357.48,361837.26,127121.76,211051.8,211051.8,,,,,,1594.7,1502.35,56889.61,219.75,18080.61,447357.48,2024-10
2024.11,233579.18,220344.35,4223.42,9011.41,26655.62,26655.62,170560.57,6856.68,,,16055.06,453707.1,367396.09,128819.88,214781.04,214781.04,,,,,,1583.4,2590.73,58613.66,219.75,18473.32,453707.1,2024-11
2024.12,233256.54,219918.95,4284.69,9052.9,28781.48,28781.48,156430.27,6709.92,,,15335.1,440513.31,368040.14,133302.35,210586.2,210586.2,,,,,,1570.9,3106.89,44997.2,219.75,16465.92,440513.31,2024-12
2025.1,232849.4,219330.18,4317.53,9201.69,28114.36,28114.36,184628.65,6676.05,,,14306.26,466574.72,388712.59,148040.73,209762.23,209762.23,,,,,,2673.7,4310.16,47737.69,219.75,16970.26,466574.72,2025-01
2025.2,232438.67,218663.31,4350.72,9424.64,27790.12,27790.12,188965.25,6663.49,,,14347.8,470205.33,381281.65,138676.13,217513.16,217513.16,,,,,,2785.0,4571.36,57816.47,219.75,17117.85,470205.33,2025-02
2025.3,232015.68,218001.72,4372.51,9641.45,27006.53,27006.53,175355.58,6594.58,,,14339.44,455311.81,376817.73,136037.64,216891.44,216891.44,,,,,,2500.0,2752.79,49602.34,219.75,17253.48,455311.81,2025-03
2025.4,231412.8,217255.89,4387.93,9768.99,25183.03,25183.03,173896.6,10294.58,,,14416.31,455203.33,373780.6,136197.65,213009.41,213009.41,,,,,,2500.0,2101.34,52950.11,219.75,16957.5,455203.33,2025-04
2025.5,230485.43,216519.32,4403.09,9563.02,24341.49,24341.49,171317.62,9809.58,,,15043.86,450997.98,366758.99,135911.15,205916.74,205916.74,,,,,,1900.0,1547.32,55760.45,219.75,17434.87,450997.98,2025-05
2025.6,229842.47,215804.96,4418.24,9619.27,23521.14,23521.14,178780.75,9809.58,,,15869.82,457823.75,379159.42,136520.64,217910.7,217910.7,,,,,,2000.0,1865.12,50038.13,219.75,18498.17,457823.75,2025-06
2025.7,229023.79,215090.02,4433.5,9500.28,22873.86,22873.86,180964.98,9809.58,,,16821.66,459493.86,372410.6,137356.55,210664.84,210664.84,,,,,,1400.0,2251.53,57685.65,219.75,18947.77,459493.86,2025-07
2025.8,228117.35,214382.04,4449.23,9286.08,22481.37,22481.37,186383.07,8709.58,,,17562.7,463254.06,371856.0,138053.74,208791.97,208791.97,,,,,,1700.0,1951.6,61056.03,219.75,19763.13,463254.06,2025-08
2025.9,227468.32,213680.6,4457.98,9329.74,22206.02,22206.02,195356.99,8009.58,,,18350.47,471391.38,386170.16,140739.72,219969.33,219969.33,,,,,,2300.0,2531.89,53251.69,219.75,20340.25,471391.38,2025-09
2025.10,226776.72,213003.0,4467.16,9306.56,21437.88,21437.88,195503.22,8019.55,,,18889.24,470626.61,377809.93,140078.71,212187.33,212187.33,,,,,,2300.0,2021.76,59509.66,219.75,20921.65,470626.61,2025-10
2025.11,226231.76,212418.36,4476.69,9336.7,21925.86,21925.86,197287.45,8219.55,,,19305.08,472969.7,380196.83,141756.9,213315.06,213315.06,,,,,,2300.0,1827.87,60001.75,219.75,21444.51,472969.7,2025-11
2025.12,226260.02,212391.23,4486.37,9382.42,22063.25,22063.25,205021.29,8317.65,,,19929.12,481591.34,399204.83,146275.73,227668.88,227668.88,,,,,,2400.0,2138.54,50000.1,219.75,21443.57,481591.34,2025-12
2026.1,226843.32,212922.61,4497.5,9423.21,22556.59,22556.59,216858.88,6078.32,,,20852.8,493189.91,395255.08,151746.07,217858.77,217858.77,,,,,,2400.0,1656.83,65132.3,219.75,21654.37,493189.91,2026-01
2026.2,227529.92,213763.92,4509.01,9256.98,22830.33,22830.33,224724.13,3148.32,,,21630.09,499862.79,408642.86,159072.75,221633.05,221633.05,,,,,,2400.0,1858.91,58967.42,219.75,21479.16,499862.79,2026-02
2026.3,228260.72,214425.31,4560.19,9275.22,22615.59,22615.59,215879.7,3135.34,,,21507.35,491398.71,408745.66,152481.25,231173.73,231173.73,,,,,,2400.0,1959.37,50420.37,219.75,21230.42,491398.71,2026-03
2026.4,229293.34,215381.08,4641.24,9271.02,22519.4,22519.4,208060.02,3133.94,,,23320.8,486327.5,398320.18,152271.44,220400.16,220400.16,,,,,,2400.0,2302.98,55655.12,219.75,20950.21,486327.5,2026-04
2026.5,230257.91,216306.85,4740.17,9210.89,22346.47,22346.47,203265.26,3058.94,,,24878.34,483806.92,391223.72,151451.14,213983.96,213983.96,,,,,,2400.0,1963.68,60155.26,219.75,20780.95,483806.92,2026-05
2026.6,231436.69,217282.58,4871.91,9282.2,21172.53,21172.53,212276.16,2850.94,,,26598.67,494334.98,405945.01,151943.02,228581.8,228581.8,,,,,,2400.0,2185.63,54880.43,219.75,21803.87,494334.98,2026-06
2026.7,231636.39,217262.88,5046.61,9326.9,21099.87,21099.87,218480.42,3750.94,,,27100.85,502068.47,404903.37,152532.19,226384.49,226384.49,,,,,,2400.0,2380.2,62236.19,219.75,22140.57,502068.47,2026-07
