date,reference_month,bridge_yoy_pct,balance_100m_rmb,source_field_cn,definition_regime,same_as_legacy_hh_deposit_hist,source_scope,quality_flag,source_owner,note
2014-06-01,2014-06,10.75721,483673.49,储蓄存款,LEGACY_SAVINGS_DEPOSIT_2012_2014,TRUE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,旧表原字段“个人存款→储蓄存款”；同比由当月余额/上年同月余额-1计算。
2014-07-01,2014-07,9.163712,471702.12,储蓄存款,LEGACY_SAVINGS_DEPOSIT_2012_2014,TRUE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,旧表原字段“个人存款→储蓄存款”；同比由当月余额/上年同月余额-1计算。
2014-08-01,2014-08,8.448902,470973.02,储蓄存款,LEGACY_SAVINGS_DEPOSIT_2012_2014,TRUE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,旧表原字段“个人存款→储蓄存款”；同比由当月余额/上年同月余额-1计算。
2014-09-01,2014-09,8.525522,480905.87,储蓄存款,LEGACY_SAVINGS_DEPOSIT_2012_2014,TRUE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,旧表原字段“个人存款→储蓄存款”；同比由当月余额/上年同月余额-1计算。
2014-10-01,2014-10,9.029461,475373.16,储蓄存款,LEGACY_SAVINGS_DEPOSIT_2012_2014,TRUE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,旧表原字段“个人存款→储蓄存款”；同比由当月余额/上年同月余额-1计算。
2014-11-01,2014-11,8.804782,475696.05,储蓄存款,LEGACY_SAVINGS_DEPOSIT_2012_2014,TRUE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,旧表原字段“个人存款→储蓄存款”；同比由当月余额/上年同月余额-1计算。
2014-12-01,2014-12,8.413681,485261.34,储蓄存款,LEGACY_SAVINGS_DEPOSIT_2012_2014,TRUE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,旧表原字段“个人存款→储蓄存款”；同比由当月余额/上年同月余额-1计算。
2015-01-01,2015-01,5.78446,506890.41,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2015-02-01,2015-02,10.889886,532341.26,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2015-03-01,2015-03,8.982558,538398.99,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2015-04-01,2015-04,9.579296,527888.9,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2015-05-01,2015-05,8.283212,523475.58,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2015-06-01,2015-06,6.219827,532828.54,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2015-07-01,2015-07,8.433478,532232.13,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2015-08-01,2015-08,9.326898,534097.57,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2015-09-01,2015-09,8.815548,541748.74,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2015-10-01,2015-10,8.805294,535827.83,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2015-11-01,2015-11,8.852421,536766.18,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2015-12-01,2015-12,8.671335,546077.85,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2016-01-01,2016-01,9.493368,555011.38,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2016-02-01,2016-02,8.022262,575047.07,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2016-03-01,2016-03,7.875449,580800.33,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2016-04-01,2016-04,8.262201,571504.14,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2016-05-01,2016-05,9.27867,572047.15,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2016-06-01,2016-06,9.138452,581520.82,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2016-07-01,2016-07,8.83953,579278.95,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2016-08-01,2016-08,9.233051,583411.07,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2016-09-01,2016-09,9.443607,592909.36,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2016-10-01,2016-10,9.779481,588229.01,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2016-11-01,2016-11,10.1969,591499.69,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2016-12-01,2016-12,9.462607,597751.05,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2017-01-01,2017-01,13.342498,629063.76,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2017-02-01,2017-02,9.569625,630076.92,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2017-03-01,2017-03,9.746715,637409.28,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2017-04-01,2017-04,9.401834,625236.01,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2017-05-01,2017-05,9.516296,626484.85,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2017-06-01,2017-06,9.564072,637137.89,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2017-07-01,2017-07,8.690791,629622.87,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2017-08-01,2017-08,8.364881,632212.71,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2017-09-01,2017-09,8.379208,642590.47,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,存款类金融机构人民币信贷收支表,OFFICIAL_PBOC_DEPOSITORY_FALLBACK,中国人民银行,2017-09~12因公开可直接核验的全金融机构人民币表未在当前抓取中取得完整值，使用人民银行官方“存款类金融机构人民币信贷收支表”住户存款；与全金融机构口径历史差异极小，但建议最终入模前再以央行XLS补核。
2017-10-01,2017-10,7.872691,634538.46,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,存款类金融机构人民币信贷收支表,OFFICIAL_PBOC_DEPOSITORY_FALLBACK,中国人民银行,2017-09~12因公开可直接核验的全金融机构人民币表未在当前抓取中取得完整值，使用人民银行官方“存款类金融机构人民币信贷收支表”住户存款；与全金融机构口径历史差异极小，但建议最终入模前再以央行XLS补核。
2017-11-01,2017-11,7.522242,635993.73,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,存款类金融机构人民币信贷收支表,OFFICIAL_PBOC_DEPOSITORY_FALLBACK,中国人民银行,2017-09~12因公开可直接核验的全金融机构人民币表未在当前抓取中取得完整值，使用人民银行官方“存款类金融机构人民币信贷收支表”住户存款；与全金融机构口径历史差异极小，但建议最终入模前再以央行XLS补核。
2017-12-01,2017-12,7.698258,643767.47,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,存款类金融机构人民币信贷收支表,OFFICIAL_PBOC_DEPOSITORY_FALLBACK,中国人民银行,2017-09~12因公开可直接核验的全金融机构人民币表未在当前抓取中取得完整值，使用人民银行官方“存款类金融机构人民币信贷收支表”住户存款；与全金融机构口径历史差异极小，但建议最终入模前再以央行XLS补核。
2018-01-01,2018-01,3.76438,652744.11,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2018-02-01,2018-02,8.157328,681474.36,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2018-03-01,2018-03,7.74923,686803.59,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2018-04-01,2018-04,7.732882,673584.77,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2018-05-01,2018-05,7.863826,675750.53,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2018-06-01,2018-06,7.778159,686695.49,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2018-07-01,2018-07,8.59886,683763.26,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2018-08-01,2018-08,8.701772,687226.42,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2018-09-01,2018-09,9.014676,700517.92,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT_NUMERATOR__PRIOR_YEAR_DENOM_FALLBACK,中国人民银行,2018余额为人民银行全金融机构人民币表准确值；同比的2017同月分母来自官方存款类金融机构表fallback，建议最终入模前补核2017全金融机构原表。
2018-10-01,2018-10,9.870511,697170.65,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT_NUMERATOR__PRIOR_YEAR_DENOM_FALLBACK,中国人民银行,2018余额为人民银行全金融机构人民币表准确值；同比的2017同月分母来自官方存款类金融机构表fallback，建议最终入模前补核2017全金融机构原表。
2018-11-01,2018-11,10.783514,704576.2,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT_NUMERATOR__PRIOR_YEAR_DENOM_FALLBACK,中国人民银行,2018余额为人民银行全金融机构人民币表准确值；同比的2017同月分母来自官方存款类金融机构表fallback，建议最终入模前补核2017全金融机构原表。
2018-12-01,2018-12,11.22621,716038.16,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT_NUMERATOR__PRIOR_YEAR_DENOM_FALLBACK,中国人民银行,2018余额为人民银行全金融机构人民币表准确值；同比的2017同月分母来自官方存款类金融机构表fallback，建议最终入模前补核2017全金融机构原表。
2019-01-01,2019-01,15.60341,754594.45,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2019-02-01,2019-02,12.682394,767901.62,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2019-03-01,2019-03,13.082414,776654.08,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2019-04-01,2019-04,14.374008,770405.9,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2019-05-01,2019-05,14.365094,772822.73,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2019-06-01,2019-06,14.194967,784171.69,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2019-07-01,2019-07,14.533812,783140.13,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2019-08-01,2019-08,14.351558,785854.12,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
