date,time,NATIONAL_SAME,NATIONAL_BASE,NATIONAL_SEQUENTIAL,NATIONAL_ACCUMULATE,CITY_SAME,CITY_BASE,CITY_SEQUENTIAL,CITY_ACCUMULATE,RURAL_SAME,RURAL_BASE,RURAL_SEQUENTIAL,RURAL_ACCUMULATE
2009-05-01,2009年05月份,-1.3713,98.6287,-0.2852,99.0622,-1.5266,98.4734,-0.2841,98.8378,-1.0012,98.9988,-0.2877,99.5988
2009-04-01,2009年04月份,-1.5,98.5,-0.2319,99.17,-1.7257,98.2743,-0.2291,98.9288,-0.9697,99.0303,-0.2388,99.749
2009-03-01,2009年03月份,-1.1714,98.8286,-0.3467,99.4,-1.3834,98.6166,-0.3388,99.15,-0.6647,99.3353,-0.3658,99.9897
2009-02-01,2009年02月份,-1.5582,98.4418,0.0232,99.68,-1.8582,98.1418,0.034,99.41,-0.8386,99.1614,-0.0024,100.3189
2009-01-01,2009年01月份,0.95,100.95,0.9445,100.95,0.72,100.72,0.9736,100.72,1.5,101.5,0.8747,101.5
2008-12-01,2008年12月份,1.1999,101.1999,-0.2439,105.8646,0.9254,100.9254,-0.3,105.5831,1.8568,101.8568,-0.1,106.4952
2008-11-01,2008年11月份,2.434,102.434,-0.8,106.3042,2.2235,102.2235,-0.8,106.0214,2.934,102.934,-0.7,106.9339
2008-10-01,2008年10月份,3.9744,103.9744,-0.3,106.7027,3.7125,103.7125,-0.3,106.4118,4.576,104.576,-0.5,107.3472
2008-09-01,2008年09月份,4.6425,104.6425,0,107.0133,4.377,104.377,0,106.7187,5.2772,105.2772,0.1,107.6633
2008-08-01,2008年08月份,4.9001,104.9001,-0.1,107.3168,4.6866,104.6866,-0.2,107.0179,5.417,105.417,0,107.9702
2008-07-01,2008年07月份,6.302,106.302,0.1,107.6706,6.067,106.067,0.1,107.3582,6.8498,106.8498,0.2,108.346
2008-06-01,2008年06月份,7.0844,107.0844,-0.2,107.902,6.7644,106.7644,-0.2,107.5761,7.8024,107.8024,0,108.6001
2008-05-01,2008年05月份,7.7163,107.7163,-0.4,108.0666,7.3331,107.3331,-0.5,107.7393,8.5481,108.5481,-0.3,108.7612
2008-04-01,2008年04月份,8.4829,108.4829,0.1038,108.1544,8.1094,108.1094,0.1,107.8412,9.2737,109.2737,0.1,108.8147
2008-03-01,2008年03月份,8.3097,108.3097,-0.7,108.0449,7.9699,107.9699,-0.8,107.7517,9.033,109.033,-0.5,108.6618
2008-02-01,2008年02月份,8.7443,108.7443,2.6,107.9154,8.4973,108.4973,2.7,107.6418,9.2344,109.2344,2.4,108.4812
2008-01-01,2008年01月份,7.0781,107.0781,1.2,107.0781,6.7773,106.7773,1.2,106.7773,7.7209,107.7209,1.2,107.7209
