dataset,decision_month,feature,na_reason
baseline_2008_monthly,2014-08,delta_pmi,
baseline_2008_monthly,2014-08,loans_12m,
baseline_2008_monthly,2014-08,val.pb,
baseline_2008_monthly,2014-08,rate.fr007_mean,
baseline_2008_monthly,2014-08,gro.ip_yoy,
baseline_2008_monthly,2014-08,gro.retail_yoy,
baseline_2008_monthly,2014-08,gro.gdp_yoy,
baseline_2008_monthly,2014-08,inf.cpi_yoy,
baseline_2008_monthly,2014-08,inf.ppi_yoy,
baseline_2008_monthly,2014-08,liq.m2_yoy,
baseline_2008_monthly,2014-09,ey,
baseline_2008_monthly,2014-09,eyg,
baseline_2008_monthly,2014-09,term_spread,
baseline_2008_monthly,2014-09,pmi_gap,
baseline_2008_monthly,2014-09,delta_pmi,
baseline_2008_monthly,2014-09,loans_12m,
baseline_2008_monthly,2014-09,val.pb,
baseline_2008_monthly,2014-09,rate.fr007_mean,
baseline_2008_monthly,2014-09,gro.ip_yoy,
baseline_2008_monthly,2014-09,gro.retail_yoy,
baseline_2008_monthly,2014-09,gro.gdp_yoy,
baseline_2008_monthly,2014-09,inf.cpi_yoy,
baseline_2008_monthly,2014-09,inf.ppi_yoy,
baseline_2008_monthly,2014-09,liq.m2_yoy,
baseline_2008_monthly,2014-10,ey,
baseline_2008_monthly,2014-10,eyg,
baseline_2008_monthly,2014-10,term_spread,
baseline_2008_monthly,2014-10,pmi_gap,
baseline_2008_monthly,2014-10,delta_pmi,
baseline_2008_monthly,2014-10,loans_12m,
baseline_2008_monthly,2014-10,val.pb,
baseline_2008_monthly,2014-10,rate.fr007_mean,
baseline_2008_monthly,2014-10,gro.ip_yoy,
baseline_2008_monthly,2014-10,gro.retail_yoy,
baseline_2008_monthly,2014-10,gro.gdp_yoy,
baseline_2008_monthly,2014-10,inf.cpi_yoy,
baseline_2008_monthly,2014-10,inf.ppi_yoy,
baseline_2008_monthly,2014-10,liq.m2_yoy,
baseline_2008_monthly,2014-11,ey,
baseline_2008_monthly,2014-11,eyg,
baseline_2008_monthly,2014-11,term_spread,
baseline_2008_monthly,2014-11,pmi_gap,
baseline_2008_monthly,2014-11,delta_pmi,
baseline_2008_monthly,2014-11,loans_12m,
baseline_2008_monthly,2014-11,val.pb,
baseline_2008_monthly,2014-11,rate.fr007_mean,
baseline_2008_monthly,2014-11,gro.ip_yoy,
baseline_2008_monthly,2014-11,gro.retail_yoy,
baseline_2008_monthly,2014-11,gro.gdp_yoy,
baseline_2008_monthly,2014-11,inf.cpi_yoy,
baseline_2008_monthly,2014-11,inf.ppi_yoy,
baseline_2008_monthly,2014-11,liq.m2_yoy,
baseline_2008_monthly,2014-12,ey,
baseline_2008_monthly,2014-12,eyg,
baseline_2008_monthly,2014-12,term_spread,
baseline_2008_monthly,2014-12,pmi_gap,
baseline_2008_monthly,2014-12,delta_pmi,
baseline_2008_monthly,2014-12,loans_12m,
baseline_2008_monthly,2014-12,val.pb,
baseline_2008_monthly,2014-12,rate.fr007_mean,
baseline_2008_monthly,2014-12,gro.ip_yoy,
baseline_2008_monthly,2014-12,gro.retail_yoy,
baseline_2008_monthly,2014-12,gro.gdp_yoy,
baseline_2008_monthly,2014-12,inf.cpi_yoy,
baseline_2008_monthly,2014-12,inf.ppi_yoy,
baseline_2008_monthly,2014-12,liq.m2_yoy,
baseline_2008_monthly,2015-01,ey,
baseline_2008_monthly,2015-01,eyg,
baseline_2008_monthly,2015-01,term_spread,
baseline_2008_monthly,2015-01,pmi_gap,
baseline_2008_monthly,2015-01,delta_pmi,
baseline_2008_monthly,2015-01,loans_12m,
baseline_2008_monthly,2015-01,val.pb,
baseline_2008_monthly,2015-01,rate.fr007_mean,
baseline_2008_monthly,2015-01,gro.ip_yoy,
baseline_2008_monthly,2015-01,gro.retail_yoy,
baseline_2008_monthly,2015-01,gro.gdp_yoy,
baseline_2008_monthly,2015-01,inf.cpi_yoy,
baseline_2008_monthly,2015-01,inf.ppi_yoy,
baseline_2008_monthly,2015-01,liq.m2_yoy,
baseline_2008_monthly,2015-02,ey,
baseline_2008_monthly,2015-02,eyg,
baseline_2008_monthly,2015-02,term_spread,
baseline_2008_monthly,2015-02,pmi_gap,
baseline_2008_monthly,2015-02,delta_pmi,
baseline_2008_monthly,2015-02,loans_12m,
baseline_2008_monthly,2015-02,val.pb,
baseline_2008_monthly,2015-02,rate.fr007_mean,
baseline_2008_monthly,2015-02,gro.ip_yoy,
baseline_2008_monthly,2015-02,gro.retail_yoy,
baseline_2008_monthly,2015-02,gro.gdp_yoy,
baseline_2008_monthly,2015-02,inf.cpi_yoy,
baseline_2008_monthly,2015-02,inf.ppi_yoy,
baseline_2008_monthly,2015-02,liq.m2_yoy,
baseline_2008_monthly,2015-03,ey,
baseline_2008_monthly,2015-03,eyg,
baseline_2008_monthly,2015-03,term_spread,
baseline_2008_monthly,2015-03,pmi_gap,
baseline_2008_monthly,2015-03,delta_pmi,
baseline_2008_monthly,2015-03,loans_12m,
baseline_2008_monthly,2015-03,val.pb,
baseline_2008_monthly,2015-03,rate.fr007_mean,
baseline_2008_monthly,2015-03,gro.ip_yoy,
baseline_2008_monthly,2015-03,gro.retail_yoy,
baseline_2008_monthly,2015-03,gro.gdp_yoy,
baseline_2008_monthly,2015-03,inf.cpi_yoy,
baseline_2008_monthly,2015-03,inf.ppi_yoy,
baseline_2008_monthly,2015-03,liq.m2_yoy,
baseline_2008_monthly,2015-04,ey,
baseline_2008_monthly,2015-04,eyg,
baseline_2008_monthly,2015-04,term_spread,
baseline_2008_monthly,2015-04,pmi_gap,
baseline_2008_monthly,2015-04,delta_pmi,
baseline_2008_monthly,2015-04,loans_12m,
baseline_2008_monthly,2015-04,val.pb,
baseline_2008_monthly,2015-04,rate.fr007_mean,
baseline_2008_monthly,2015-04,gro.ip_yoy,
baseline_2008_monthly,2015-04,gro.retail_yoy,
baseline_2008_monthly,2015-04,gro.gdp_yoy,
baseline_2008_monthly,2015-04,inf.cpi_yoy,
baseline_2008_monthly,2015-04,inf.ppi_yoy,
baseline_2008_monthly,2015-04,liq.m2_yoy,
baseline_2008_monthly,2015-05,ey,
baseline_2008_monthly,2015-05,eyg,
baseline_2008_monthly,2015-05,term_spread,
baseline_2008_monthly,2015-05,pmi_gap,
baseline_2008_monthly,2015-05,delta_pmi,
baseline_2008_monthly,2015-05,loans_12m,
baseline_2008_monthly,2015-05,val.pb,
baseline_2008_monthly,2015-05,rate.fr007_mean,
baseline_2008_monthly,2015-05,gro.ip_yoy,
baseline_2008_monthly,2015-05,gro.retail_yoy,
baseline_2008_monthly,2015-05,gro.gdp_yoy,
baseline_2008_monthly,2015-05,inf.cpi_yoy,
baseline_2008_monthly,2015-05,inf.ppi_yoy,
baseline_2008_monthly,2015-05,liq.m2_yoy,
baseline_2008_monthly,2015-06,ey,
baseline_2008_monthly,2015-06,eyg,
baseline_2008_monthly,2015-06,term_spread,
baseline_2008_monthly,2015-06,pmi_gap,
baseline_2008_monthly,2015-06,delta_pmi,
baseline_2008_monthly,2015-06,loans_12m,
baseline_2008_monthly,2015-06,val.pb,
baseline_2008_monthly,2015-06,rate.fr007_mean,
baseline_2008_monthly,2015-06,gro.ip_yoy,
baseline_2008_monthly,2015-06,gro.retail_yoy,
baseline_2008_monthly,2015-06,gro.gdp_yoy,
baseline_2008_monthly,2015-06,inf.cpi_yoy,
baseline_2008_monthly,2015-06,inf.ppi_yoy,
baseline_2008_monthly,2015-06,liq.m2_yoy,
baseline_2008_monthly,2015-07,ey,
baseline_2008_monthly,2015-07,eyg,
baseline_2008_monthly,2015-07,term_spread,
baseline_2008_monthly,2015-07,pmi_gap,
baseline_2008_monthly,2015-07,delta_pmi,
baseline_2008_monthly,2015-07,loans_12m,
baseline_2008_monthly,2015-07,val.pb,
baseline_2008_monthly,2015-07,rate.fr007_mean,
baseline_2008_monthly,2015-07,gro.ip_yoy,
baseline_2008_monthly,2015-07,gro.retail_yoy,
baseline_2008_monthly,2015-07,gro.gdp_yoy,
baseline_2008_monthly,2015-07,inf.cpi_yoy,
baseline_2008_monthly,2015-07,inf.ppi_yoy,
baseline_2008_monthly,2015-07,liq.m2_yoy,
baseline_2008_monthly,2015-08,ey,
baseline_2008_monthly,2015-08,eyg,
baseline_2008_monthly,2015-08,term_spread,
baseline_2008_monthly,2015-08,pmi_gap,
baseline_2008_monthly,2015-08,delta_pmi,
baseline_2008_monthly,2015-08,loans_12m,
baseline_2008_monthly,2015-08,val.pb,
baseline_2008_monthly,2015-08,rate.fr007_mean,
baseline_2008_monthly,2015-08,gro.ip_yoy,
baseline_2008_monthly,2015-08,gro.retail_yoy,
baseline_2008_monthly,2015-08,gro.gdp_yoy,
baseline_2008_monthly,2015-08,inf.cpi_yoy,
baseline_2008_monthly,2015-08,inf.ppi_yoy,
baseline_2008_monthly,2015-08,liq.m2_yoy,
baseline_2008_monthly,2015-09,ey,
baseline_2008_monthly,2015-09,eyg,
baseline_2008_monthly,2015-09,term_spread,
baseline_2008_monthly,2015-09,pmi_gap,
baseline_2008_monthly,2015-09,delta_pmi,
baseline_2008_monthly,2015-09,loans_12m,
baseline_2008_monthly,2015-09,val.pb,
baseline_2008_monthly,2015-09,rate.fr007_mean,
baseline_2008_monthly,2015-09,gro.ip_yoy,
baseline_2008_monthly,2015-09,gro.retail_yoy,
baseline_2008_monthly,2015-09,gro.gdp_yoy,
baseline_2008_monthly,2015-09,inf.cpi_yoy,
baseline_2008_monthly,2015-09,inf.ppi_yoy,
baseline_2008_monthly,2015-09,liq.m2_yoy,
baseline_2008_monthly,2015-10,ey,
baseline_2008_monthly,2015-10,eyg,
baseline_2008_monthly,2015-10,term_spread,
baseline_2008_monthly,2015-10,pmi_gap,
baseline_2008_monthly,2015-10,delta_pmi,
baseline_2008_monthly,2015-10,loans_12m,
baseline_2008_monthly,2015-10,val.pb,
baseline_2008_monthly,2015-10,rate.fr007_mean,
baseline_2008_monthly,2015-10,gro.ip_yoy,
baseline_2008_monthly,2015-10,gro.retail_yoy,
baseline_2008_monthly,2015-10,gro.gdp_yoy,
baseline_2008_monthly,2015-10,inf.cpi_yoy,
baseline_2008_monthly,2015-10,inf.ppi_yoy,
baseline_2008_monthly,2015-10,liq.m2_yoy,
baseline_2008_monthly,2015-11,ey,
baseline_2008_monthly,2015-11,eyg,
baseline_2008_monthly,2015-11,term_spread,
baseline_2008_monthly,2015-11,pmi_gap,
baseline_2008_monthly,2015-11,delta_pmi,
baseline_2008_monthly,2015-11,loans_12m,
baseline_2008_monthly,2015-11,val.pb,
baseline_2008_monthly,2015-11,rate.fr007_mean,
baseline_2008_monthly,2015-11,gro.ip_yoy,
baseline_2008_monthly,2015-11,gro.retail_yoy,
baseline_2008_monthly,2015-11,gro.gdp_yoy,
baseline_2008_monthly,2015-11,inf.cpi_yoy,
baseline_2008_monthly,2015-11,inf.ppi_yoy,
baseline_2008_monthly,2015-11,liq.m2_yoy,
baseline_2008_monthly,2015-12,ey,
baseline_2008_monthly,2015-12,eyg,
baseline_2008_monthly,2015-12,term_spread,
baseline_2008_monthly,2015-12,pmi_gap,
baseline_2008_monthly,2015-12,delta_pmi,
baseline_2008_monthly,2015-12,loans_12m,
baseline_2008_monthly,2015-12,val.pb,
baseline_2008_monthly,2015-12,rate.fr007_mean,
baseline_2008_monthly,2015-12,gro.ip_yoy,
baseline_2008_monthly,2015-12,gro.retail_yoy,
baseline_2008_monthly,2015-12,gro.gdp_yoy,
baseline_2008_monthly,2015-12,inf.cpi_yoy,
baseline_2008_monthly,2015-12,inf.ppi_yoy,
baseline_2008_monthly,2015-12,liq.m2_yoy,
baseline_2008_monthly,2016-01,ey,
baseline_2008_monthly,2016-01,eyg,
baseline_2008_monthly,2016-01,term_spread,
baseline_2008_monthly,2016-01,pmi_gap,
baseline_2008_monthly,2016-01,delta_pmi,
baseline_2008_monthly,2016-01,loans_12m,
baseline_2008_monthly,2016-01,val.pb,
baseline_2008_monthly,2016-01,rate.fr007_mean,
baseline_2008_monthly,2016-01,gro.ip_yoy,
baseline_2008_monthly,2016-01,gro.retail_yoy,
baseline_2008_monthly,2016-01,gro.gdp_yoy,
baseline_2008_monthly,2016-01,inf.cpi_yoy,
baseline_2008_monthly,2016-01,inf.ppi_yoy,
baseline_2008_monthly,2016-01,liq.m2_yoy,
baseline_2008_monthly,2016-02,ey,
baseline_2008_monthly,2016-02,eyg,
baseline_2008_monthly,2016-02,term_spread,
baseline_2008_monthly,2016-02,pmi_gap,
baseline_2008_monthly,2016-02,delta_pmi,
baseline_2008_monthly,2016-02,loans_12m,
baseline_2008_monthly,2016-02,val.pb,
baseline_2008_monthly,2016-02,rate.fr007_mean,
baseline_2008_monthly,2016-02,gro.ip_yoy,
baseline_2008_monthly,2016-02,gro.retail_yoy,
baseline_2008_monthly,2016-02,gro.gdp_yoy,
baseline_2008_monthly,2016-02,inf.cpi_yoy,
baseline_2008_monthly,2016-02,inf.ppi_yoy,
baseline_2008_monthly,2016-02,liq.m2_yoy,
baseline_2008_monthly,2016-03,ey,
baseline_2008_monthly,2016-03,eyg,
baseline_2008_monthly,2016-03,term_spread,
baseline_2008_monthly,2016-03,pmi_gap,
baseline_2008_monthly,2016-03,delta_pmi,
baseline_2008_monthly,2016-03,loans_12m,
baseline_2008_monthly,2016-03,val.pb,
baseline_2008_monthly,2016-03,rate.fr007_mean,
baseline_2008_monthly,2016-03,gro.ip_yoy,
baseline_2008_monthly,2016-03,gro.retail_yoy,
baseline_2008_monthly,2016-03,gro.gdp_yoy,
baseline_2008_monthly,2016-03,inf.cpi_yoy,
baseline_2008_monthly,2016-03,inf.ppi_yoy,
baseline_2008_monthly,2016-03,liq.m2_yoy,
baseline_2008_monthly,2016-04,ey,
baseline_2008_monthly,2016-04,eyg,
baseline_2008_monthly,2016-04,term_spread,
baseline_2008_monthly,2016-04,pmi_gap,
baseline_2008_monthly,2016-04,delta_pmi,
baseline_2008_monthly,2016-04,loans_12m,
baseline_2008_monthly,2016-04,val.pb,
baseline_2008_monthly,2016-04,rate.fr007_mean,
baseline_2008_monthly,2016-04,gro.ip_yoy,
baseline_2008_monthly,2016-04,gro.retail_yoy,
baseline_2008_monthly,2016-04,gro.gdp_yoy,
baseline_2008_monthly,2016-04,inf.cpi_yoy,
baseline_2008_monthly,2016-04,inf.ppi_yoy,
baseline_2008_monthly,2016-04,liq.m2_yoy,
baseline_2008_monthly,2016-05,ey,
baseline_2008_monthly,2016-05,eyg,
baseline_2008_monthly,2016-05,term_spread,
baseline_2008_monthly,2016-05,pmi_gap,
baseline_2008_monthly,2016-05,delta_pmi,
baseline_2008_monthly,2016-05,loans_12m,
baseline_2008_monthly,2016-05,val.pb,
baseline_2008_monthly,2016-05,rate.fr007_mean,
baseline_2008_monthly,2016-05,gro.ip_yoy,
baseline_2008_monthly,2016-05,gro.retail_yoy,
baseline_2008_monthly,2016-05,gro.gdp_yoy,
baseline_2008_monthly,2016-05,inf.cpi_yoy,
baseline_2008_monthly,2016-05,inf.ppi_yoy,
baseline_2008_monthly,2016-05,liq.m2_yoy,
baseline_2008_monthly,2016-06,ey,
baseline_2008_monthly,2016-06,eyg,
baseline_2008_monthly,2016-06,term_spread,
baseline_2008_monthly,2016-06,pmi_gap,
baseline_2008_monthly,2016-06,delta_pmi,
baseline_2008_monthly,2016-06,loans_12m,
baseline_2008_monthly,2016-06,val.pb,
baseline_2008_monthly,2016-06,rate.fr007_mean,
baseline_2008_monthly,2016-06,gro.ip_yoy,
baseline_2008_monthly,2016-06,gro.retail_yoy,
baseline_2008_monthly,2016-06,gro.gdp_yoy,
baseline_2008_monthly,2016-06,inf.cpi_yoy,
baseline_2008_monthly,2016-06,inf.ppi_yoy,
baseline_2008_monthly,2016-06,liq.m2_yoy,
baseline_2008_monthly,2016-07,ey,
baseline_2008_monthly,2016-07,eyg,
baseline_2008_monthly,2016-07,term_spread,
baseline_2008_monthly,2016-07,pmi_gap,
baseline_2008_monthly,2016-07,delta_pmi,
baseline_2008_monthly,2016-07,loans_12m,
baseline_2008_monthly,2016-07,val.pb,
baseline_2008_monthly,2016-07,rate.fr007_mean,
baseline_2008_monthly,2016-07,gro.ip_yoy,
baseline_2008_monthly,2016-07,gro.retail_yoy,
baseline_2008_monthly,2016-07,gro.gdp_yoy,
baseline_2008_monthly,2016-07,inf.cpi_yoy,
baseline_2008_monthly,2016-07,inf.ppi_yoy,
baseline_2008_monthly,2016-07,liq.m2_yoy,
baseline_2008_monthly,2016-08,ey,
baseline_2008_monthly,2016-08,eyg,
baseline_2008_monthly,2016-08,term_spread,
baseline_2008_monthly,2016-08,pmi_gap,
baseline_2008_monthly,2016-08,delta_pmi,
baseline_2008_monthly,2016-08,loans_12m,
baseline_2008_monthly,2016-08,val.pb,
baseline_2008_monthly,2016-08,rate.fr007_mean,
baseline_2008_monthly,2016-08,gro.ip_yoy,
baseline_2008_monthly,2016-08,gro.retail_yoy,
baseline_2008_monthly,2016-08,gro.gdp_yoy,
baseline_2008_monthly,2016-08,inf.cpi_yoy,
baseline_2008_monthly,2016-08,inf.ppi_yoy,
baseline_2008_monthly,2016-08,liq.m2_yoy,
baseline_2008_monthly,2016-09,ey,
baseline_2008_monthly,2016-09,eyg,
baseline_2008_monthly,2016-09,term_spread,
baseline_2008_monthly,2016-09,pmi_gap,
baseline_2008_monthly,2016-09,delta_pmi,
baseline_2008_monthly,2016-09,loans_12m,
baseline_2008_monthly,2016-09,val.pb,
baseline_2008_monthly,2016-09,rate.fr007_mean,
baseline_2008_monthly,2016-09,gro.ip_yoy,
baseline_2008_monthly,2016-09,gro.retail_yoy,
baseline_2008_monthly,2016-09,gro.gdp_yoy,
baseline_2008_monthly,2016-09,inf.cpi_yoy,
baseline_2008_monthly,2016-09,inf.ppi_yoy,
baseline_2008_monthly,2016-09,liq.m2_yoy,
baseline_2008_monthly,2016-10,ey,
baseline_2008_monthly,2016-10,eyg,
baseline_2008_monthly,2016-10,term_spread,
baseline_2008_monthly,2016-10,pmi_gap,
baseline_2008_monthly,2016-10,delta_pmi,
baseline_2008_monthly,2016-10,loans_12m,
baseline_2008_monthly,2016-10,val.pb,
baseline_2008_monthly,2016-10,rate.fr007_mean,
baseline_2008_monthly,2016-10,gro.ip_yoy,
baseline_2008_monthly,2016-10,gro.retail_yoy,
baseline_2008_monthly,2016-10,gro.gdp_yoy,
baseline_2008_monthly,2016-10,inf.cpi_yoy,
baseline_2008_monthly,2016-10,inf.ppi_yoy,
baseline_2008_monthly,2016-10,liq.m2_yoy,
baseline_2008_monthly,2016-11,ey,
baseline_2008_monthly,2016-11,eyg,
baseline_2008_monthly,2016-11,term_spread,
baseline_2008_monthly,2016-11,pmi_gap,
baseline_2008_monthly,2016-11,delta_pmi,
baseline_2008_monthly,2016-11,loans_12m,
baseline_2008_monthly,2016-11,val.pb,
baseline_2008_monthly,2016-11,rate.fr007_mean,
baseline_2008_monthly,2016-11,gro.ip_yoy,
baseline_2008_monthly,2016-11,gro.retail_yoy,
baseline_2008_monthly,2016-11,gro.gdp_yoy,
baseline_2008_monthly,2016-11,inf.cpi_yoy,
baseline_2008_monthly,2016-11,inf.ppi_yoy,
baseline_2008_monthly,2016-11,liq.m2_yoy,
baseline_2008_monthly,2016-12,ey,
baseline_2008_monthly,2016-12,eyg,
baseline_2008_monthly,2016-12,term_spread,
baseline_2008_monthly,2016-12,pmi_gap,
baseline_2008_monthly,2016-12,delta_pmi,
baseline_2008_monthly,2016-12,loans_12m,
baseline_2008_monthly,2016-12,val.pb,
baseline_2008_monthly,2016-12,rate.fr007_mean,
baseline_2008_monthly,2016-12,gro.ip_yoy,
baseline_2008_monthly,2016-12,gro.retail_yoy,
baseline_2008_monthly,2016-12,gro.gdp_yoy,
baseline_2008_monthly,2016-12,inf.cpi_yoy,
baseline_2008_monthly,2016-12,inf.ppi_yoy,
baseline_2008_monthly,2016-12,liq.m2_yoy,
baseline_2008_monthly,2017-01,ey,
baseline_2008_monthly,2017-01,eyg,
baseline_2008_monthly,2017-01,term_spread,
baseline_2008_monthly,2017-01,pmi_gap,
baseline_2008_monthly,2017-01,delta_pmi,
baseline_2008_monthly,2017-01,loans_12m,
baseline_2008_monthly,2017-01,val.pb,
baseline_2008_monthly,2017-01,rate.fr007_mean,
baseline_2008_monthly,2017-01,gro.ip_yoy,
baseline_2008_monthly,2017-01,gro.retail_yoy,
baseline_2008_monthly,2017-01,gro.gdp_yoy,
baseline_2008_monthly,2017-01,inf.cpi_yoy,
baseline_2008_monthly,2017-01,inf.ppi_yoy,
baseline_2008_monthly,2017-01,liq.m2_yoy,
baseline_2008_monthly,2017-02,ey,
baseline_2008_monthly,2017-02,eyg,
baseline_2008_monthly,2017-02,term_spread,
baseline_2008_monthly,2017-02,pmi_gap,
baseline_2008_monthly,2017-02,delta_pmi,
baseline_2008_monthly,2017-02,loans_12m,
baseline_2008_monthly,2017-02,val.pb,
baseline_2008_monthly,2017-02,rate.fr007_mean,
baseline_2008_monthly,2017-02,gro.ip_yoy,
baseline_2008_monthly,2017-02,gro.retail_yoy,
baseline_2008_monthly,2017-02,gro.gdp_yoy,
baseline_2008_monthly,2017-02,inf.cpi_yoy,
baseline_2008_monthly,2017-02,inf.ppi_yoy,
baseline_2008_monthly,2017-02,liq.m2_yoy,
baseline_2008_monthly,2017-03,ey,
baseline_2008_monthly,2017-03,eyg,
baseline_2008_monthly,2017-03,term_spread,
baseline_2008_monthly,2017-03,pmi_gap,
baseline_2008_monthly,2017-03,delta_pmi,
baseline_2008_monthly,2017-03,loans_12m,
baseline_2008_monthly,2017-03,val.pb,
baseline_2008_monthly,2017-03,rate.fr007_mean,
baseline_2008_monthly,2017-03,gro.ip_yoy,
baseline_2008_monthly,2017-03,gro.retail_yoy,
baseline_2008_monthly,2017-03,gro.gdp_yoy,
baseline_2008_monthly,2017-03,inf.cpi_yoy,
baseline_2008_monthly,2017-03,inf.ppi_yoy,
baseline_2008_monthly,2017-03,liq.m2_yoy,
baseline_2008_monthly,2017-04,ey,
baseline_2008_monthly,2017-04,eyg,
baseline_2008_monthly,2017-04,term_spread,
baseline_2008_monthly,2017-04,pmi_gap,
baseline_2008_monthly,2017-04,delta_pmi,
baseline_2008_monthly,2017-04,loans_12m,
baseline_2008_monthly,2017-04,val.pb,
baseline_2008_monthly,2017-04,rate.fr007_mean,
baseline_2008_monthly,2017-04,gro.ip_yoy,
baseline_2008_monthly,2017-04,gro.retail_yoy,
baseline_2008_monthly,2017-04,gro.gdp_yoy,
baseline_2008_monthly,2017-04,inf.cpi_yoy,
baseline_2008_monthly,2017-04,inf.ppi_yoy,
baseline_2008_monthly,2017-04,liq.m2_yoy,
baseline_2008_monthly,2017-05,ey,
baseline_2008_monthly,2017-05,eyg,
baseline_2008_monthly,2017-05,term_spread,
baseline_2008_monthly,2017-05,pmi_gap,
baseline_2008_monthly,2017-05,delta_pmi,
baseline_2008_monthly,2017-05,loans_12m,
baseline_2008_monthly,2017-05,val.pb,
baseline_2008_monthly,2017-05,rate.fr007_mean,
baseline_2008_monthly,2017-05,gro.ip_yoy,
baseline_2008_monthly,2017-05,gro.retail_yoy,
baseline_2008_monthly,2017-05,gro.gdp_yoy,
baseline_2008_monthly,2017-05,inf.cpi_yoy,
baseline_2008_monthly,2017-05,inf.ppi_yoy,
baseline_2008_monthly,2017-05,liq.m2_yoy,
baseline_2008_monthly,2017-06,ey,
baseline_2008_monthly,2017-06,eyg,
baseline_2008_monthly,2017-06,term_spread,
baseline_2008_monthly,2017-06,pmi_gap,
baseline_2008_monthly,2017-06,delta_pmi,
baseline_2008_monthly,2017-06,loans_12m,
baseline_2008_monthly,2017-06,val.pb,
baseline_2008_monthly,2017-06,rate.fr007_mean,
baseline_2008_monthly,2017-06,gro.ip_yoy,
baseline_2008_monthly,2017-06,gro.retail_yoy,
baseline_2008_monthly,2017-06,gro.gdp_yoy,
baseline_2008_monthly,2017-06,inf.cpi_yoy,
baseline_2008_monthly,2017-06,inf.ppi_yoy,
baseline_2008_monthly,2017-06,liq.m2_yoy,
baseline_2008_monthly,2017-07,ey,
baseline_2008_monthly,2017-07,eyg,
baseline_2008_monthly,2017-07,term_spread,
baseline_2008_monthly,2017-07,pmi_gap,
baseline_2008_monthly,2017-07,delta_pmi,
baseline_2008_monthly,2017-07,loans_12m,
baseline_2008_monthly,2017-07,val.pb,
baseline_2008_monthly,2017-07,rate.fr007_mean,
baseline_2008_monthly,2017-07,gro.ip_yoy,
baseline_2008_monthly,2017-07,gro.retail_yoy,
baseline_2008_monthly,2017-07,gro.gdp_yoy,
baseline_2008_monthly,2017-07,inf.cpi_yoy,
baseline_2008_monthly,2017-07,inf.ppi_yoy,
baseline_2008_monthly,2017-07,liq.m2_yoy,
baseline_2008_monthly,2017-08,ey,
baseline_2008_monthly,2017-08,eyg,
baseline_2008_monthly,2017-08,term_spread,
baseline_2008_monthly,2017-08,pmi_gap,
baseline_2008_monthly,2017-08,delta_pmi,
baseline_2008_monthly,2017-08,loans_12m,
baseline_2008_monthly,2017-08,val.pb,
baseline_2008_monthly,2017-08,rate.fr007_mean,
baseline_2008_monthly,2017-08,gro.ip_yoy,
baseline_2008_monthly,2017-08,gro.retail_yoy,
baseline_2008_monthly,2017-08,gro.gdp_yoy,
baseline_2008_monthly,2017-08,inf.cpi_yoy,
baseline_2008_monthly,2017-08,inf.ppi_yoy,
baseline_2008_monthly,2017-08,liq.m2_yoy,
baseline_2008_monthly,2017-09,ey,
baseline_2008_monthly,2017-09,eyg,
baseline_2008_monthly,2017-09,term_spread,
baseline_2008_monthly,2017-09,pmi_gap,
baseline_2008_monthly,2017-09,delta_pmi,
baseline_2008_monthly,2017-09,loans_12m,
baseline_2008_monthly,2017-09,val.pb,
baseline_2008_monthly,2017-09,rate.fr007_mean,
baseline_2008_monthly,2017-09,gro.ip_yoy,
baseline_2008_monthly,2017-09,gro.retail_yoy,
baseline_2008_monthly,2017-09,gro.gdp_yoy,
baseline_2008_monthly,2017-09,inf.cpi_yoy,
baseline_2008_monthly,2017-09,inf.ppi_yoy,
baseline_2008_monthly,2017-09,liq.m2_yoy,
baseline_2008_monthly,2017-10,ey,
baseline_2008_monthly,2017-10,eyg,
baseline_2008_monthly,2017-10,term_spread,
baseline_2008_monthly,2017-10,pmi_gap,
baseline_2008_monthly,2017-10,delta_pmi,
baseline_2008_monthly,2017-10,loans_12m,
baseline_2008_monthly,2017-10,val.pb,
baseline_2008_monthly,2017-10,rate.fr007_mean,
baseline_2008_monthly,2017-10,gro.ip_yoy,
baseline_2008_monthly,2017-10,gro.retail_yoy,
baseline_2008_monthly,2017-10,gro.gdp_yoy,
baseline_2008_monthly,2017-10,inf.cpi_yoy,
baseline_2008_monthly,2017-10,inf.ppi_yoy,
baseline_2008_monthly,2017-10,liq.m2_yoy,
baseline_2008_monthly,2017-11,ey,
baseline_2008_monthly,2017-11,eyg,
baseline_2008_monthly,2017-11,term_spread,
baseline_2008_monthly,2017-11,pmi_gap,
baseline_2008_monthly,2017-11,delta_pmi,
baseline_2008_monthly,2017-11,loans_12m,
baseline_2008_monthly,2017-11,val.pb,
baseline_2008_monthly,2017-11,rate.fr007_mean,
baseline_2008_monthly,2017-11,gro.ip_yoy,
baseline_2008_monthly,2017-11,gro.retail_yoy,
baseline_2008_monthly,2017-11,gro.gdp_yoy,
baseline_2008_monthly,2017-11,inf.cpi_yoy,
baseline_2008_monthly,2017-11,inf.ppi_yoy,
baseline_2008_monthly,2017-11,liq.m2_yoy,
baseline_2008_monthly,2017-12,ey,
baseline_2008_monthly,2017-12,eyg,
baseline_2008_monthly,2017-12,term_spread,
baseline_2008_monthly,2017-12,pmi_gap,
baseline_2008_monthly,2017-12,delta_pmi,
baseline_2008_monthly,2017-12,loans_12m,
