decision_month,decision_date,ey,eyg,term_spread,pmi_gap,delta_pmi,loans_12m,val.pb,rate.fr007_mean,gro.ip_yoy,gro.retail_yoy,gro.gdp_yoy,inf.cpi_yoy,inf.ppi_yoy,liq.m2_yoy,mkt.hs300_tri,mkt.hs300_price
2018-11,2018-11-30,9.578544061302683,6.2235440613026825,0.6585000000000001,0.20000000000000284,-0.5999999999999943,152326.569349,1.27,2.656364,5.9,8.6,6.8,2.5,3.3,8.0,3957.62,3172.69
2018-12,2018-12-28,9.910802775024777,6.679302775024777,0.5091000000000001,0.0,-0.20000000000000284,153200.436969,1.25,2.807000,5.4,8.1,6.8,2.2,2.7,8.0,3755.91,3010.654
2019-01,2019-01-31,9.31098696461825,6.20728696461825,0.5074999999999998,-0.6000000000000014,-0.6000000000000014,156712.410745,1.32,2.583182,5.7,8.2,6.8,1.9,0.9,8.1,3994.17,3201.633
2019-02,2019-02-28,8.291873963515755,5.118773963515755,0.5695999999999999,-0.5,0.10000000000000142,165530.515645,1.47,2.546471,5.7,8.2,6.8,1.7,0.1,8.4,4578.89,3669.37
2019-03,2019-03-29,8.0,4.9317,0.48309999999999986,-0.7999999999999972,-0.29999999999999716,162971.671667,1.51,2.728571,5.7,8.2,6.8,1.5,0.1,8.0,4832.43,3872.341
2019-04,2019-04-30,8.14995925020375,4.76305925020375,0.4950999999999999,0.5,1.2999999999999972,171131.498847,1.46,2.727727,8.5,8.7,6.4,2.3,0.4,8.6,4886.12,3913.211
2019-05,2019-05-31,8.710801393728223,5.435701393728223,0.4596,0.10000000000000142,-0.3999999999999986,168876.975811,1.37,2.607143,5.4,7.2,6.4,2.5,0.9,8.5,4549.72,3629.789
2019-06,2019-06-28,8.183306055646481,4.957906055646481,0.3770000000000002,-0.6000000000000014,-0.7000000000000028,169336.251001,1.48,2.507368,5.0,8.6,6.4,2.7,0.6,8.5,4825.33,3825.587
2019-07,2019-07-31,8.237232289950576,5.082032289950576,0.39749999999999996,-0.6000000000000014,0.0,169285.808951,1.48,2.596522,6.3,9.8,6.2,2.7,0.0,8.5,4876.7,3835.359
2019-08,2019-08-30,8.547008547008547,5.489708547008547,0.3560000000000003,-0.29999999999999716,0.30000000000000426,164510.729802,1.45,2.744545,4.8,7.6,6.2,2.8,-0.3,8.1,4842.95,3799.586
2019-09,2019-09-30,8.532423208191126,5.391323208191126,0.42079999999999984,-0.5,-0.20000000000000284,164415.913082,1.45,2.667143,4.4,7.5,6.2,2.8,-0.8,8.2,4866.13,3814.528
2019-10,2019-10-31,8.56898029134533,5.28098029134533,0.5215999999999998,-0.20000000000000284,0.29999999999999716,167687.354542,1.42,2.770526,5.8,7.8,6.1,3.0,-1.2,8.4,4959.07,3886.752
2019-11,2019-11-29,8.726003490401396,5.561003490401396,0.4832000000000001,-0.7000000000000028,-0.5,166015.710465,1.4,2.645238,4.7,7.2,6.1,3.8,-1.6,8.4,4885.38,3828.671
2019-12,2019-12-31,8.130081300813007,4.993581300813007,0.6580999999999997,0.20000000000000284,0.9000000000000057,167346.554765,1.5,2.535455,6.2,8.0,6.1,4.5,-1.4,8.2,5227.73,4096.582
2020-01,2020-01-23,8.361204013377925,5.368004013377925,0.5139,0.20000000000000284,0.0,168834.906151,1.45,2.551765,6.9,8.0,6.1,4.5,-0.5,8.7,5109.45,4003.901
2020-02,2020-02-28,8.64304235090752,5.905442350907519,0.48309999999999986,0.0,-0.20000000000000284,168090.546621,1.41,2.324500,6.9,8.0,6.1,5.4,0.1,8.4,5027.97,3940.049
2020-03,2020-03-31,9.216589861751153,6.626689861751153,0.6846000000000001,-14.299999999999997,-14.299999999999997,167651.904759,1.32,1.967273,6.9,8.0,6.1,5.2,-0.4,8.8,4703.97,3686.155
2020-04,2020-04-30,8.496176720475786,5.958176720475786,1.1654999999999998,2.0,16.299999999999997,178457.509229,1.35,1.533636,-1.1,-15.8,-6.8,4.3,-1.5,10.1,4994.07,3912.577
2020-05,2020-05-29,8.620689655172415,5.915389655172415,0.8507999999999998,0.7999999999999972,-1.2000000000000028,185963.681725,1.33,1.575789,3.9,-7.5,-6.8,3.3,-3.1,11.1,4950.61,3867.023
2020-06,2020-06-30,8.077544426494345,5.254544426494345,0.5783999999999998,0.6000000000000014,-0.19999999999999574,189610.222965,1.43,2.049048,4.4,-2.8,-6.8,2.4,-3.7,11.1,5370.27,4163.964
2020-07,2020-07-31,7.315288953913679,4.348888953913679,0.49680000000000035,0.8999999999999986,0.29999999999999716,191902.32313499998,1.61,2.184348,4.8,-1.8,-1.6,2.5,-3.0,11.1,6098.73,4695.046
2020-08,2020-08-31,6.920415224913495,3.902715224913495,0.2402000000000002,1.1000000000000014,0.20000000000000284,194037.250234,1.69,2.310476,4.8,-1.1,-1.6,2.7,-2.4,10.7,6266.43,4816.215
2020-09,2020-09-30,7.209805335255949,4.0616053352559485,0.3557999999999999,1.0,-0.10000000000000142,195193.068244,1.61,2.259757,5.6,0.5,-1.6,2.4,-2.0,10.4,5972.42,4587.395
2020-10,2020-10-30,7.183908045977011,4.002908045977011,0.3073999999999999,1.5,0.5,196751.627544,1.57,2.457106,6.9,3.3,0.7,1.7,-2.1,10.9,6114.3,4695.334
2020-11,2020-11-30,6.798096532970768,3.548096532970768,0.2763,1.3999999999999986,-0.10000000000000142,197944.98901,1.64,2.554286,6.9,4.3,0.7,0.5,-2.1,10.5,6462.76,4960.252
2020-12,2020-12-31,6.385696040868455,3.2427960408684546,0.4203000000000001,2.1000000000000014,0.7000000000000028,199620.81577,1.76,2.210000,7.0,5.0,0.7,-0.5,-1.5,10.7,6790.39,5211.289
2021-01,2021-01-29,6.269592476489028,3.090992476489028,0.35799999999999965,1.8999999999999986,-0.20000000000000284,200309.0,1.79,2.336685,7.3,4.6,2.3,0.2,-0.4,10.1,6973.69,5351.965
2021-02,2021-02-26,6.30119722747322,3.02139722747322,0.4934999999999996,1.2999999999999972,-0.6000000000000014,203567.0,1.78,2.336665,7.3,4.6,2.3,-0.3,0.3,9.4,6953.88,5336.761
2021-03,2021-03-31,6.844626967830253,3.6559269678302533,0.4249999999999998,0.6000000000000014,-0.6999999999999957,209778.0,1.68,2.180852,7.3,4.6,2.3,-0.2,1.7,10.1,6578.3,5048.361
2021-04,2021-04-30,7.396449704142012,4.232449704142011,0.5076,1.8999999999999986,1.2999999999999972,206899.0,1.62,2.129659,14.1,34.2,18.9,0.4,4.4,9.4,6682.75,5123.489
2021-05,2021-05-31,7.097232079488999,4.052232079488999,0.3872,1.1000000000000014,-0.7999999999999972,203500.0,1.69,2.165711,9.8,17.7,18.9,0.9,6.8,8.1,6961.77,5331.57
2021-06,2021-06-30,6.983240223463687,3.905440223463687,0.4169999999999998,1.0,-0.10000000000000142,202292.0,1.73,2.377352,8.8,12.4,18.9,1.3,9.0,8.3,6859.06,5224.041
2021-07,2021-07-30,7.621951219512195,4.785651219512195,0.3843000000000001,0.8999999999999986,-0.10000000000000142,206445.0,1.63,2.231659,8.3,12.1,13.0,1.1,8.8,8.6,6357.65,4811.17
2021-08,2021-08-31,8.058017727639001,5.213017727639,0.3539000000000003,0.3999999999999986,-0.5,204615.0,1.6,2.201818,6.4,8.5,13.0,1.0,9.0,8.3,6366.06,4805.61
2021-09,2021-09-30,7.930214115781126,5.052614115781126,0.3864000000000001,0.10000000000000142,-0.29999999999999716,203127.0,1.63,2.235577,5.3,2.5,13.0,0.8,9.5,8.2,6447.75,4866.383
2021-10,2021-10-29,7.892659826361484,4.919459826361484,0.38739999999999997,-0.3999999999999986,-0.5,201711.0,1.61,2.236676,3.1,4.4,10.2,0.7,10.7,8.3,6509.03,4908.77
2021-11,2021-11-30,8.16326530612245,5.338265306122449,0.32220000000000004,-0.7999999999999972,-0.3999999999999986,202800.0,1.55,2.247450,3.5,4.9,10.2,1.5,13.5,8.7,6407.89,4832.026
2021-12,2021-12-31,7.479431563201197,4.704031563201196,0.4032,0.10000000000000142,0.8999999999999986,200512.0,1.69,2.294417,3.8,3.9,10.2,2.3,12.9,8.5,6551.59,4940.373
2022-01,2022-01-28,8.038585209003216,5.336485209003216,0.5610000000000004,0.29999999999999716,0.19999999999999574,199404.0,1.58,2.191095,4.3,1.7,8.6,1.5,10.3,9.0,6052.16,4563.772
2022-02,2022-02-28,7.955449482895784,5.180449482895783,0.5192000000000001,0.10000000000000142,-0.19999999999999574,203210.0,1.58,2.188500,4.3,1.7,8.6,0.9,9.1,9.8,6075.87,4581.646
2022-03,2022-03-31,8.532423208191126,5.744623208191126,0.4785999999999997,0.20000000000000284,0.10000000000000142,198881.0,1.45,2.259265,4.3,1.7,8.6,0.9,8.8,9.2,5599.84,4222.597
2022-04,2022-04-29,8.920606601248885,6.082006601248885,0.4914999999999998,-0.5,-0.7000000000000028,203661.0,1.38,1.925238,5.0,-3.5,4.8,1.5,8.3,9.7,5330.21,4016.241
2022-05,2022-05-31,8.8339222614841,6.0913222614841,0.4743999999999997,-2.6000000000000014,-2.1000000000000014,194437.0,1.38,1.708910,-2.9,-11.1,4.8,2.1,8.0,10.5,5440.86,4091.518
2022-06,2022-06-30,8.123476848090982,5.3029768480909825,0.5156999999999998,-0.3999999999999986,2.200000000000003,198373.0,1.52,1.863681,0.7,-6.7,4.8,2.1,6.4,11.1,6008.25,4485.011
2022-07,2022-07-29,8.741258741258742,5.9852587412587415,0.5673999999999997,0.20000000000000284,0.6000000000000014,205731.0,1.44,1.643824,3.9,3.1,2.7,2.5,6.1,11.4,5627.26,4170.102
2022-08,2022-08-31,9.074410163339383,6.451910163339383,0.5255999999999998,-1.0,-1.2000000000000028,201428.0,1.38,1.508857,3.8,2.7,2.7,2.7,4.2,12.0,5517.09,4078.84
2022-09,2022-09-30,9.551098376313275,6.790998376313276,0.6236999999999999,-0.6000000000000014,0.3999999999999986,202059.0,1.31,1.637871,4.2,5.4,2.7,2.5,2.3,12.2,5149.23,3804.885
2022-10,2022-10-31,10.40582726326743,7.76252726326743,0.5651000000000002,0.10000000000000142,0.7000000000000028,209990.0,1.18,1.732500,6.3,2.5,3.2,2.8,0.9,12.1,4751.83,3508.703
2022-11,2022-11-30,9.460737937559129,6.575737937559129,0.5247999999999999,-0.7999999999999972,-0.8999999999999986,206669.0,1.3,1.890109,5.0,-0.5,3.2,2.1,-1.3,11.8,5218.82,3853.037
2022-12,2022-12-30,9.442870632672333,6.607570632672333,0.4831000000000003,-2.0,-1.2000000000000028,205096.0,1.32,2.213445,2.2,-5.9,3.2,1.6,-1.3,12.4,5251.97,3871.634
2023-01,2023-01-31,8.880994671403197,5.983294671403197,0.47840000000000016,-3.0,-1.0,209147.0,1.39,2.069350,1.3,-1.8,3.1,1.8,-0.7,11.8,5639.29,4156.858
2023-02,2023-02-28,8.952551477170994,6.050851477170994,0.4131999999999998,0.10000000000000142,3.1000000000000014,216473.0,1.37,2.298535,1.3,-1.8,3.1,2.1,-0.8,12.6,5522.0,4069.459
2023-03,2023-03-31,8.873114463176575,6.020314463176575,0.46099999999999985,2.6000000000000014,2.5,225573.0,1.37,2.370000,1.3,-1.8,3.1,1.0,-1.4,12.9,5497.03,4050.926
2023-04,2023-04-28,8.718395815170009,5.939595815170009,0.42399999999999993,1.8999999999999986,-0.7000000000000028,232769.0,1.39,2.241000,3.9,10.6,4.7,0.7,-2.5,12.7,5470.07,4029.086
2023-05,2023-05-31,9.149130832570906,6.4641308325709055,0.49860000000000015,-0.7999999999999972,-2.6999999999999957,233584.0,1.3,1.959738,5.6,18.4,4.7,0.1,-3.6,12.4,5166.12,3798.543
2023-06,2023-06-30,9.115770282588878,6.4806702825888785,0.49040000000000017,-1.2000000000000028,-0.4000000000000057,227573.0,1.32,2.108571,3.5,12.7,4.7,0.2,-4.6,11.6,5275.95,3842.452
2023-07,2023-07-31,8.802816901408452,6.143116901408452,0.4950999999999999,-1.0,0.20000000000000284,229446.0,1.4,1.947619,4.4,3.1,5.7,0.0,-5.4,11.3,5558.39,4014.63
2023-08,2023-08-31,9.099181073703367,6.541681073703367,0.40779999999999994,-0.7000000000000028,0.29999999999999716,225722.0,1.29,1.936957,3.7,2.5,5.7,-0.3,-4.4,10.7,5223.55,3765.268
2023-09,2023-09-28,9.199632014719413,6.524532014719412,0.3992,-0.29999999999999716,0.4000000000000057,225790.0,1.28,2.005125,4.5,4.6,5.7,0.1,-3.0,10.6,5121.09,3689.517
2023-10,2023-10-31,9.398496240601503,6.704696240601503,0.3327,0.20000000000000284,0.5,225473.0,1.21,2.278947,4.5,5.5,5.4,0.0,-2.5,10.3,4962.49,3572.506
2023-11,2023-11-30,9.541984732824426,6.873984732824426,0.2421000000000002,-0.5,-0.7000000000000028,225879.0,1.19,2.373182,4.6,7.6,5.4,-0.2,-2.6,10.3,4857.64,3496.203
2023-12,2023-12-29,9.633911368015413,7.078611368015413,0.3454999999999999,-0.6000000000000014,-0.10000000000000142,225551.0,1.19,2.437224,6.6,10.1,5.4,-0.5,-3.0,10.0,4772.18,3431.11
2024-01,2024-01-31,9.84251968503937,7.4095196850393705,0.2993999999999999,-1.0,-0.3999999999999986,222242.0,1.16,2.236818,6.8,7.4,5.4,-0.3,-2.7,9.7,4472.09,3215.352
2024-02,2024-02-29,9.165902841429881,6.828402841429881,0.28489999999999993,-0.7999999999999972,0.20000000000000284,221329.0,1.25,2.003078,6.8,7.4,5.4,-0.8,-2.5,8.7,4890.36,3516.083
2024-03,2024-03-29,8.920606601248885,6.630506601248885,0.38839999999999986,-0.8999999999999986,-0.10000000000000142,212918.0,1.24,2.097143,6.8,7.4,5.4,0.7,-2.7,8.7,4920.26,3537.484
2024-04,2024-04-30,8.598452278589853,6.295652278589854,0.39959999999999996,0.7999999999999972,1.6999999999999957,206351.0,1.24,1.955000,4.5,3.1,5.3,0.1,-2.8,8.3,5019.19,3604.394
2024-05,2024-05-31,8.64304235090752,6.350442350907519,0.4939000000000002,0.3999999999999986,-0.3999999999999986,205269.0,1.23,1.876667,6.7,2.3,5.3,0.3,-2.5,7.2,4996.33,3579.925
2024-06,2024-06-28,8.710801393728223,6.505001393728223,0.5723,-0.5,-0.8999999999999986,201247.0,1.24,1.984211,5.6,3.7,5.3,0.3,-1.4,7.0,4870.47,3461.657
2024-07,2024-07-31,8.8339222614841,6.6845222614841,0.6242000000000001,-0.5,0.0,190761.0,1.25,1.886087,5.3,2.0,5.0,0.2,-0.8,6.2,4899.82,3442.084
2024-08,2024-08-30,9.208103130755065,7.037703130755065,0.6506999999999998,-0.6000000000000014,-0.10000000000000142,189589.0,1.22,1.888182,5.1,2.7,5.0,0.5,-0.8,6.3,4740.34,3321.432
2024-09,2024-09-30,7.905138339920948,5.753338339920948,0.6928000000000001,-0.8999999999999986,-0.29999999999999716,186588.0,1.4,1.950952,4.5,2.1,5.0,0.6,-1.8,6.3,5741.03,4017.855
2024-10,2024-10-31,8.583690987124463,6.436090987124462,0.6994000000000002,-0.20000000000000284,0.6999999999999957,180961.0,1.3,1.904737,5.4,3.2,4.8,0.4,-2.8,6.8,5567.99,3891.04
2024-11,2024-11-29,8.51063829787234,6.49003829787234,0.6535,0.10000000000000142,0.30000000000000426,179089.0,1.31,1.833810,5.3,4.8,4.8,0.3,-2.9,7.5,5609.78,3916.583
2024-12,2024-12-31,8.203445447087777,6.528245447087777,0.5382,0.29999999999999716,0.19999999999999574,173185.0,1.36,1.932273,5.4,3.0,4.8,0.2,-2.5,7.1,5642.6,3934.911
2025-01,2025-01-27,8.517887563884157,6.887987563884157,0.37839999999999985,0.10000000000000142,-0.19999999999999574,170495.0,1.32,2.125789,6.2,3.7,5.0,0.1,-2.3,7.3,5485.73,3817.08
2025-02,2025-02-28,8.460236886632826,6.745036886632826,0.28990000000000005,-0.8999999999999986,-1.0,174288.0,1.33,2.094211,6.2,3.7,5.0,0.5,-2.3,7.0,5590.6,3890.049
2025-03,2025-03-31,8.488964346349746,6.676064346349746,0.24659999999999993,0.20000000000000284,1.1000000000000014,171043.0,1.31,1.973333,6.2,3.7,5.0,-0.7,-2.2,7.0,5586.83,3887.306
2025-04,2025-04-30,8.703220191470844,7.078920191470845,0.17359999999999998,0.5,0.29999999999999716,176357.0,1.26,1.774545,7.7,5.9,5.4,-0.1,-2.5,7.0,5427.04,3770.571
2025-05,2025-05-30,8.525149190110827,6.853949190110828,0.20950000000000002,-1.0,-1.5,173892.0,1.29,1.642105,6.1,5.1,5.4,-0.1,-2.7,8.0,5536.49,3840.232
2025-06,2025-06-30,8.103727714748784,6.456827714748783,0.2834000000000001,-0.5,0.5,171618.0,1.35,1.643895,5.8,6.4,5.4,-0.1,-3.3,7.9,5719.97,3936.079
2025-07,2025-07-31,8.038585209003216,6.334185209003216,0.28489999999999993,-0.29999999999999716,0.20000000000000284,173291.0,1.38,1.557548,6.8,4.8,5.3,0.1,-3.6,8.3,5964.36,4075.591
2025-08,2025-08-29,7.558578987150415,5.720678987150415,0.4337000000000002,-0.7000000000000028,-0.4000000000000057,169803.0,1.46,1.509048,5.7,3.7,5.3,0.0,-3.6,8.8,6591.65,4496.759
2025-09,2025-09-30,7.5075075075075075,5.6470075075075075,0.3671,-0.6000000000000014,0.10000000000000142,165645.0,1.45,1.549130,5.2,3.4,5.3,-0.4,-2.9,8.8,6811.55,4640.694
2025-10,2025-10-31,7.581501137225171,5.786101137225171,0.3932000000000002,-0.20000000000000284,0.3999999999999986,161984.0,1.45,1.510556,6.5,3.0,5.2,-0.3,-2.3,8.4,6824.43,4640.668
2025-11,2025-11-28,7.668711656441718,5.827511656441718,0.42290000000000005,-1.0,-0.7999999999999972,158865.0,1.43,1.511500,4.9,2.9,5.2,0.2,-2.1,8.2,6662.16,4526.662
2025-12,2025-12-31,7.496251874062969,5.648951874062969,0.4867999999999999,-0.7999999999999972,0.20000000000000284,157745.0,1.47,1.583478,4.8,1.3,5.2,0.7,-2.2,8.0,6826.62,4629.94
2026-01,2026-01-30,7.479431563201197,5.668231563201196,0.43469999999999986,0.10000000000000142,0.8999999999999986,159147.0,1.47,1.554762,5.2,0.9,5.0,0.8,-1.9,8.5,6947.51,4706.34
2026-02,2026-02-27,7.501875468867217,5.714175468867217,0.42390000000000017,-0.7000000000000028,-0.8000000000000043,155969.0,1.46,1.572667,5.2,0.9,5.0,0.2,-1.4,9.0,6959.11,4710.647
2026-03,2026-03-31,7.518796992481203,5.701696992481203,0.5425,-1.0,-0.29999999999999716,157899.0,1.42,1.513636,5.2,0.9,5.0,1.3,-0.9,9.0,6574.14,4450.049
2026-04,2026-04-30,7.220216606498195,5.472916606498195,0.4921,0.3999999999999986,1.3999999999999986,151187.0,1.45,1.412381,5.7,1.7,5.0,1.0,0.5,8.5,7109.91,4807.307
2026-05,2026-05-29,7.246376811594202,5.537376811594202,0.48340000000000005,0.29999999999999716,-0.10000000000000142,146297.0,1.45,1.372632,4.1,0.2,5.0,1.2,2.8,8.6,7247.7,4892.121
2026-06,2026-06-30,7.262164124909223,5.529164124909222,0.4863000000000002,0.0,-0.29999999999999716,145339.0,1.44,1.458095,4.5,-0.6,5.0,1.2,3.9,8.6,7415.78,4979.433
2026-07,2026-07-31,7.309941520467836,5.595841520467836,0.4535,0.29999999999999716,0.29999999999999716,139389.0,1.44,1.443913,5.3,1.0,4.7,1.0,4.1,8.0,6866.0,4588.197
