cn_year,jp_year,lag,s,n_mod
2022,2005,17,0.6409888062451987,4
2022,2006,16,0.5651681150842849,4
2022,2007,15,0.6324096939139758,4
2022,2008,14,0.5399225872682953,4
2022,2009,13,0.17437128455622974,4
2022,2010,12,0.34406955677748763,4
2022,2011,11,0.663562209037144,4
2022,2012,10,0.641292756315059,4
2023,1978,45,0.011049356072652977,4
2023,1979,44,-0.10509146970460426,4
2023,1980,43,-0.4330349978735624,4
2023,1981,42,-0.041396495607868386,4
2023,1982,41,0.28997840106982453,4
2023,1983,40,0.3713880428753154,4
2023,1984,39,0.14232347291284314,4
2023,1985,38,0.3094324198367957,4
2023,1986,37,0.3554081841259643,4
2023,1987,36,0.384552979387971,4
2023,1988,35,0.2383455708705547,4
2023,1989,34,0.10015046637036312,4
