quarter,value,country,variable
2018-Q4,134.1611,CN,residential_property_price
2019-Q1,135.4384,CN,residential_property_price
2019-Q2,137.1538,CN,residential_property_price
2019-Q3,138.5041,CN,residential_property_price
2019-Q4,139.2341,CN,residential_property_price
2020-Q1,139.4895,CN,residential_property_price
2020-Q2,140.256,CN,residential_property_price
2020-Q3,141.5698,CN,residential_property_price
2020-Q4,142.4458,CN,residential_property_price
2021-Q1,143.7231,CN,residential_property_price
2021-Q2,145.402,CN,residential_property_price
2021-Q3,145.9129,CN,residential_property_price
2021-Q4,144.745,CN,residential_property_price
2022-Q1,143.5042,CN,residential_property_price
2022-Q2,142.2268,CN,residential_property_price
2022-Q3,141.1319,CN,residential_property_price
2022-Q4,139.3801,CN,residential_property_price
2023-Q1,138.6866,CN,residential_property_price
2023-Q2,138.4311,CN,residential_property_price
2023-Q3,136.6428,CN,residential_property_price
2023-Q4,134.1976,CN,residential_property_price
2024-Q1,131.5333,CN,residential_property_price
2024-Q2,128.2121,CN,residential_property_price
2024-Q3,124.9274,CN,residential_property_price
2024-Q4,122.7012,CN,residential_property_price
2025-Q1,121.6428,CN,residential_property_price
2025-Q2,120.0004,CN,residential_property_price
2025-Q3,118.0296,CN,residential_property_price
2025-Q4,115.6573,CN,residential_property_price
2026-Q1,113.9785,CN,residential_property_price
1955-Q1,2.2115,JP,residential_property_price
1955-Q2,2.2785,JP,residential_property_price
1955-Q3,2.3462,JP,residential_property_price
1955-Q4,2.4327,JP,residential_property_price
1956-Q1,2.5192,JP,residential_property_price
1956-Q2,2.6635,JP,residential_property_price
1956-Q3,2.8077,JP,residential_property_price
1956-Q4,2.9952,JP,residential_property_price
1957-Q1,3.1827,JP,residential_property_price
1957-Q2,3.35,JP,residential_property_price
1957-Q3,3.5192,JP,residential_property_price
1957-Q4,3.7163,JP,residential_property_price
1958-Q1,3.9135,JP,residential_property_price
1958-Q2,4.1477,JP,residential_property_price
1958-Q3,4.3846,JP,residential_property_price
1958-Q4,4.6154,JP,residential_property_price
1959-Q1,4.8462,JP,residential_property_price
1959-Q2,5.133,JP,residential_property_price
1959-Q3,5.4231,JP,residential_property_price
1959-Q4,5.6923,JP,residential_property_price
1960-Q1,5.9615,JP,residential_property_price
1960-Q2,6.4087,JP,residential_property_price
1960-Q3,6.8558,JP,residential_property_price
1960-Q4,7.5337,JP,residential_property_price
1961-Q1,8.2115,JP,residential_property_price
1961-Q2,8.857,JP,residential_property_price
1961-Q3,9.5096,JP,residential_property_price
1961-Q4,9.9471,JP,residential_property_price
1962-Q1,10.3846,JP,residential_property_price
1962-Q2,10.8149,JP,residential_property_price
1962-Q3,11.25,JP,residential_property_price
1962-Q4,11.6346,JP,residential_property_price
1963-Q1,12.0192,JP,residential_property_price
1963-Q2,12.4017,JP,residential_property_price
1963-Q3,12.7885,JP,residential_property_price
1963-Q4,13.2212,JP,residential_property_price
1964-Q1,13.6539,JP,residential_property_price
1964-Q2,14.1346,JP,residential_property_price
1964-Q3,14.6154,JP,residential_property_price
1964-Q4,15.1442,JP,residential_property_price
1965-Q1,15.6731,JP,residential_property_price
1965-Q2,15.8643,JP,residential_property_price
1965-Q3,16.0577,JP,residential_property_price
1965-Q4,16.3462,JP,residential_property_price
1966-Q1,16.6346,JP,residential_property_price
1966-Q2,16.9693,JP,residential_property_price
1966-Q3,17.3077,JP,residential_property_price
1966-Q4,17.7885,JP,residential_property_price
1967-Q1,18.2692,JP,residential_property_price
1967-Q2,18.9864,JP,residential_property_price
1967-Q3,19.7115,JP,residential_property_price
1967-Q4,20.5289,JP,residential_property_price
1968-Q1,21.3462,JP,residential_property_price
1968-Q2,22.2596,JP,residential_property_price
1968-Q3,23.1731,JP,residential_property_price
1968-Q4,24.3269,JP,residential_property_price
1969-Q1,25.4808,JP,residential_property_price
1969-Q2,26.9151,JP,residential_property_price
1969-Q3,28.3654,JP,residential_property_price
1969-Q4,29.8077,JP,residential_property_price
1970-Q1,31.25,JP,residential_property_price
1970-Q2,32.6844,JP,residential_property_price
1970-Q3,34.1346,JP,residential_property_price
1970-Q4,35.4808,JP,residential_property_price
1971-Q1,36.8269,JP,residential_property_price
1971-Q2,38.1657,JP,residential_property_price
1971-Q3,39.5192,JP,residential_property_price
1971-Q4,40.8173,JP,residential_property_price
1972-Q1,42.1154,JP,residential_property_price
1972-Q2,43.9904,JP,residential_property_price
1972-Q3,45.8654,JP,residential_property_price
1972-Q4,50.0962,JP,residential_property_price
1973-Q1,54.3269,JP,residential_property_price
1973-Q2,58.7734,JP,residential_property_price
1973-Q3,63.2693,JP,residential_property_price
1973-Q4,65.9135,JP,residential_property_price
1974-Q1,68.5577,JP,residential_property_price
1974-Q2,69.1315,JP,residential_property_price
1974-Q3,69.7116,JP,residential_property_price
1974-Q4,67.6923,JP,residential_property_price
1975-Q1,65.6731,JP,residential_property_price
1975-Q2,65.8643,JP,residential_property_price
1975-Q3,66.0577,JP,residential_property_price
1975-Q4,66.3462,JP,residential_property_price
1976-Q1,66.6346,JP,residential_property_price
1976-Q2,67.2116,JP,residential_property_price
1976-Q3,67.7885,JP,residential_property_price
1976-Q4,68.5096,JP,residential_property_price
1977-Q1,69.2308,JP,residential_property_price
1977-Q2,69.9958,JP,residential_property_price
1977-Q3,70.7693,JP,residential_property_price
1977-Q4,71.6346,JP,residential_property_price
1978-Q1,72.5,JP,residential_property_price
1978-Q2,73.6953,JP,residential_property_price
1978-Q3,74.9039,JP,residential_property_price
1978-Q4,76.4423,JP,residential_property_price
1979-Q1,77.9808,JP,residential_property_price
1979-Q2,80.1801,JP,residential_property_price
1979-Q3,82.4039,JP,residential_property_price
1979-Q4,85.1443,JP,residential_property_price
1980-Q1,87.8847,JP,residential_property_price
1980-Q2,90.7693,JP,residential_property_price
1980-Q3,93.6539,JP,residential_property_price
1980-Q4,96.1539,JP,residential_property_price
1981-Q1,98.6539,JP,residential_property_price
1981-Q2,100.9966,JP,residential_property_price
1981-Q3,103.3654,JP,residential_property_price
1981-Q4,105.4808,JP,residential_property_price
1982-Q1,107.5962,JP,residential_property_price
1982-Q2,109.3174,JP,residential_property_price
1982-Q3,111.0577,JP,residential_property_price
1982-Q4,112.452,JP,residential_property_price
1983-Q1,113.8462,JP,residential_property_price
1983-Q2,114.9459,JP,residential_property_price
1983-Q3,116.0577,JP,residential_property_price
1983-Q4,117.0193,JP,residential_property_price
1984-Q1,117.9808,JP,residential_property_price
1984-Q2,118.7981,JP,residential_property_price
1984-Q3,119.6154,JP,residential_property_price
1984-Q4,120.4327,JP,residential_property_price
1985-Q1,121.25,JP,residential_property_price
1985-Q2,121.8716,JP,residential_property_price
1985-Q3,122.5,JP,residential_property_price
1985-Q4,123.1731,JP,residential_property_price
1986-Q1,123.8462,JP,residential_property_price
1986-Q2,124.7068,JP,residential_property_price
1986-Q3,125.577,JP,residential_property_price
1986-Q4,127.5001,JP,residential_property_price
1987-Q1,129.4231,JP,residential_property_price
1987-Q2,133.3915,JP,residential_property_price
1987-Q3,137.4039,JP,residential_property_price
1987-Q4,138.7981,JP,residential_property_price
1988-Q1,140.1924,JP,residential_property_price
1988-Q2,141.6347,JP,residential_property_price
1988-Q3,143.077,JP,residential_property_price
1988-Q4,145.4328,JP,residential_property_price
1989-Q1,147.7885,JP,residential_property_price
1989-Q2,151.2787,JP,residential_property_price
1989-Q3,154.8078,JP,residential_property_price
1989-Q4,160.7693,JP,residential_property_price
1990-Q1,166.7308,JP,residential_property_price
1990-Q2,172.516,JP,residential_property_price
1990-Q3,178.3655,JP,residential_property_price
1990-Q4,180.577,JP,residential_property_price
1991-Q1,182.7885,JP,residential_property_price
1991-Q2,182.5495,JP,residential_property_price
1991-Q3,182.3078,JP,residential_property_price
1991-Q4,180.2885,JP,residential_property_price
1992-Q1,178.2693,JP,residential_property_price
1992-Q2,176.0578,JP,residential_property_price
1992-Q3,173.8462,JP,residential_property_price
1992-Q4,171.6347,JP,residential_property_price
1993-Q1,169.4231,JP,residential_property_price
1993-Q2,167.9888,JP,residential_property_price
1993-Q3,166.5385,JP,residential_property_price
1993-Q4,165.4808,JP,residential_property_price
1994-Q1,164.4231,JP,residential_property_price
1994-Q2,163.7538,JP,residential_property_price
1994-Q3,163.077,JP,residential_property_price
1994-Q4,162.5001,JP,residential_property_price
1995-Q1,161.9231,JP,residential_property_price
1995-Q2,161.3016,JP,residential_property_price
1995-Q3,160.6731,JP,residential_property_price
1995-Q4,159.8558,JP,residential_property_price
1996-Q1,159.0385,JP,residential_property_price
1996-Q2,158.3174,JP,residential_property_price
1996-Q3,157.5962,JP,residential_property_price
1996-Q4,157.1154,JP,residential_property_price
1997-Q1,156.6347,JP,residential_property_price
1997-Q2,156.2044,JP,residential_property_price
1997-Q3,155.7693,JP,residential_property_price
1997-Q4,155.1924,JP,residential_property_price
1998-Q1,154.6154,JP,residential_property_price
1998-Q2,153.8505,JP,residential_property_price
1998-Q3,153.077,JP,residential_property_price
1998-Q4,151.7789,JP,residential_property_price
1999-Q1,150.4808,JP,residential_property_price
1999-Q2,149.2377,JP,residential_property_price
1999-Q3,147.9808,JP,residential_property_price
1999-Q4,146.5385,JP,residential_property_price
2000-Q1,145.0962,JP,residential_property_price
2000-Q2,143.6539,JP,residential_property_price
2000-Q3,142.2116,JP,residential_property_price
2000-Q4,140.6731,JP,residential_property_price
2001-Q1,139.1347,JP,residential_property_price
2001-Q2,137.5091,JP,residential_property_price
2001-Q3,135.8654,JP,residential_property_price
2001-Q4,134.0385,JP,residential_property_price
2002-Q1,132.2116,JP,residential_property_price
2002-Q2,130.3948,JP,residential_property_price
2002-Q3,128.5577,JP,residential_property_price
2002-Q4,126.4904,JP,residential_property_price
2003-Q1,124.4231,JP,residential_property_price
2003-Q2,122.3672,JP,residential_property_price
2003-Q3,120.2885,JP,residential_property_price
2003-Q4,118.3654,JP,residential_property_price
2004-Q1,116.4424,JP,residential_property_price
2004-Q2,114.7116,JP,residential_property_price
2004-Q3,112.9808,JP,residential_property_price
2004-Q4,111.5866,JP,residential_property_price
2005-Q1,110.1924,JP,residential_property_price
2005-Q2,108.9493,JP,residential_property_price
2005-Q3,107.6924,JP,residential_property_price
2005-Q4,106.827,JP,residential_property_price
2006-Q1,105.9616,JP,residential_property_price
2006-Q2,105.3878,JP,residential_property_price
2006-Q3,104.8077,JP,residential_property_price
2006-Q4,104.5674,JP,residential_property_price
2007-Q1,104.327,JP,residential_property_price
2007-Q2,104.1835,JP,residential_property_price
2007-Q3,104.0385,JP,residential_property_price
2007-Q4,103.7981,JP,residential_property_price
2008-Q1,103.5577,JP,residential_property_price
2008-Q2,102.8847,JP,residential_property_price
2008-Q3,102.2116,JP,residential_property_price
2008-Q4,101.1539,JP,residential_property_price
2009-Q1,99.2083,JP,residential_property_price
2009-Q2,97.7081,JP,residential_property_price
2009-Q3,99.1416,JP,residential_property_price
2009-Q4,98.2749,JP,residential_property_price
2010-Q1,99.6083,JP,residential_property_price
2010-Q2,99.775,JP,residential_property_price
2010-Q3,100.375,JP,residential_property_price
2010-Q4,100.2417,JP,residential_property_price
2011-Q1,100.4417,JP,residential_property_price
2011-Q2,99.975,JP,residential_property_price
2011-Q3,100.6084,JP,residential_property_price
2011-Q4,99.2416,JP,residential_property_price
2012-Q1,99.9417,JP,residential_property_price
2012-Q2,98.8749,JP,residential_property_price
2012-Q3,99.1416,JP,residential_property_price
2012-Q4,98.8082,JP,residential_property_price
2013-Q1,99.475,JP,residential_property_price
2013-Q2,100.575,JP,residential_property_price
2013-Q3,101.6085,JP,residential_property_price
2013-Q4,101.5751,JP,residential_property_price
2014-Q1,102.5419,JP,residential_property_price
2014-Q2,102.0752,JP,residential_property_price
2014-Q3,102.7086,JP,residential_property_price
2014-Q4,102.1752,JP,residential_property_price
2015-Q1,104.9754,JP,residential_property_price
2015-Q2,104.6421,JP,residential_property_price
2015-Q3,105.6421,JP,residential_property_price
2015-Q4,104.1753,JP,residential_property_price
2016-Q1,106.6756,JP,residential_property_price
2016-Q2,107.7423,JP,residential_property_price
2016-Q3,107.509,JP,residential_property_price
2016-Q4,106.8089,JP,residential_property_price
2017-Q1,110.8426,JP,residential_property_price
2017-Q2,109.9092,JP,residential_property_price
2017-Q3,110.1425,JP,residential_property_price
2017-Q4,108.7424,JP,residential_property_price
2018-Q1,112.5427,JP,residential_property_price
2018-Q2,112.0093,JP,residential_property_price
2018-Q3,112.1093,JP,residential_property_price
2018-Q4,111.476,JP,residential_property_price
2019-Q1,115.1429,JP,residential_property_price
2019-Q2,114.1762,JP,residential_property_price
2019-Q3,113.5095,JP,residential_property_price
2019-Q4,112.5427,JP,residential_property_price
2020-Q1,114.6429,JP,residential_property_price
2020-Q2,113.3761,JP,residential_property_price
2020-Q3,113.3761,JP,residential_property_price
2020-Q4,114.3095,JP,residential_property_price
2021-Q1,118.4765,JP,residential_property_price
2021-Q2,119.5766,JP,residential_property_price
2021-Q3,122.6102,JP,residential_property_price
2021-Q4,122.1102,JP,residential_property_price
2022-Q1,129.2108,JP,residential_property_price
2022-Q2,130.5775,JP,residential_property_price
2022-Q3,132.2444,JP,residential_property_price
2022-Q4,131.3109,JP,residential_property_price
2023-Q1,135.3446,JP,residential_property_price
2023-Q2,134.8112,JP,residential_property_price
2023-Q3,135.0779,JP,residential_property_price
2023-Q4,133.9778,JP,residential_property_price
2024-Q1,138.7116,JP,residential_property_price
2024-Q2,138.5449,JP,residential_property_price
2024-Q3,139.445,JP,residential_property_price
2024-Q4,137.7115,JP,residential_property_price
2025-Q1,145.2121,JP,residential_property_price
2025-Q2,143.612,JP,residential_property_price
2025-Q3,145.4788,JP,residential_property_price
2025-Q4,144.6454,JP,residential_property_price
