date,retail_mom_pct
1968-12-01,1.7941516623
1969-01-01,-0.9142024509
1969-02-01,-0.1929260724
1969-03-01,0.1362546868
1969-04-01,0.6377932281
1969-05-01,2.4207726621
1969-06-01,1.1149530955
1969-07-01,-0.3990745035
1969-08-01,0.9420493838
1969-09-01,-1.0197881401
1969-10-01,1.2175506257
1969-11-01,2.4983817771
1969-12-01,-0.0786801428
1970-01-01,-3.0580581057
1970-02-01,1.071811356
1970-03-01,0.2796664299
1970-04-01,-0.556092169
1970-05-01,2.1031107745
1970-06-01,0.9221311213
1970-07-01,2.3350253808
1970-08-01,1.619616327
1970-09-01,-0.2533338066
1970-10-01,-1.2920037694
1970-11-01,1.3487475558
1970-12-01,-0.2491150298
1971-01-01,4.134316752
1971-02-01,1.1711712057
1971-03-01,-0.7534550514
1971-04-01,1.6040001485
1971-05-01,0.9954931455
1971-06-01,0.551808614
1971-07-01,0.936170243
1971-08-01,-1.096121449
1971-09-01,1.2881323882
1971-10-01,0.2776251745
1971-11-01,-1.0003902307
1971-12-01,-0.3330558376
1972-01-01,-1.3366749447
1972-02-01,0.248243093
1972-03-01,-0.5494641285
1972-04-01,-0.8319548393
1972-05-01,1.6228498873
1972-06-01,1.0638298216
1972-07-01,2.753036463
1972-08-01,0.2316512799
1972-09-01,-0.26144078
1972-10-01,0.4361799732
1972-11-01,2.3677404583
1972-12-01,1.3941221255
1973-01-01,1.433123338
1973-02-01,2.4774775033
1973-03-01,1.0131332228
1973-04-01,-0.2576586229
1973-05-01,-0.8511680624
1973-06-01,1.7655284122
1973-07-01,0.7753594498
1973-08-01,0.4795748873
1973-09-01,-1.2704010975
1973-10-01,0.9936692252
1973-11-01,1.1245340019
1973-12-01,-3.3653573698
1974-01-01,-1.5955062487
1974-02-01,-4.35807227
1974-03-01,-1.9573982967
1974-04-01,-1.3389400099
1974-05-01,4.386658785
1974-06-01,2.5814993409
1974-07-01,0.3686354212
1974-08-01,0.6005851869
1974-09-01,4.1811846645
1974-10-01,-5.2049746858
1974-11-01,2.2448979838
1974-12-01,2.6570048414
1975-01-01,-2.4402573724
1975-02-01,2.4002162344
1975-03-01,3.3127110121
1975-04-01,-0.2157582144
1975-05-01,-0.4677742021
1975-06-01,0.5988024303
1975-07-01,-0.080149816
1975-08-01,0.9737874056
1975-09-01,-3.1795883914
1975-10-01,0.4021032947
1975-11-01,-0.3191250723
1975-12-01,0.6869480143
1976-01-01,-1.221035839
1976-02-01,2.3656538242
1976-03-01,-3.9139812387
1976-04-01,-2.8285412776
1976-05-01,2.1941787068
1976-06-01,0.9725345587
1976-07-01,-0.9677146917
1976-08-01,3.2677684093
1976-09-01,-2.0748146959
1976-10-01,1.6027700577
1976-11-01,2.3423423394
1976-12-01,-0.3758686082
1977-01-01,-1.4065683194
1977-02-01,-0.1205474252
1977-03-01,0.308030853
1977-04-01,-1.0774834202
1977-05-01,-0.2985744805
1977-06-01,0.8413112452
1977-07-01,1.7515923714
1977-08-01,2.6534405216
1977-09-01,-3.4037071517
1977-10-01,0.6390570512
1977-11-01,0.7205514143
1977-12-01,2.0472440771
1978-01-01,-2.4061476221
1978-02-01,1.3810388531
1978-03-01,1.1884487974
1978-04-01,0.0072393574
1978-05-01,-0.728002092
1978-06-01,2.629492175
1978-07-01,0.9837780113
1978-08-01,-1.9231446905
1978-09-01,1.1643495342
1978-10-01,0.1953510561
1978-11-01,1.1410658579
1978-12-01,1.0705684134
1979-01-01,-1.8534779974
1979-02-01,-0.2758402455
1979-03-01,-0.9036144543
1979-04-01,-0.5011074232
1979-05-01,0.9462691152
1979-06-01,0.418783083
1979-07-01,-0.4289041447
1979-08-01,2.619939218
1979-09-01,0.1076021012
1979-10-01,-1.3664362859
1979-11-01,4.0517643863
1979-12-01,-0.9265964095
1980-01-01,1.6592037913
1980-02-01,2.2171898821
1980-03-01,-1.9517648937
1980-04-01,-0.3975929847
1980-05-01,-1.2159971107
1980-06-01,-1.0075123256
1980-07-01,-1.6474356076
1980-08-01,2.2245053105
1980-09-01,-0.8174923181
1980-10-01,0.9258321226
1980-11-01,0.8503949525
1980-12-01,0.4633819772
1981-01-01,0.000128971
1981-02-01,-0.060307781
1981-03-01,1.853384026
1981-04-01,-2.1002337047
1981-05-01,-0.8153595611
1981-06-01,-0.7032871363
1981-07-01,2.2868543733
1981-08-01,0.2974472727
1981-09-01,-1.5106159242
1981-10-01,0.2739685979
1981-11-01,0.0345172874
1981-12-01,0.7164091354
1982-01-01,-1.0630865502
1982-02-01,-0.9790818342
1982-03-01,4.4518728472
1982-04-01,-5.3281106295
1982-05-01,1.964586517
1982-06-01,1.3143483105
1982-07-01,-1.5373994826
1982-08-01,0.4457702317
1982-09-01,-0.8529185839
1982-10-01,0.1836929591
1982-11-01,1.0972790456
1982-12-01,-0.1978963349
1983-01-01,1.0620670907
1983-02-01,-1.0158329737
1983-03-01,5.1036457091
1983-04-01,-4.7855565188
1983-05-01,-0.8827539172
1983-06-01,1.0528194313
1983-07-01,1.7656500913
1983-08-01,1.8315480978
1983-09-01,-2.8540936474
1983-10-01,0.4992016203
1983-11-01,-1.0737238331
1983-12-01,-0.3706336655
1984-01-01,0.2660230355
1984-02-01,0.7530417005
1984-03-01,0.1900439378
1984-04-01,-0.451592783
1984-05-01,-0.417045439
1984-06-01,0.2095861965
1984-07-01,1.0059528309
1984-08-01,0.1320955318
1984-09-01,-0.7542682591
1984-10-01,-0.9080646358
1984-11-01,0.690701472
1984-12-01,0.9931685478
1985-01-01,-0.0372082105
1985-02-01,-0.3520746732
1985-03-01,0.6592738537
1985-04-01,-1.1183572522
1985-05-01,0.795283834
1985-06-01,0.8064516034
1985-07-01,0.7598097537
1985-08-01,0.0398871926
1985-09-01,-0.3172241053
1985-10-01,-0.1556697782
1985-11-01,0.3351415728
1985-12-01,1.0691190086
1986-01-01,-0.7454114443
1986-02-01,0.0200384723
1986-03-01,0.1186239603
1986-04-01,0.4299994583
1986-05-01,-1.5998120637
1986-06-01,1.468725078
1986-07-01,-0.3521028479
1986-08-01,1.5231990314
1986-09-01,-1.3461192232
1986-10-01,0.5684658169
1986-11-01,0.0835242856
1986-12-01,0.7292623502
1987-01-01,2.0217176436
1987-02-01,0.0958772886
1987-03-01,-0.0712397068
1987-04-01,0.1907964251
1987-05-01,0.8252489917
1987-06-01,0.4926869993
1987-07-01,0.6617735781
1987-08-01,0.4651162611
1987-09-01,0.0688732314
1987-10-01,-0.2749770957
1987-11-01,1.4880590855
1987-12-01,0.4826007729
1988-01-01,0.8420663343
1988-02-01,1.7658420501
1988-03-01,-2.3133700397
1988-04-01,1.0546536369
1988-05-01,-0.0016396778
1988-06-01,0.5846977302
1988-07-01,0.233807163
1988-08-01,0.3404358439
1988-09-01,-0.2483985721
1988-10-01,-0.8059891586
1988-11-01,1.7294405985
1988-12-01,0.5780706087
1989-01-01,-0.6728688721
1989-02-01,0.8090909244
1989-03-01,6.2871554284
1989-04-01,-7.7641356537
1989-05-01,1.8967823832
1989-06-01,-0.5506607864
1989-07-01,2.2272851958
1989-08-01,0.7670243088
1989-09-01,0.1588055548
1989-10-01,0.4880343056
1989-11-01,1.3471041888
1989-12-01,1.461463496
1990-01-01,-0.5570791807
1990-02-01,0.921715854
1990-03-01,0.4787483513
1990-04-01,-0.5934024938
1990-05-01,-0.3449632794
1990-06-01,0.9455131508
1990-07-01,0.6279381659
1990-08-01,0.3645573622
1990-09-01,0.1134044735
1990-10-01,-0.1201485984
1990-11-01,0.3054875191
1990-12-01,1.0865719587
1991-01-01,-0.7510073294
1991-02-01,0.1345279211
1991-03-01,0.9972809174
1991-04-01,-0.921323597
1991-05-01,0.6997085088
1991-06-01,0.7179512323
1991-07-01,0.391667866
1991-08-01,-0.0284762628
1991-09-01,-0.871608651
1991-10-01,-0.3191620296
1991-11-01,0.8304763985
1991-12-01,-0.5050826596
1992-01-01,-0.2509222233
1992-02-01,-1.6802209568
1992-03-01,1.0733402462
1992-04-01,0.6149151484
1992-05-01,-0.5865102657
1992-06-01,-0.3933136719
1992-07-01,1.0519957102
1992-08-01,-1.4973066012
1992-09-01,-0.9252369843
1992-10-01,-0.2002001977
1992-11-01,0.2062271465
1992-12-01,1.8036072088
1993-01-01,-3.1455399968
1993-02-01,1.3168843864
1993-03-01,-0.5114604644
1993-04-01,-0.0346945377
1993-05-01,-0.8991008965
1993-06-01,0.1008064451
1993-07-01,-0.9126648044
1993-08-01,-0.5150310801
1993-09-01,0.7079945749
1993-10-01,0.3060984368
1993-11-01,-0.183807255
1993-12-01,0.1013171254
1994-01-01,0.0975051421
1994-02-01,-0.2020202068
1994-03-01,-0.0173962675
1994-04-01,-0.3083957689
1994-05-01,0.1982631587
1994-06-01,0.618944572
1994-07-01,3.1456003187
1994-08-01,-1.5910390398
1994-09-01,-1.1984050124
1994-10-01,-0.3147906228
1994-11-01,0.2116146168
1994-12-01,0.707658494
1995-01-01,-1.4880952493
1995-02-01,0.9192741679
1995-03-01,0.004288511
1995-04-01,-0.6121618273
1995-05-01,0.193274069
1995-06-01,0.5048753358
1995-07-01,1.0241242623
1995-08-01,-0.6000066196
1995-09-01,-0.4248935535
1995-10-01,-0.3861940396
1995-11-01,0.6150231587
1995-12-01,0.2997002928
1996-01-01,0.2043082835
1996-02-01,-0.2889118202
1996-03-01,0.3895397496
1996-04-01,-0.4261334248
1996-05-01,-0.50447047
1996-06-01,0.9110534803
1996-07-01,-0.5889383524
1996-08-01,-0.7930737896
1996-09-01,1.2860773336
1996-10-01,0.285793265
1996-11-01,0.9036606401
1996-12-01,-0.7873935812
1997-01-01,1.1357053338
1997-02-01,2.7823294971
1997-03-01,7.056013548
1997-04-01,-15.3718199516
1997-05-01,1.7531248641
1997-06-01,0.0
1997-07-01,0.2250986932
1997-08-01,-0.193794454
1997-09-01,-0.9834654896
1997-10-01,1.2572924736
1997-11-01,-2.5742605342
1997-12-01,0.7675535044
1998-01-01,1.5015226635
1998-02-01,-1.6458596623
1998-03-01,-1.0594822848
1998-04-01,-1.0489871686
1998-05-01,0.1694391623
1998-06-01,-0.9217183577
1998-07-01,0.4213775148
1998-08-01,-0.6660819444
1998-09-01,-0.7170826018
1998-10-01,-1.5697801993
1998-11-01,1.0766534795
1998-12-01,-1.048070673
1999-01-01,-0.5731823348
1999-02-01,1.502984483
1999-03-01,-0.1022494939
1999-04-01,0.5632480823
1999-05-01,-1.4534883546
1999-06-01,0.2074930171
1999-07-01,-0.0843068345
1999-08-01,-0.0106085266
1999-09-01,-0.600453137
1999-10-01,0.5864353915
1999-11-01,-0.9663028145
1999-12-01,1.1077536552
2000-01-01,0.8947775645
2000-02-01,-0.6754264145
2000-03-01,1.1791105266
2000-04-01,-0.0100258349
2000-05-01,0.7746901259
2000-06-01,0.883711508
2000-07-01,0.1162432909
2000-08-01,-0.3080082185
2000-09-01,-0.8606781483
2000-10-01,0.2915451911
2000-11-01,0.0176816113
2000-12-01,0.4795032644
2001-01-01,0.5797101496
2001-02-01,0.1171989656
2001-03-01,-0.089279222
2001-04-01,-1.7409565102
2001-05-01,-0.3970132879
2001-06-01,0.1082934414
2001-07-01,0.4099348283
2001-08-01,-1.6825649676
2001-09-01,0.0037155643
2001-10-01,-1.0978044013
2001-11-01,1.5346232751
2001-12-01,-1.4958999397
2002-01-01,1.2559269952
2002-02-01,-1.1737513166
2002-03-01,0.3265081204
2002-04-01,-0.4196554442
2002-05-01,0.2209151652
2002-06-01,-0.6412899006
2002-07-01,-0.9807746784
2002-08-01,1.4208641477
2002-09-01,-0.1068376143
2002-10-01,-0.8627674449
2002-11-01,1.4054054048
2002-12-01,-1.8123667458
2003-01-01,1.6214942778
2003-02-01,0.960572891
2003-03-01,-0.3144654045
2003-04-01,-1.6935911851
2003-05-01,0.6535785726
2003-06-01,0.3138075289
2003-07-01,-1.6143006553
2003-08-01,1.6407879052
2003-09-01,0.4302793103
2003-10-01,1.0649627219
2003-11-01,-2.0170502231
2003-12-01,1.8389722287
2004-01-01,1.5917831628
2004-02-01,-1.3598326384
2004-03-01,0.2134243763
2004-04-01,-1.0559662114
2004-05-01,-0.9577155281
2004-06-01,-0.2092050295
2004-07-01,1.7185546338
2004-08-01,-0.9531884887
2004-09-01,0.9672893685
2004-10-01,-0.7300681672
2004-11-01,-0.1101253618
2004-12-01,0.6303865291
2005-01-01,2.6566012242
2005-02-01,-0.7237523836
2005-03-01,-0.2104129643
2005-04-01,1.6715568962
2005-05-01,-1.7473889378
2005-06-01,0.8403407471
2005-07-01,0.1052631666
2005-08-01,-1.4564875582
2005-09-01,0.5267627361
2005-10-01,0.0
2005-11-01,0.6311385147
2005-12-01,0.9375912282
2006-01-01,-0.8274229068
2006-02-01,0.7336711228
2006-03-01,-0.1068959235
2006-04-01,-0.6230732577
2006-05-01,-0.521055342
2006-06-01,0.2083333399
2006-07-01,-0.1023139514
2006-08-01,-1.0400356743
2006-09-01,0.314136135
2006-10-01,-0.0004358473
2006-11-01,0.4195076497
2006-12-01,0.9412010092
2007-01-01,-0.9322070692
2007-02-01,1.3709850495
2007-03-01,-0.730276828
2007-04-01,0.3095378299
2007-05-01,-0.1069897051
2007-06-01,0.0021702391
2007-07-01,-1.8680907293
2007-08-01,1.5834354959
2007-09-01,0.4145077713
2007-10-01,0.1006192059
2007-11-01,0.5162270418
2007-12-01,-0.1041666728
2008-01-01,-0.305988129
2008-02-01,-0.8219702342
2008-03-01,0.4119063366
2008-04-01,-0.5150343619
2008-05-01,-0.5178148908
2008-06-01,-0.5138746187
2008-07-01,-0.3083286867
2008-08-01,-0.3067484676
2008-09-01,0.4140786755
2008-10-01,-0.4136373736
2008-11-01,1.1389329008
2008-12-01,-0.5196376657
2009-01-01,-0.3180505049
2009-02-01,-1.0589077467
2009-03-01,0.2191227846
2009-04-01,-0.3162597339
2009-05-01,0.9550037738
2009-06-01,-0.1082475851
2009-07-01,0.5273267363
2009-08-01,0.3184516162
2009-09-01,1.47058823
2009-10-01,0.5241226994
2009-11-01,0.0032656586
2009-12-01,1.2494261235
2010-01-01,-0.7201102521
2010-02-01,0.5159958741
2010-03-01,0.8142299192
2010-04-01,-0.1016260134
2010-05-01,-1.2207527928
2010-06-01,0.6235627727
2010-07-01,1.7669491507
2010-08-01,0.7038591673
2010-09-01,-1.4146763501
2010-10-01,-1.4312791062
2010-11-01,1.6584753172
2010-12-01,-2.7387532435
2011-01-01,1.7813452826
2011-02-01,0.4115226315
2011-03-01,-7.4706269657
2011-04-01,4.199245073
2011-05-01,2.2245762578
2011-06-01,2.699120383
2011-07-01,0.8080808059
2011-08-01,-2.8081506131
2011-09-01,-0.2059732341
2011-10-01,1.6470501206
2011-11-01,-1.8126380752
2011-12-01,1.7630731322
2012-01-01,0.6029586436
2012-02-01,-0.2111932467
2012-03-01,-0.0174544611
2012-04-01,-0.0043414385
2012-05-01,-0.0879709182
2012-06-01,0.2247176572
2012-07-01,0.5222962103
2012-08-01,-0.7170886256
2012-09-01,-1.2237702018
2012-10-01,0.2057613158
2012-11-01,-0.1961738474
2012-12-01,1.4447884525
2013-01-01,-0.7158855576
2013-02-01,0.8281974776
2013-03-01,0.7013064907
2013-04-01,-0.1164874454
2013-05-01,-0.2062055167
2013-06-01,0.7049345362
2013-07-01,-1.5082278461
2013-08-01,0.3915251543
2013-09-01,0.1869708893
2013-10-01,-0.3047026068
2013-11-01,1.1033099223
2013-12-01,-0.1046025205
2014-01-01,1.296434824
2014-02-01,0.0
2014-03-01,8.1069313734
2014-04-01,-15.4325041505
2014-05-01,2.9328734264
2014-06-01,1.0157511356
2014-07-01,-0.2023368706
2014-08-01,1.001328424
2014-09-01,0.987375242
2014-10-01,-0.5812883312
2014-11-01,0.6046703229
2014-12-01,-0.296442684
2015-01-01,-0.889844163
2015-02-01,0.6061389212
2015-03-01,-0.4058305135
2015-04-01,-0.9053032196
2015-05-01,1.1944862421
2015-06-01,-0.2892278476
2015-07-01,-0.3953000454
2015-08-01,1.1944606758
2015-09-01,-0.5936335749
2015-10-01,-0.6930692986
2015-11-01,-1.2940790342
2015-12-01,0.5070994014
2016-01-01,1.1186657418
2016-02-01,-0.5026412837
2016-03-01,-0.2026458956
2016-04-01,-0.6058720963
2016-05-01,0.4032133468
2016-06-01,0.1019367929
2016-07-01,0.8091449662
2016-08-01,-0.79999999
2016-09-01,-0.001337232
2016-10-01,0.1922177393
2016-11-01,0.199800201
2016-12-01,-0.2962656838
2017-01-01,1.3081152182
2017-02-01,0.1019367952
2017-03-01,0.4955401385
2017-04-01,0.0850028475
2017-05-01,-0.1994557587
2017-06-01,-0.1934718334
2017-07-01,0.5983492729
2017-08-01,-0.9865350215
2017-09-01,-0.1064204583
2017-10-01,-1.4807502492
2017-11-01,2.2945992924
2017-12-01,0.57444274
2018-01-01,-0.7774594097
2018-02-01,-0.0974658921
2018-03-01,0.0088513007
2018-04-01,1.2762613005
2018-05-01,-0.6839949312
2018-06-01,0.2953658398
2018-07-01,0.4849660589
2018-08-01,-0.3133680554
2018-09-01,-0.5808503385
2018-10-01,-0.4922456704
2018-11-01,0.782558138
2018-12-01,1.0739347146
2019-01-01,-1.0516252402
2019-02-01,-0.4830917871
2019-03-01,-0.0970873805
2019-04-01,0.6689018385
2019-05-01,0.9624639086
2019-06-01,-1.1368781387
2019-07-01,-1.7391304345
2019-08-01,3.9215339313
2019-09-01,6.1261684322
2019-10-01,-15.098893304
2019-11-01,5.7401925635
2019-12-01,0.394477316
2020-01-01,1.3752455844
2020-02-01,0.2964942284
2020-03-01,-5.3242981602
2020-04-01,-8.2930253987
2020-05-01,3.0045846937
2020-06-01,11.0679008855
2020-07-01,-3.0324853263
2020-08-01,4.7339757032
2020-09-01,-1.437687698
2020-10-01,-0.5847471976
2020-11-01,0.6963953636
2020-12-01,-0.1915368272
2021-01-01,-1.1865266046
2021-02-01,2.2794846395
2021-03-01,-0.6809134815
2021-04-01,-1.4525465957
2021-05-01,-0.3018108727
2021-06-01,1.8915113986
2021-07-01,-0.5908242751
2021-08-01,-1.1776251259
2021-09-01,0.292755901
2021-10-01,0.9907343299
2021-11-01,1.4602813929
2021-12-01,-1.1549566894
2022-01-01,-0.5881090909
2022-02-01,-0.4945828786
2022-03-01,0.4814941698
2022-04-01,-0.0076447982
2022-05-01,0.3796399294
2022-06-01,-0.383877165
2022-07-01,0.374055671
2022-08-01,-0.1992059607
2022-09-01,0.7515355709
2022-10-01,-0.2037705638
2022-11-01,-0.3799247184
2022-12-01,0.0895549562
2023-01-01,0.7327287293
2023-02-01,1.045940158
2023-03-01,0.6277304226
2023-04-01,-0.6660323502
2023-05-01,0.9132420087
2023-06-01,-0.5471155954
2023-07-01,0.793669913
2023-08-01,0.6175162611
2023-09-01,-0.1048945742
2023-10-01,-1.80989729
2023-11-01,0.5468289478
2023-12-01,-1.4283632512
2024-01-01,0.5416455362
2024-02-01,0.451263527
2024-03-01,-0.1006590943
2024-04-01,-0.0179039146
2024-05-01,0.5195255801
2024-06-01,0.6148888389
2024-07-01,-0.2807743247
2024-08-01,0.0660685371
2024-09-01,-1.1287948902
2024-10-01,-0.5479452006
2024-11-01,0.9549477036
2024-12-01,-0.80575617
2025-01-01,0.5075747048
2025-02-01,0.3610108287
2025-03-01,-0.8744510757
2025-04-01,0.2488242483
2025-05-01,-0.7000751255
2025-06-01,0.5246973566
2025-07-01,-1.2158351118
2025-08-01,-0.353078073
2025-09-01,-0.173876289
2025-10-01,-0.0112178943
2025-11-01,0.3422566795
2025-12-01,-0.8647106698
2026-01-01,3.0684439353
2026-02-01,-1.3440982355
2026-03-01,0.506144609
2026-04-01,1.79089499133276
2026-05-01,1.23555674216582
