month,value,source_note
1996-06,68.8,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1996-07,68.1,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1996-08,68.5,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1996-09,70.07,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1996-10,70.04,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1996-11,69.8,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1996-12,70.61,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1997-01,72.31,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1997-02,74.29,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1997-03,73.98,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1997-04,74.87,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1997-05,73.33,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1997-06,72.08,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1997-07,72.14,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1997-08,73.57,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1997-09,74.98,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1997-10,74.43,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1997-11,75.56,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1997-12,78.98,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1998-01,81.62,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1998-02,80.35,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1998-03,80.01,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1998-04,79.71,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1998-05,79.05,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1998-06,79.49,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1998-07,78.41,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1998-08,79.59,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1998-09,79.14,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1998-10,75.75,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1998-11,75.35,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1998-12,74.61,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1999-01,74.74,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1999-02,76.17,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1999-03,76.96,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1999-04,76.37,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1999-05,75.58,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1999-06,74.88,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1999-07,74.52,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1999-08,73.58,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1999-09,74.29,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1999-10,73.39,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1999-11,73.11,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
1999-12,72.74,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2000-01,73.94,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2000-02,75.9,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2000-03,74.49,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2000-04,74.21,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2000-05,74.98,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2000-06,73.29,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2000-07,73.35,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2000-08,74.1,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2000-09,75.75,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2000-10,76.3,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2000-11,77.09,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2000-12,76.94,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2001-01,77.95,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2001-02,78.12,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2001-03,78.93,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2001-04,79.89,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2001-05,78.95,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2001-06,78.71,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2001-07,78.91,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2001-08,77.27,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2001-09,77.29,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2001-10,77.91,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2001-11,78.51,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2001-12,79.15,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2002-01,80.49,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2002-02,81.7,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2002-03,79.84,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2002-04,78.94,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2002-05,76.86,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2002-06,75.02,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2002-07,73.17,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2002-08,73.72,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2002-09,74.49,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2002-10,74.99,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2002-11,74.11,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2002-12,73.96,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2003-01,73.43,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2003-02,73.86,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2003-03,73.1,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2003-04,72.91,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2003-05,70.39,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2003-06,69.6,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2003-07,69.9,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2003-08,70.52,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2003-09,70.15,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2003-10,68.96,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2003-11,70,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2003-12,69.16,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2004-01,69.05,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2004-02,68.6,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2004-03,69.29,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2004-04,69.76,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2004-05,70.43,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2004-06,69.23,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2004-07,68.92,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2004-08,69.51,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2004-09,69.77,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2004-10,68.56,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2004-11,66.83,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2004-12,65.85,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2005-01,66.66,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2005-02,67.73,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2005-03,66.3,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2005-04,66.65,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2005-05,66.6,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2005-06,67.18,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2005-07,68.41,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2005-08,68.44,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2005-09,68.63,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2005-10,69.52,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2005-11,70.63,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2005-12,70.49,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2006-01,69.92,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2006-02,70.94,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2006-03,69.95,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2006-04,69.2,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2006-05,67.41,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2006-06,67.96,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2006-07,67.79,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2006-08,67.7,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2006-09,68.77,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2006-10,69.41,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2006-11,69.39,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2006-12,69.64,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2007-01,71.14,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2007-02,72.12,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2007-03,70.97,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2007-04,70.09,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2007-05,70.57,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2007-06,71.35,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2007-07,71.6,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2007-08,72.35,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2007-09,72.16,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2007-10,71.16,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2007-11,71.22,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2007-12,72.62,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2008-01,74,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2008-02,76.26,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2008-03,74.3,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2008-04,74.67,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2008-05,74.95,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2008-06,75.33,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2008-07,75.29,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2008-08,77.04,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2008-09,79.17,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2008-10,82.61,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2008-11,84.79,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2008-12,82.82,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2009-01,84.42,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2009-02,86.68,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2009-03,86.5,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2009-04,84.49,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2009-05,81.76,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2009-06,80.16,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2009-07,79.84,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2009-08,79.21,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2009-09,78.45,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2009-10,77.21,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2009-11,77.04,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2009-12,78.28,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2010-01,78.87,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2010-02,80.87,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2010-03,79.7,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2010-04,79.66,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2010-05,81.68,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2010-06,82.08,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2010-07,81.18,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2010-08,80.35,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2010-09,80.33,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2010-10,79.14,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2010-11,80.68,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2010-12,81.71,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2011-01,81.99,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2011-02,82.42,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2011-03,81.13,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2011-04,80.21,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2011-05,80.34,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2011-06,80.6,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2011-07,80.86,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2011-08,81.52,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2011-09,84.12,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2011-10,85.16,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2011-11,85.72,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2011-12,87.04,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2012-01,88.27,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2012-02,87.06,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2012-03,87.26,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2012-04,87.13,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2012-05,87.87,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2012-06,87.74,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2012-07,87.67,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2012-08,87.32,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2012-09,86.63,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2012-10,86.83,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2012-11,88.35,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2012-12,88.61,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2013-01,89.85,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2013-02,91.33,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2013-03,91.61,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2013-04,92.51,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2013-05,93.3,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2013-06,93.32,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2013-07,94.11,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2013-08,94.16,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2013-09,94.43,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2013-10,93.41,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2013-11,94.56,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2013-12,95.41,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2014-01,97.23,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2014-02,97.16,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2014-03,94.28,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2014-04,92.18,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2014-05,91.67,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2014-06,91.67,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2014-07,92.19,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2014-08,93.75,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2014-09,96,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2014-10,97.52,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2014-11,99.67,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2014-12,100.87,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2015-01,102.57,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2015-02,104.13,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2015-03,104.98,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2015-04,104.37,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2015-05,103.01,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2015-06,103.64,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2015-07,105.26,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2015-08,104.78,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2015-09,104.72,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2015-10,103.77,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2015-11,105.4,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2015-12,104.87,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2016-01,104.47,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2016-02,105.45,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2016-03,103.66,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2016-04,101.74,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2016-05,100.94,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2016-06,99.33,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2016-07,98.34,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2016-08,97.62,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2016-09,97.96,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2016-10,97.77,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2016-11,98.32,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2016-12,99.19,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2017-01,99.59,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2017-02,98.62,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2017-03,97.28,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2017-04,96.45,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2017-05,95.7,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2017-06,95.96,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2017-07,96.06,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2017-08,96.64,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2017-09,97.94,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2017-10,98.2,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2017-11,98.1,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2017-12,98.27,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2018-01,99.17,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2018-02,101.54,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2018-03,100.03,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2018-04,100.28,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2018-05,100.91,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2018-06,100.23,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2018-07,97.34,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2018-08,96.47,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2018-09,97.02,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2018-10,96.64,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2018-11,96.6,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2018-12,97.48,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2019-01,98.3,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2019-02,100.27,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2019-03,100.14,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2019-04,99.84,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2019-05,98.37,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2019-06,96.94,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2019-07,97.57,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2019-08,96.48,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2019-09,96.62,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2019-10,97.33,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2019-11,98.72,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2019-12,98.4,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2020-01,100.32,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2020-02,101.85,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2020-03,101.37,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2020-04,101.11,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2020-05,99.36,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2020-06,97.5,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2020-07,98.1,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2020-08,98.05,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2020-09,99.98,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2020-10,100.65,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2020-11,100.91,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2020-12,100.78,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2021-01,101.71,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2021-02,103.21,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2021-03,103.06,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2021-04,101.77,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2021-05,101.54,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2021-06,101.54,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2021-07,102.48,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2021-08,102.42,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2021-09,102.49,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2021-10,104.25,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2021-11,105.47,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2021-12,106.26,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2022-01,105.31,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2022-02,106.22,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2022-03,107.3,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2022-04,106.35,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2022-05,102.84,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2022-06,103.13,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2022-07,105.23,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2022-08,103.7,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2022-09,103.34,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2022-10,101.82,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2022-11,98.6,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2022-12,98.49,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2023-01,98.78,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
