decision_month,feature,value,na_reason,reference_period_used,available_date_used,feature_regime,note
2025-01,term_spread,0.3784,,,2025-01-27,,cn10y - cn2y
2025-01,pmi_gap,0.1000,,,2025-01-20,,gro.pmi - 50
2025-01,m1_m2_gap,-8.7000,,,2025-01-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2024-12)
2025-02,ey,8.4602,,,2025-02-28,,100/PE_ttm
2025-02,eyg,6.7450,,,2025-02-28,,100/PE_ttm - cn10y
2025-02,term_spread,0.2899,,,2025-02-28,,cn10y - cn2y
2025-02,pmi_gap,-0.9000,,,2025-02-20,,gro.pmi - 50
2025-02,m1_m2_gap,-6.6000,,,2025-02-20,M1_2025_NEW,m1_yoy - m2_yoy (ref=2025-01)
2025-03,ey,8.4890,,,2025-03-31,,100/PE_ttm
2025-03,eyg,6.6761,,,2025-03-31,,100/PE_ttm - cn10y
2025-03,term_spread,0.2466,,,2025-03-31,,cn10y - cn2y
2025-03,pmi_gap,0.2000,,,2025-03-20,,gro.pmi - 50
2025-03,m1_m2_gap,-6.9000,,,2025-03-20,M1_2025_NEW,m1_yoy - m2_yoy (ref=2025-02)
2025-04,ey,8.7032,,,2025-04-30,,100/PE_ttm
2025-04,eyg,7.0789,,,2025-04-30,,100/PE_ttm - cn10y
2025-04,term_spread,0.1736,,,2025-04-30,,cn10y - cn2y
2025-04,pmi_gap,0.5000,,,2025-04-20,,gro.pmi - 50
2025-04,m1_m2_gap,-5.4000,,,2025-04-20,M1_2025_NEW,m1_yoy - m2_yoy (ref=2025-03)
2025-05,ey,8.5251,,,2025-05-30,,100/PE_ttm
2025-05,eyg,6.8539,,,2025-05-30,,100/PE_ttm - cn10y
2025-05,term_spread,0.2095,,,2025-05-30,,cn10y - cn2y
2025-05,pmi_gap,-1.0000,,,2025-05-20,,gro.pmi - 50
2025-05,m1_m2_gap,-6.5000,,,2025-05-20,M1_2025_NEW,m1_yoy - m2_yoy (ref=2025-04)
2025-06,ey,8.1037,,,2025-06-30,,100/PE_ttm
2025-06,eyg,6.4568,,,2025-06-30,,100/PE_ttm - cn10y
2025-06,term_spread,0.2834,,,2025-06-30,,cn10y - cn2y
2025-06,pmi_gap,-0.5000,,,2025-06-20,,gro.pmi - 50
2025-06,m1_m2_gap,-5.6000,,,2025-06-20,M1_2025_NEW,m1_yoy - m2_yoy (ref=2025-05)
2025-07,ey,8.0386,,,2025-07-31,,100/PE_ttm
2025-07,eyg,6.3342,,,2025-07-31,,100/PE_ttm - cn10y
2025-07,term_spread,0.2849,,,2025-07-31,,cn10y - cn2y
2025-07,pmi_gap,-0.3000,,,2025-07-20,,gro.pmi - 50
2025-07,m1_m2_gap,-3.7000,,,2025-07-20,M1_2025_NEW,m1_yoy - m2_yoy (ref=2025-06)
2025-08,ey,7.5586,,,2025-08-29,,100/PE_ttm
2025-08,eyg,5.7207,,,2025-08-29,,100/PE_ttm - cn10y
2025-08,term_spread,0.4337,,,2025-08-29,,cn10y - cn2y
2025-08,pmi_gap,-0.7000,,,2025-08-20,,gro.pmi - 50
2025-08,m1_m2_gap,-3.2000,,,2025-08-20,M1_2025_NEW,m1_yoy - m2_yoy (ref=2025-07)
2025-09,ey,7.5075,,,2025-09-30,,100/PE_ttm
2025-09,eyg,5.6470,,,2025-09-30,,100/PE_ttm - cn10y
2025-09,term_spread,0.3671,,,2025-09-30,,cn10y - cn2y
2025-09,pmi_gap,-0.6000,,,2025-09-20,,gro.pmi - 50
2025-09,m1_m2_gap,-2.8000,,,2025-09-20,M1_2025_NEW,m1_yoy - m2_yoy (ref=2025-08)
2025-10,ey,7.5815,,,2025-10-31,,100/PE_ttm
2025-10,eyg,5.7861,,,2025-10-31,,100/PE_ttm - cn10y
2025-10,term_spread,0.3932,,,2025-10-31,,cn10y - cn2y
2025-10,pmi_gap,-0.2000,,,2025-10-20,,gro.pmi - 50
2025-10,m1_m2_gap,-1.2000,,,2025-10-20,M1_2025_NEW,m1_yoy - m2_yoy (ref=2025-09)
2025-11,ey,7.6687,,,2025-11-28,,100/PE_ttm
2025-11,eyg,5.8275,,,2025-11-28,,100/PE_ttm - cn10y
2025-11,term_spread,0.4229,,,2025-11-28,,cn10y - cn2y
2025-11,pmi_gap,-1.0000,,,2025-11-20,,gro.pmi - 50
2025-11,m1_m2_gap,-2.0000,,,2025-11-20,M1_2025_NEW,m1_yoy - m2_yoy (ref=2025-10)
2025-12,ey,7.4963,,,2025-12-31,,100/PE_ttm
2025-12,eyg,5.6490,,,2025-12-31,,100/PE_ttm - cn10y
2025-12,term_spread,0.4868,,,2025-12-31,,cn10y - cn2y
2025-12,pmi_gap,-0.8000,,,2025-12-20,,gro.pmi - 50
2025-12,m1_m2_gap,-3.1000,,,2025-12-20,M1_2025_NEW,m1_yoy - m2_yoy (ref=2025-11)
2026-01,ey,7.4794,,,2026-01-30,,100/PE_ttm
2026-01,eyg,5.6682,,,2026-01-30,,100/PE_ttm - cn10y
2026-01,term_spread,0.4347,,,2026-01-30,,cn10y - cn2y
2026-01,pmi_gap,0.1000,,,2026-01-20,,gro.pmi - 50
2026-01,m1_m2_gap,-4.7000,,,2026-01-20,M1_2025_NEW,m1_yoy - m2_yoy (ref=2025-12)
2026-02,ey,7.5019,,,2026-02-27,,100/PE_ttm
2026-02,eyg,5.7142,,,2026-02-27,,100/PE_ttm - cn10y
2026-02,term_spread,0.4239,,,2026-02-27,,cn10y - cn2y
2026-02,pmi_gap,-0.7000,,,2026-02-20,,gro.pmi - 50
2026-02,m1_m2_gap,-4.1000,,,2026-02-20,M1_2025_NEW,m1_yoy - m2_yoy (ref=2026-01)
2026-03,ey,7.5188,,,2026-03-31,,100/PE_ttm
2026-03,eyg,5.7017,,,2026-03-31,,100/PE_ttm - cn10y
2026-03,term_spread,0.5425,,,2026-03-31,,cn10y - cn2y
2026-03,pmi_gap,-1.0000,,,2026-03-20,,gro.pmi - 50
2026-03,m1_m2_gap,-3.1000,,,2026-03-20,M1_2025_NEW,m1_yoy - m2_yoy (ref=2026-02)
2026-04,ey,7.2202,,,2026-04-30,,100/PE_ttm
2026-04,eyg,5.4729,,,2026-04-30,,100/PE_ttm - cn10y
2026-04,term_spread,0.4921,,,2026-04-30,,cn10y - cn2y
2026-04,pmi_gap,0.4000,,,2026-04-20,,gro.pmi - 50
2026-04,m1_m2_gap,-3.4000,,,2026-04-20,M1_2025_NEW,m1_yoy - m2_yoy (ref=2026-03)
2026-05,ey,7.2464,,,2026-05-29,,100/PE_ttm
2026-05,eyg,5.5374,,,2026-05-29,,100/PE_ttm - cn10y
2026-05,term_spread,0.4834,,,2026-05-29,,cn10y - cn2y
2026-05,pmi_gap,0.3000,,,2026-05-20,,gro.pmi - 50
2026-05,m1_m2_gap,-3.6000,,,2026-05-20,M1_2025_NEW,m1_yoy - m2_yoy (ref=2026-04)
2026-06,ey,7.2622,,,2026-06-30,,100/PE_ttm
2026-06,eyg,5.5292,,,2026-06-30,,100/PE_ttm - cn10y
2026-06,term_spread,0.4863,,,2026-06-30,,cn10y - cn2y
2026-06,pmi_gap,0.0000,,,2026-06-20,,gro.pmi - 50
2026-06,m1_m2_gap,-3.1000,,,2026-06-20,M1_2025_NEW,m1_yoy - m2_yoy (ref=2026-05)
2026-07,ey,7.3099,,,2026-07-31,,100/PE_ttm
2026-07,eyg,5.5958,,,2026-07-31,,100/PE_ttm - cn10y
2026-07,term_spread,0.4535,,,2026-07-31,,cn10y - cn2y
2026-07,pmi_gap,0.3000,,,2026-07-20,,gro.pmi - 50
2026-07,m1_m2_gap,-4.0000,,,2026-07-20,M1_2025_NEW,m1_yoy - m2_yoy (ref=2026-06)
2008-01,delta_pmi,,NOT_RELEASED,,,,PMI 缺失
2008-02,delta_pmi,,NOT_RELEASED,2008-01,2008-02-20,,无前一决策月 PMI
2008-03,delta_pmi,0.4000,,2008-02,2008-03-20,,PMI_t - PMI_t-1 (ref 连续)
2008-04,delta_pmi,5.0000,,2008-03,2008-04-20,,PMI_t - PMI_t-1 (ref 连续)
2008-05,delta_pmi,0.8000,,2008-04,2008-05-20,,PMI_t - PMI_t-1 (ref 连续)
2008-06,delta_pmi,-5.9000,,2008-05,2008-06-20,,PMI_t - PMI_t-1 (ref 连续)
2008-07,delta_pmi,-1.3000,,2008-06,2008-07-20,,PMI_t - PMI_t-1 (ref 连续)
2008-08,delta_pmi,-3.6000,,2008-07,2008-08-20,,PMI_t - PMI_t-1 (ref 连续)
2008-09,delta_pmi,0.0000,,2008-08,2008-09-20,,PMI_t - PMI_t-1 (ref 连续)
2008-10,delta_pmi,2.8000,,2008-09,2008-10-20,,PMI_t - PMI_t-1 (ref 连续)
2008-11,delta_pmi,-6.6000,,2008-10,2008-11-20,,PMI_t - PMI_t-1 (ref 连续)
2008-12,delta_pmi,-5.8000,,2008-11,2008-12-20,,PMI_t - PMI_t-1 (ref 连续)
2009-01,delta_pmi,2.4000,,2008-12,2009-01-20,,PMI_t - PMI_t-1 (ref 连续)
2009-02,delta_pmi,4.1000,,2009-01,2009-02-20,,PMI_t - PMI_t-1 (ref 连续)
2009-03,delta_pmi,3.7000,,2009-02,2009-03-20,,PMI_t - PMI_t-1 (ref 连续)
2009-04,delta_pmi,3.4000,,2009-03,2009-04-20,,PMI_t - PMI_t-1 (ref 连续)
2009-05,delta_pmi,1.1000,,2009-04,2009-05-20,,PMI_t - PMI_t-1 (ref 连续)
2009-06,delta_pmi,-0.4000,,2009-05,2009-06-20,,PMI_t - PMI_t-1 (ref 连续)
2009-07,delta_pmi,0.1000,,2009-06,2009-07-20,,PMI_t - PMI_t-1 (ref 连续)
2009-08,delta_pmi,0.1000,,2009-07,2009-08-20,,PMI_t - PMI_t-1 (ref 连续)
2009-09,delta_pmi,0.7000,,2009-08,2009-09-20,,PMI_t - PMI_t-1 (ref 连续)
2009-10,delta_pmi,0.3000,,2009-09,2009-10-20,,PMI_t - PMI_t-1 (ref 连续)
2009-11,delta_pmi,0.9000,,2009-10,2009-11-20,,PMI_t - PMI_t-1 (ref 连续)
2009-12,delta_pmi,0.0000,,2009-11,2009-12-20,,PMI_t - PMI_t-1 (ref 连续)
2010-01,delta_pmi,1.4000,,2009-12,2010-01-20,,PMI_t - PMI_t-1 (ref 连续)
2010-02,delta_pmi,-0.8000,,2010-01,2010-02-20,,PMI_t - PMI_t-1 (ref 连续)
2010-03,delta_pmi,-3.8000,,2010-02,2010-03-20,,PMI_t - PMI_t-1 (ref 连续)
2010-04,delta_pmi,3.1000,,2010-03,2010-04-20,,PMI_t - PMI_t-1 (ref 连续)
2010-05,delta_pmi,0.6000,,2010-04,2010-05-20,,PMI_t - PMI_t-1 (ref 连续)
2010-06,delta_pmi,-1.8000,,2010-05,2010-06-20,,PMI_t - PMI_t-1 (ref 连续)
2010-07,delta_pmi,-1.8000,,2010-06,2010-07-20,,PMI_t - PMI_t-1 (ref 连续)
2010-08,delta_pmi,-0.9000,,2010-07,2010-08-20,,PMI_t - PMI_t-1 (ref 连续)
2010-09,delta_pmi,0.5000,,2010-08,2010-09-20,,PMI_t - PMI_t-1 (ref 连续)
2010-10,delta_pmi,2.1000,,2010-09,2010-10-20,,PMI_t - PMI_t-1 (ref 连续)
2010-11,delta_pmi,0.9000,,2010-10,2010-11-20,,PMI_t - PMI_t-1 (ref 连续)
2010-12,delta_pmi,0.5000,,2010-11,2010-12-20,,PMI_t - PMI_t-1 (ref 连续)
2011-01,delta_pmi,-1.3000,,2010-12,2011-01-20,,PMI_t - PMI_t-1 (ref 连续)
2011-02,delta_pmi,-1.0000,,2011-01,2011-02-20,,PMI_t - PMI_t-1 (ref 连续)
2011-03,delta_pmi,-0.7000,,2011-02,2011-03-20,,PMI_t - PMI_t-1 (ref 连续)
2011-04,delta_pmi,1.2000,,2011-03,2011-04-20,,PMI_t - PMI_t-1 (ref 连续)
2011-05,delta_pmi,-0.5000,,2011-04,2011-05-20,,PMI_t - PMI_t-1 (ref 连续)
2011-06,delta_pmi,-0.9000,,2011-05,2011-06-20,,PMI_t - PMI_t-1 (ref 连续)
2011-07,delta_pmi,-1.1000,,2011-06,2011-07-20,,PMI_t - PMI_t-1 (ref 连续)
2011-08,delta_pmi,-0.2000,,2011-07,2011-08-20,,PMI_t - PMI_t-1 (ref 连续)
2011-09,delta_pmi,0.2000,,2011-08,2011-09-20,,PMI_t - PMI_t-1 (ref 连续)
2011-10,delta_pmi,0.3000,,2011-09,2011-10-20,,PMI_t - PMI_t-1 (ref 连续)
2011-11,delta_pmi,-0.8000,,2011-10,2011-11-20,,PMI_t - PMI_t-1 (ref 连续)
2011-12,delta_pmi,-1.4000,,2011-11,2011-12-20,,PMI_t - PMI_t-1 (ref 连续)
2012-01,delta_pmi,1.3000,,2011-12,2012-01-20,,PMI_t - PMI_t-1 (ref 连续)
2012-02,delta_pmi,0.2000,,2012-01,2012-02-20,,PMI_t - PMI_t-1 (ref 连续)
2012-03,delta_pmi,0.5000,,2012-02,2012-03-20,,PMI_t - PMI_t-1 (ref 连续)
2012-04,delta_pmi,2.1000,,2012-03,2012-04-20,,PMI_t - PMI_t-1 (ref 连续)
2012-05,delta_pmi,0.2000,,2012-04,2012-05-20,,PMI_t - PMI_t-1 (ref 连续)
2012-06,delta_pmi,-2.9000,,2012-05,2012-06-20,,PMI_t - PMI_t-1 (ref 连续)
2012-07,delta_pmi,-0.2000,,2012-06,2012-07-20,,PMI_t - PMI_t-1 (ref 连续)
2012-08,delta_pmi,-0.1000,,2012-07,2012-08-20,,PMI_t - PMI_t-1 (ref 连续)
2012-09,delta_pmi,-0.9000,,2012-08,2012-09-20,,PMI_t - PMI_t-1 (ref 连续)
2012-10,delta_pmi,0.6000,,2012-09,2012-10-20,,PMI_t - PMI_t-1 (ref 连续)
2012-11,delta_pmi,0.4000,,2012-10,2012-11-20,,PMI_t - PMI_t-1 (ref 连续)
2012-12,delta_pmi,0.4000,,2012-11,2012-12-20,,PMI_t - PMI_t-1 (ref 连续)
2013-01,delta_pmi,0.0000,,2012-12,2013-01-20,,PMI_t - PMI_t-1 (ref 连续)
2013-02,delta_pmi,-0.2000,,2013-01,2013-02-20,,PMI_t - PMI_t-1 (ref 连续)
2013-03,delta_pmi,-0.3000,,2013-02,2013-03-20,,PMI_t - PMI_t-1 (ref 连续)
2013-04,delta_pmi,0.8000,,2013-03,2013-04-20,,PMI_t - PMI_t-1 (ref 连续)
2013-05,delta_pmi,-0.3000,,2013-04,2013-05-20,,PMI_t - PMI_t-1 (ref 连续)
2013-06,delta_pmi,0.2000,,2013-05,2013-06-20,,PMI_t - PMI_t-1 (ref 连续)
2013-07,delta_pmi,-0.7000,,2013-06,2013-07-20,,PMI_t - PMI_t-1 (ref 连续)
2013-08,delta_pmi,0.2000,,2013-07,2013-08-20,,PMI_t - PMI_t-1 (ref 连续)
2013-09,delta_pmi,0.7000,,2013-08,2013-09-20,,PMI_t - PMI_t-1 (ref 连续)
2013-10,delta_pmi,0.1000,,2013-09,2013-10-20,,PMI_t - PMI_t-1 (ref 连续)
2013-11,delta_pmi,0.3000,,2013-10,2013-11-20,,PMI_t - PMI_t-1 (ref 连续)
2013-12,delta_pmi,0.0000,,2013-11,2013-12-20,,PMI_t - PMI_t-1 (ref 连续)
2014-01,delta_pmi,-0.4000,,2013-12,2014-01-20,,PMI_t - PMI_t-1 (ref 连续)
2014-02,delta_pmi,-0.5000,,2014-01,2014-02-20,,PMI_t - PMI_t-1 (ref 连续)
2014-03,delta_pmi,-0.3000,,2014-02,2014-03-20,,PMI_t - PMI_t-1 (ref 连续)
2014-04,delta_pmi,0.1000,,2014-03,2014-04-20,,PMI_t - PMI_t-1 (ref 连续)
2014-05,delta_pmi,0.1000,,2014-04,2014-05-20,,PMI_t - PMI_t-1 (ref 连续)
2014-06,delta_pmi,0.4000,,2014-05,2014-06-20,,PMI_t - PMI_t-1 (ref 连续)
2014-07,delta_pmi,0.2000,,2014-06,2014-07-20,,PMI_t - PMI_t-1 (ref 连续)
2014-08,delta_pmi,0.7000,,2014-07,2014-08-20,,PMI_t - PMI_t-1 (ref 连续)
2014-09,delta_pmi,-0.6000,,2014-08,2014-09-20,,PMI_t - PMI_t-1 (ref 连续)
2014-10,delta_pmi,0.0000,,2014-09,2014-10-20,,PMI_t - PMI_t-1 (ref 连续)
2014-11,delta_pmi,-0.3000,,2014-10,2014-11-20,,PMI_t - PMI_t-1 (ref 连续)
2014-12,delta_pmi,-0.5000,,2014-11,2014-12-20,,PMI_t - PMI_t-1 (ref 连续)
2015-01,delta_pmi,-0.2000,,2014-12,2015-01-20,,PMI_t - PMI_t-1 (ref 连续)
2015-02,delta_pmi,-0.3000,,2015-01,2015-02-20,,PMI_t - PMI_t-1 (ref 连续)
2015-03,delta_pmi,0.1000,,2015-02,2015-03-20,,PMI_t - PMI_t-1 (ref 连续)
2015-04,delta_pmi,0.2000,,2015-03,2015-04-20,,PMI_t - PMI_t-1 (ref 连续)
2015-05,delta_pmi,0.0000,,2015-04,2015-05-20,,PMI_t - PMI_t-1 (ref 连续)
2015-06,delta_pmi,0.1000,,2015-05,2015-06-20,,PMI_t - PMI_t-1 (ref 连续)
2015-07,delta_pmi,0.0000,,2015-06,2015-07-20,,PMI_t - PMI_t-1 (ref 连续)
2015-08,delta_pmi,-0.2000,,2015-07,2015-08-20,,PMI_t - PMI_t-1 (ref 连续)
2015-09,delta_pmi,-0.3000,,2015-08,2015-09-20,,PMI_t - PMI_t-1 (ref 连续)
2015-10,delta_pmi,0.1000,,2015-09,2015-10-20,,PMI_t - PMI_t-1 (ref 连续)
2015-11,delta_pmi,0.0000,,2015-10,2015-11-20,,PMI_t - PMI_t-1 (ref 连续)
2015-12,delta_pmi,-0.2000,,2015-11,2015-12-20,,PMI_t - PMI_t-1 (ref 连续)
2016-01,delta_pmi,0.1000,,2015-12,2016-01-20,,PMI_t - PMI_t-1 (ref 连续)
2016-02,delta_pmi,-0.3000,,2016-01,2016-02-20,,PMI_t - PMI_t-1 (ref 连续)
2016-03,delta_pmi,-0.4000,,2016-02,2016-03-20,,PMI_t - PMI_t-1 (ref 连续)
2016-04,delta_pmi,1.2000,,2016-03,2016-04-20,,PMI_t - PMI_t-1 (ref 连续)
2016-05,delta_pmi,-0.1000,,2016-04,2016-05-20,,PMI_t - PMI_t-1 (ref 连续)
2016-06,delta_pmi,0.0000,,2016-05,2016-06-20,,PMI_t - PMI_t-1 (ref 连续)
2016-07,delta_pmi,-0.1000,,2016-06,2016-07-20,,PMI_t - PMI_t-1 (ref 连续)
2016-08,delta_pmi,-0.1000,,2016-07,2016-08-20,,PMI_t - PMI_t-1 (ref 连续)
2016-09,delta_pmi,0.5000,,2016-08,2016-09-20,,PMI_t - PMI_t-1 (ref 连续)
2016-10,delta_pmi,0.0000,,2016-09,2016-10-20,,PMI_t - PMI_t-1 (ref 连续)
2016-11,delta_pmi,0.8000,,2016-10,2016-11-20,,PMI_t - PMI_t-1 (ref 连续)
2016-12,delta_pmi,0.5000,,2016-11,2016-12-20,,PMI_t - PMI_t-1 (ref 连续)
2017-01,delta_pmi,-0.3000,,2016-12,2017-01-20,,PMI_t - PMI_t-1 (ref 连续)
2017-02,delta_pmi,-0.1000,,2017-01,2017-02-20,,PMI_t - PMI_t-1 (ref 连续)
2017-03,delta_pmi,0.3000,,2017-02,2017-03-20,,PMI_t - PMI_t-1 (ref 连续)
2017-04,delta_pmi,0.2000,,2017-03,2017-04-20,,PMI_t - PMI_t-1 (ref 连续)
2017-05,delta_pmi,-0.6000,,2017-04,2017-05-20,,PMI_t - PMI_t-1 (ref 连续)
2017-06,delta_pmi,0.0000,,2017-05,2017-06-20,,PMI_t - PMI_t-1 (ref 连续)
2017-07,delta_pmi,0.5000,,2017-06,2017-07-20,,PMI_t - PMI_t-1 (ref 连续)
2017-08,delta_pmi,-0.3000,,2017-07,2017-08-20,,PMI_t - PMI_t-1 (ref 连续)
2017-09,delta_pmi,0.3000,,2017-08,2017-09-20,,PMI_t - PMI_t-1 (ref 连续)
2017-10,delta_pmi,0.7000,,2017-09,2017-10-20,,PMI_t - PMI_t-1 (ref 连续)
2017-11,delta_pmi,-0.8000,,2017-10,2017-11-20,,PMI_t - PMI_t-1 (ref 连续)
2017-12,delta_pmi,0.2000,,2017-11,2017-12-20,,PMI_t - PMI_t-1 (ref 连续)
2018-01,delta_pmi,-0.2000,,2017-12,2018-01-20,,PMI_t - PMI_t-1 (ref 连续)
2018-02,delta_pmi,-0.3000,,2018-01,2018-02-20,,PMI_t - PMI_t-1 (ref 连续)
2018-03,delta_pmi,-1.0000,,2018-02,2018-03-20,,PMI_t - PMI_t-1 (ref 连续)
2018-04,delta_pmi,1.2000,,2018-03,2018-04-20,,PMI_t - PMI_t-1 (ref 连续)
2018-05,delta_pmi,-0.1000,,2018-04,2018-05-20,,PMI_t - PMI_t-1 (ref 连续)
2018-06,delta_pmi,0.5000,,2018-05,2018-06-20,,PMI_t - PMI_t-1 (ref 连续)
2018-07,delta_pmi,-0.4000,,2018-06,2018-07-20,,PMI_t - PMI_t-1 (ref 连续)
2018-08,delta_pmi,-0.3000,,2018-07,2018-08-20,,PMI_t - PMI_t-1 (ref 连续)
2018-09,delta_pmi,0.1000,,2018-08,2018-09-20,,PMI_t - PMI_t-1 (ref 连续)
2018-10,delta_pmi,-0.5000,,2018-09,2018-10-20,,PMI_t - PMI_t-1 (ref 连续)
2018-11,delta_pmi,-0.6000,,2018-10,2018-11-20,,PMI_t - PMI_t-1 (ref 连续)
2018-12,delta_pmi,-0.2000,,2018-11,2018-12-20,,PMI_t - PMI_t-1 (ref 连续)
2019-01,delta_pmi,-0.6000,,2018-12,2019-01-20,,PMI_t - PMI_t-1 (ref 连续)
2019-02,delta_pmi,0.1000,,2019-01,2019-02-20,,PMI_t - PMI_t-1 (ref 连续)
2019-03,delta_pmi,-0.3000,,2019-02,2019-03-20,,PMI_t - PMI_t-1 (ref 连续)
2019-04,delta_pmi,1.3000,,2019-03,2019-04-20,,PMI_t - PMI_t-1 (ref 连续)
2019-05,delta_pmi,-0.4000,,2019-04,2019-05-20,,PMI_t - PMI_t-1 (ref 连续)
2019-06,delta_pmi,-0.7000,,2019-05,2019-06-20,,PMI_t - PMI_t-1 (ref 连续)
2019-07,delta_pmi,0.0000,,2019-06,2019-07-20,,PMI_t - PMI_t-1 (ref 连续)
2019-08,delta_pmi,0.3000,,2019-07,2019-08-20,,PMI_t - PMI_t-1 (ref 连续)
2019-09,delta_pmi,-0.2000,,2019-08,2019-09-20,,PMI_t - PMI_t-1 (ref 连续)
2019-10,delta_pmi,0.3000,,2019-09,2019-10-20,,PMI_t - PMI_t-1 (ref 连续)
2019-11,delta_pmi,-0.5000,,2019-10,2019-11-20,,PMI_t - PMI_t-1 (ref 连续)
2019-12,delta_pmi,0.9000,,2019-11,2019-12-20,,PMI_t - PMI_t-1 (ref 连续)
2020-01,delta_pmi,0.0000,,2019-12,2020-01-20,,PMI_t - PMI_t-1 (ref 连续)
2020-02,delta_pmi,-0.2000,,2020-01,2020-02-20,,PMI_t - PMI_t-1 (ref 连续)
2020-03,delta_pmi,-14.3000,,2020-02,2020-03-20,,PMI_t - PMI_t-1 (ref 连续)
2020-04,delta_pmi,16.3000,,2020-03,2020-04-20,,PMI_t - PMI_t-1 (ref 连续)
2020-05,delta_pmi,-1.2000,,2020-04,2020-05-20,,PMI_t - PMI_t-1 (ref 连续)
2020-06,delta_pmi,-0.2000,,2020-05,2020-06-20,,PMI_t - PMI_t-1 (ref 连续)
2020-07,delta_pmi,0.3000,,2020-06,2020-07-20,,PMI_t - PMI_t-1 (ref 连续)
2020-08,delta_pmi,0.2000,,2020-07,2020-08-20,,PMI_t - PMI_t-1 (ref 连续)
2020-09,delta_pmi,-0.1000,,2020-08,2020-09-20,,PMI_t - PMI_t-1 (ref 连续)
2020-10,delta_pmi,0.5000,,2020-09,2020-10-20,,PMI_t - PMI_t-1 (ref 连续)
2020-11,delta_pmi,-0.1000,,2020-10,2020-11-20,,PMI_t - PMI_t-1 (ref 连续)
2020-12,delta_pmi,0.7000,,2020-11,2020-12-20,,PMI_t - PMI_t-1 (ref 连续)
2021-01,delta_pmi,-0.2000,,2020-12,2021-01-20,,PMI_t - PMI_t-1 (ref 连续)
2021-02,delta_pmi,-0.6000,,2021-01,2021-02-20,,PMI_t - PMI_t-1 (ref 连续)
2021-03,delta_pmi,-0.7000,,2021-02,2021-03-20,,PMI_t - PMI_t-1 (ref 连续)
2021-04,delta_pmi,1.3000,,2021-03,2021-04-20,,PMI_t - PMI_t-1 (ref 连续)
2021-05,delta_pmi,-0.8000,,2021-04,2021-05-20,,PMI_t - PMI_t-1 (ref 连续)
2021-06,delta_pmi,-0.1000,,2021-05,2021-06-20,,PMI_t - PMI_t-1 (ref 连续)
2021-07,delta_pmi,-0.1000,,2021-06,2021-07-20,,PMI_t - PMI_t-1 (ref 连续)
2021-08,delta_pmi,-0.5000,,2021-07,2021-08-20,,PMI_t - PMI_t-1 (ref 连续)
2021-09,delta_pmi,-0.3000,,2021-08,2021-09-20,,PMI_t - PMI_t-1 (ref 连续)
2021-10,delta_pmi,-0.5000,,2021-09,2021-10-20,,PMI_t - PMI_t-1 (ref 连续)
2021-11,delta_pmi,-0.4000,,2021-10,2021-11-20,,PMI_t - PMI_t-1 (ref 连续)
2021-12,delta_pmi,0.9000,,2021-11,2021-12-20,,PMI_t - PMI_t-1 (ref 连续)
2022-01,delta_pmi,0.2000,,2021-12,2022-01-20,,PMI_t - PMI_t-1 (ref 连续)
2022-02,delta_pmi,-0.2000,,2022-01,2022-02-20,,PMI_t - PMI_t-1 (ref 连续)
2022-03,delta_pmi,0.1000,,2022-02,2022-03-20,,PMI_t - PMI_t-1 (ref 连续)
2022-04,delta_pmi,-0.7000,,2022-03,2022-04-20,,PMI_t - PMI_t-1 (ref 连续)
2022-05,delta_pmi,-2.1000,,2022-04,2022-05-20,,PMI_t - PMI_t-1 (ref 连续)
2022-06,delta_pmi,2.2000,,2022-05,2022-06-20,,PMI_t - PMI_t-1 (ref 连续)
2022-07,delta_pmi,0.6000,,2022-06,2022-07-20,,PMI_t - PMI_t-1 (ref 连续)
2022-08,delta_pmi,-1.2000,,2022-07,2022-08-20,,PMI_t - PMI_t-1 (ref 连续)
2022-09,delta_pmi,0.4000,,2022-08,2022-09-20,,PMI_t - PMI_t-1 (ref 连续)
2022-10,delta_pmi,0.7000,,2022-09,2022-10-20,,PMI_t - PMI_t-1 (ref 连续)
2022-11,delta_pmi,-0.9000,,2022-10,2022-11-20,,PMI_t - PMI_t-1 (ref 连续)
2022-12,delta_pmi,-1.2000,,2022-11,2022-12-20,,PMI_t - PMI_t-1 (ref 连续)
2023-01,delta_pmi,-1.0000,,2022-12,2023-01-20,,PMI_t - PMI_t-1 (ref 连续)
2023-02,delta_pmi,3.1000,,2023-01,2023-02-20,,PMI_t - PMI_t-1 (ref 连续)
2023-03,delta_pmi,2.5000,,2023-02,2023-03-20,,PMI_t - PMI_t-1 (ref 连续)
2023-04,delta_pmi,-0.7000,,2023-03,2023-04-20,,PMI_t - PMI_t-1 (ref 连续)
2023-05,delta_pmi,-2.7000,,2023-04,2023-05-20,,PMI_t - PMI_t-1 (ref 连续)
2023-06,delta_pmi,-0.4000,,2023-05,2023-06-20,,PMI_t - PMI_t-1 (ref 连续)
2023-07,delta_pmi,0.2000,,2023-06,2023-07-20,,PMI_t - PMI_t-1 (ref 连续)
2023-08,delta_pmi,0.3000,,2023-07,2023-08-20,,PMI_t - PMI_t-1 (ref 连续)
2023-09,delta_pmi,0.4000,,2023-08,2023-09-20,,PMI_t - PMI_t-1 (ref 连续)
2023-10,delta_pmi,0.5000,,2023-09,2023-10-20,,PMI_t - PMI_t-1 (ref 连续)
